name,n,A_nnz,cublas_ms,status
1138_bus,1138,4054,0.11397711932659149,ok
494_bus,494,1666,0.03343401476740837,ok
662_bus,662,2474,0.04949001595377922,ok
685_bus,685,3249,0.04977104254066944,ok
arc130,130,1282,0.020737992599606514,ok
ash292,292,2208,0.06365496665239334,ok
ash85,85,523,0.039727892726659775,ok
bcspwr01,39,131,0.03608083352446556,ok
bcspwr02,49,167,0.035814009606838226,ok
bcspwr03,118,476,0.04555308260023594,ok
bcspwr04,274,1612,0.03930297680199146,ok
bcspwr05,443,1623,0.06289896555244923,ok
bcspwr06,1454,5300,0.23319409228861332,ok
bcspwr07,1612,5824,0.26382715441286564,ok
bcspwr08,1624,6050,0.2628799993544817,ok
bcspwr09,1723,6511,0.3538229502737522,ok
bcspwr10,5300,21842,7.646878017112613,ok
bcsstk01,48,400,0.04937499761581421,ok
bcsstk02,66,4356,0.04163198173046112,ok
bcsstk03,112,640,0.05018617957830429,ok
bcsstk04,132,3648,0.04002288915216923,ok
bcsstk05,153,2423,0.05063996650278568,ok
bcsstk06,420,7860,0.06371014751493931,ok
bcsstk07,420,7860,0.06332015618681908,ok
bcsstk08,1074,12960,0.1331828534603119,ok
bcsstk09,1083,18437,0.14885910786688328,ok
bcsstk10,1086,22070,0.13408903032541275,ok
bcsstk11,1473,34241,0.2199099399149418,ok
bcsstk12,1473,34241,0.2160079311579466,ok
bcsstk13,2003,83883,0.5197490099817514,ok
bcsstk14,1806,63454,0.38382504135370255,ok
bcsstk15,3948,117816,3.416860941797495,ok
bcsstk16,4884,290378,6.859229877591133,ok
bcsstk17,10974,428650,64.11718297749758,ok
bcsstk18,11948,149090,85.424484917894,ok
bcsstk19,817,6853,0.05764700472354889,ok
bcsstk20,485,3135,0.03341003321111202,ok
bcsstk21,3600,26600,2.6678829453885555,ok
bcsstk22,138,696,0.020911917090415955,ok
bcsstk23,3134,45178,1.796844182536006,ok
bcsstk24,3562,159910,2.5845090858638287,ok
bcsstk25,15439,252241,177.7180409990251,ok
bcsstk26,1922,30336,0.5065230652689934,ok
bcsstk27,1224,56126,0.17102016136050224,ok
bcsstk28,4410,219024,5.008299136534333,ok
bcsstk29,13992,619488,136.1381821334362,ok
bcsstk30,28924,2043492,1171.8893751967698,ok
bcsstk31,35588,1181416,2297.449097968638,ok
bcsstk32,44609,2014701,4386.741203023121,ok
bcsstk33,8738,591904,32.54354605451226,ok
bcsstm01,48,48,0.04818988963961601,ok
bcsstm02,66,66,0.02039410173892975,ok
bcsstm03,112,112,0.02111983485519886,ok
bcsstm04,132,132,0.025756889954209328,ok
bcsstm05,153,153,0.049105146899819374,ok
bcsstm06,420,420,0.05979021079838276,ok
bcsstm07,420,7252,0.05989987403154373,ok
bcsstm08,1074,1074,0.12099789455533028,ok
bcsstm09,1083,1083,0.14378479681909084,ok
bcsstm10,1086,22092,0.13211905024945736,ok
bcsstm11,1473,1473,0.23478013463318348,ok
bcsstm12,1473,19659,0.21503400057554245,ok
bcsstm13,2003,21943,0.5159778520464897,ok
bcsstm19,817,817,0.055935001000761986,ok
bcsstm20,485,485,0.06382004357874393,ok
bcsstm21,3600,3600,2.6916919741779566,ok
bcsstm22,138,138,0.03316206857562065,ok
bcsstm23,3134,3134,1.817781012505293,ok
bcsstm24,3562,3562,2.585893962532282,ok
bcsstm25,15439,15439,177.14808508753777,ok
bcsstm26,1922,1922,0.5052168853580952,ok
bcsstm27,1224,56126,0.14541391283273697,ok
blckhole,2132,14872,0.6037089042365551,ok
bp_0,822,3276,0.09250105358660221,ok
bp_1000,822,4661,0.0927650835365057,ok
bp_1200,822,4726,0.09271479211747646,ok
bp_1400,822,4790,0.0924400519579649,ok
bp_1600,822,4841,0.09241513907909393,ok
bp_200,822,3802,0.08788402192294598,ok
bp_400,822,4028,0.09274506010115147,ok
bp_600,822,4172,0.09247986599802971,ok
bp_800,822,4534,0.08397991769015789,ok
can_1054,1054,12196,0.1175489742308855,ok
can_1072,1072,12444,0.1434448640793562,ok
can_144,144,1296,0.05060015246272087,ok
can_161,161,1377,0.04388811066746712,ok
can_187,187,1491,0.05085999146103859,ok
can_229,229,1777,0.04975008778274059,ok
can_24,24,160,0.040046172216534615,ok
can_256,256,2916,0.05011493340134621,ok
can_268,268,3082,0.04612002521753311,ok
can_292,292,2540,0.05292007699608803,ok
can_445,445,3809,0.050520990043878555,ok
can_61,61,557,0.04958501085639,ok
can_62,62,218,0.041485996916890144,ok
can_634,634,7228,0.07321499288082123,ok
can_715,715,6665,0.06787804886698723,ok
can_73,73,377,0.032836105674505234,ok
can_838,838,10010,0.07364898920059204,ok
can_96,96,768,0.02299109473824501,ok
