name,n,A_nnz,cublas_ms,status
1138_bus,1138,4054,0.11186394840478897,ok
494_bus,494,1666,0.03173400182276964,ok
662_bus,662,2474,0.04525796975940466,ok
685_bus,685,3249,0.047478009946644306,ok
arc130,130,1282,0.04927499685436487,ok
ash292,292,2208,0.047441921196877956,ok
ash85,85,523,0.029018032364547253,ok
bcspwr01,39,131,0.04765496123582125,ok
bcspwr02,49,167,0.04778394941240549,ok
bcspwr03,118,476,0.04058005288243294,ok
bcspwr04,274,1612,0.026453984901309013,ok
bcspwr05,443,1623,0.06033491808921099,ok
bcspwr06,1454,5300,0.2228239318355918,ok
bcspwr07,1612,5824,0.2796170301735401,ok
bcspwr08,1624,6050,0.26204297319054604,ok
bcspwr09,1723,6511,0.3466139314696193,ok
bcspwr10,5300,21842,7.620195974595845,ok
bcsstk01,48,400,0.047749956138432026,ok
bcsstk02,66,4356,0.03932393155992031,ok
bcsstk03,112,640,0.03152294084429741,ok
bcsstk04,132,3648,0.025294022634625435,ok
bcsstk05,153,2423,0.03849004860967398,ok
bcsstk06,420,7860,0.04598603118211031,ok
bcsstk07,420,7860,0.05113193765282631,ok
bcsstk08,1074,12960,0.11619506403803825,ok
bcsstk09,1083,18437,0.12992299161851406,ok
bcsstk10,1086,22070,0.13522803783416748,ok
bcsstk11,1473,34241,0.2240929752588272,ok
bcsstk12,1473,34241,0.21777604706585407,ok
bcsstk13,2003,83883,0.5375230684876442,ok
bcsstk14,1806,63454,0.401195022277534,ok
bcsstk15,3948,117816,3.446032991632819,ok
bcsstk16,4884,290378,6.90479192417115,ok
bcsstk17,10974,428650,64.65385691262782,ok
bcsstk18,11948,149090,86.15889807697386,ok
bcsstk19,817,6853,0.05977798718959093,ok
bcsstk20,485,3135,0.033656018786132336,ok
bcsstk21,3600,26600,2.6884590042755008,ok
bcsstk22,138,696,0.021432992070913315,ok
bcsstk23,3134,45178,1.806394080631435,ok
bcsstk24,3562,159910,2.6142209535464644,ok
bcsstk25,15439,252241,177.71302093751729,ok
bcsstk26,1922,30336,0.5062510026618838,ok
bcsstk27,1224,56126,0.1608600141480565,ok
bcsstk28,4410,219024,5.048512015491724,ok
bcsstk29,13992,619488,137.15273304842412,ok
bcsstk30,28924,2043492,1181.1160199576989,ok
bcsstk31,35588,1181416,2317.912193015218,ok
bcsstk32,44609,2014701,4421.696136938408,ok
bcsstk33,8738,591904,32.81798597890884,ok
bcsstm01,48,48,0.04804600030183792,ok
bcsstm02,66,66,0.03722298424690962,ok
bcsstm03,112,112,0.025801011361181736,ok
bcsstm04,132,132,0.0260770320892334,ok
bcsstm05,153,153,0.04955497570335865,ok
bcsstm06,420,420,0.040060956962406635,ok
bcsstm07,420,7252,0.060215010307729244,ok
bcsstm08,1074,1074,0.1257159747183323,ok
bcsstm09,1083,1083,0.14400493819266558,ok
bcsstm10,1086,22092,0.13024394866079092,ok
bcsstm11,1473,1473,0.23323192726820707,ok
bcsstm12,1473,19659,0.23385498207062483,ok
bcsstm13,2003,21943,0.5421569803729653,ok
bcsstm19,817,817,0.0910699600353837,ok
bcsstm20,485,485,0.059193000197410583,ok
bcsstm21,3600,3600,2.7026310563087463,ok
bcsstm22,138,138,0.029825023375451565,ok
bcsstm23,3134,3134,1.813841052353382,ok
bcsstm24,3562,3562,2.6174280792474747,ok
bcsstm25,15439,15439,177.64784791506827,ok
bcsstm26,1922,1922,0.5115119274705648,ok
bcsstm27,1224,56126,0.1620010007172823,ok
blckhole,2132,14872,0.5903530400246382,ok
bp_0,822,3276,0.06642495281994343,ok
bp_1000,822,4661,0.09123492054641247,ok
bp_1200,822,4726,0.08997996337711811,ok
bp_1400,822,4790,0.07004500366747379,ok
bp_1600,822,4841,0.08928996976464987,ok
bp_200,822,3802,0.0844290480017662,ok
bp_400,822,4028,0.07456704042851925,ok
bp_600,822,4172,0.09059009607881308,ok
bp_800,822,4534,0.09100500028580427,ok
can_1054,1054,12196,0.1291680382564664,ok
can_1072,1072,12444,0.14179002027958632,ok
can_144,144,1296,0.03939308226108551,ok
can_161,161,1377,0.039467005990445614,ok
can_187,187,1491,0.03751600161194801,ok
can_229,229,1777,0.04289299249649048,ok
can_24,24,160,0.04846998490393162,ok
can_256,256,2916,0.04737498238682747,ok
can_268,268,3082,0.04464900121092796,ok
can_292,292,2540,0.047730980440974236,ok
can_445,445,3809,0.04050100687891245,ok
can_61,61,557,0.02837704960256815,ok
can_62,62,218,0.048385001718997955,ok
can_634,634,7228,0.06383599247783422,ok
can_715,715,6665,0.06271095480769873,ok
can_73,73,377,0.04889501724392176,ok
can_838,838,10010,0.09487499482929707,ok
can_96,96,768,0.04862493369728327,ok
