matrix,n,sym,density_pct,merge3,Auto,Auto_choice,Ocean,HSMU,cnnz
1138_bus,1138,Y,0.2005,0.137,0.126,merge3,0.222,0.337,11142
494_bus,494,Y,0.4426,0.099,0.122,merge3,0.196,0.337,4062
