name,n,A_nnz,cublas_ms,status
1138_bus,1138,4054,0.11283205822110176,ok
494_bus,494,1666,0.03242201637476683,ok
662_bus,662,2474,0.045748078264296055,ok
685_bus,685,3249,0.04791200626641512,ok
arc130,130,1282,0.05188607610762119,ok
ash292,292,2208,0.054431031458079815,ok
ash85,85,523,0.05054101347923279,ok
bcspwr01,39,131,0.050219008699059486,ok
bcspwr02,49,167,0.03904302138835192,ok
bcspwr03,118,476,0.03880704753100872,ok
bcspwr04,274,1612,0.032625976018607616,ok
bcspwr05,443,1623,0.033585005439817905,ok
bcspwr06,1454,5300,0.21683797240257263,ok
bcspwr07,1612,5824,0.2794769825413823,ok
bcspwr08,1624,6050,0.2861400134861469,ok
bcspwr09,1723,6511,0.353319919668138,ok
bcspwr10,5300,21842,7.6219100737944245,ok
bcsstk01,48,400,0.01814297866076231,ok
bcsstk02,66,4356,0.048260088078677654,ok
bcsstk03,112,640,0.0484599731862545,ok
bcsstk04,132,3648,0.049070920795202255,ok
bcsstk05,153,2423,0.048959976993501186,ok
bcsstk06,420,7860,0.05946098826825619,ok
bcsstk07,420,7860,0.05131692159920931,ok
bcsstk08,1074,12960,0.12875196989625692,ok
bcsstk09,1083,18437,0.1200319966301322,ok
bcsstk10,1086,22070,0.14006905257701874,ok
bcsstk11,1473,34241,0.23355090525001287,ok
bcsstk12,1473,34241,0.234497943893075,ok
bcsstk13,2003,83883,0.5368340061977506,ok
bcsstk14,1806,63454,0.40305498987436295,ok
bcsstk15,3948,117816,3.4195040352642536,ok
bcsstk16,4884,290378,6.850584992207587,ok
bcsstk17,10974,428650,64.10886999219656,ok
bcsstk18,11948,149090,85.49873204901814,ok
bcsstk19,817,6853,0.09039498399943113,ok
bcsstk20,485,3135,0.05179806612432003,ok
bcsstk21,3600,26600,2.664337051101029,ok
bcsstk22,138,696,0.048805028200149536,ok
bcsstk23,3134,45178,1.7957229865714908,ok
bcsstk24,3562,159910,2.5809110375121236,ok
bcsstk25,15439,252241,177.48448997735977,ok
bcsstk26,1922,30336,0.49970997497439384,ok
bcsstk27,1224,56126,0.14043098781257868,ok
bcsstk28,4410,219024,5.004724953323603,ok
bcsstk29,13992,619488,136.11698301974684,ok
bcsstk30,28924,2043492,1171.6714529320598,ok
bcsstk31,35588,1181416,2297.96565300785,ok
bcsstk32,44609,2014701,4383.654959965497,ok
bcsstk33,8738,591904,32.54487703088671,ok
bcsstm01,48,48,0.04791002720594406,ok
bcsstm02,66,66,0.017217942513525486,ok
bcsstm03,112,112,0.020814011804759502,ok
bcsstm04,132,132,0.021360930986702442,ok
bcsstm05,153,153,0.048900023102760315,ok
bcsstm06,420,420,0.040343962609767914,ok
bcsstm07,420,7252,0.05893094930797815,ok
bcsstm08,1074,1074,0.12652995064854622,ok
bcsstm09,1083,1083,0.14216999989002943,ok
bcsstm10,1086,22092,0.12714997865259647,ok
bcsstm11,1473,1473,0.24087203200906515,ok
bcsstm12,1473,19659,0.2301759086549282,ok
bcsstm13,2003,21943,0.5324790254235268,ok
bcsstm19,817,817,0.08991605136543512,ok
bcsstm20,485,485,0.06241991650313139,ok
bcsstm21,3600,3600,2.669302048161626,ok
bcsstm22,138,138,0.018720049411058426,ok
bcsstm23,3134,3134,1.7945360159501433,ok
bcsstm24,3562,3562,2.579891006462276,ok
bcsstm25,15439,15439,176.19467701297253,ok
bcsstm26,1922,1922,0.5009109154343605,ok
bcsstm27,1224,56126,0.1675809035077691,ok
blckhole,2132,14872,0.6005510222166777,ok
bp_0,822,3276,0.07661804556846619,ok
bp_1000,822,4661,0.06950006354600191,ok
bp_1200,822,4726,0.08922501001507044,ok
bp_1400,822,4790,0.08914002683013678,ok
bp_1600,822,4841,0.06835302338004112,ok
bp_200,822,3802,0.062815030105412,ok
bp_400,822,4028,0.05896599031984806,ok
bp_600,822,4172,0.05843502003699541,ok
bp_800,822,4534,0.056958990171551704,ok
can_1054,1054,12196,0.13093999586999416,ok
can_1072,1072,12444,0.11659995652735233,ok
can_144,144,1296,0.02416502684354782,ok
can_161,161,1377,0.024480978026986122,ok
can_187,187,1491,0.021630898118019104,ok
can_229,229,1777,0.021557090803980827,ok
can_24,24,160,0.04803005140274763,ok
can_256,256,2916,0.028620008379220963,ok
can_268,268,3082,0.04676997195929289,ok
can_292,292,2540,0.04642503336071968,ok
can_445,445,3809,0.03938202280551195,ok
can_61,61,557,0.02725399099290371,ok
can_62,62,218,0.02204696647822857,ok
can_634,634,7228,0.04479498602449894,ok
can_715,715,6665,0.07913506124168634,ok
can_73,73,377,0.03678002394735813,ok
can_838,838,10010,0.07328996434807777,ok
can_96,96,768,0.04817906301468611,ok
