name,ocean_ms,status
1138_bus,0.1881311997305602,ok
494_bus,0.17154240014497188,ok
662_bus,0.17556479980703443,ok
685_bus,0.17572800011839718,ok
arc130,0.29649919937364755,ok
ash292,0.17366719976998868,ok
ash85,0.16692160076927393,ok
bcspwr01,0.15926400059834123,ok
bcspwr02,0.15978240005206315,ok
bcspwr03,0.17208960021380335,ok
bcspwr04,0.1775391997070983,ok
bcspwr05,0.17204800061881542,ok
bcspwr06,0.180387199902907,ok
bcspwr07,0.17931200060993432,ok
bcspwr08,0.1797152004437521,ok
bcspwr09,0.1817280002636835,ok
bcspwr10,0.1884352001361549,ok
bcsstk01,0.24231679970398548,ok
bcsstk02,0.6767391990171745,ok
bcsstk03,0.1388320001307875,ok
bcsstk04,0.3878496010322124,ok
bcsstk05,0.26548160081729294,ok
bcsstk06,0.2647840000223368,ok
bcsstk07,0.2623423999641091,ok
bcsstk08,0.39449280013795945,ok
bcsstk09,0.3136895993025974,ok
bcsstk10,0.3790335991419852,ok
bcsstk11,0.4076767990365624,ok
bcsstk12,0.4238271997077391,ok
bcsstk13,0.5631903989007697,ok
bcsstk14,0.4579584002261981,ok
bcsstk15,0.3513631980633363,ok
bcsstk16,0.6865183988586068,ok
bcsstk17,0.6784928007982672,ok
bcsstk18,0.3709216015879065,ok
bcsstk19,0.26319359960034494,ok
bcsstk20,0.17418560101650654,ok
bcsstk21,0.1783839998533949,ok
bcsstk22,0.16972800015937536,ok
bcsstk23,0.2815616000210866,ok
bcsstk24,0.5045728014083579,ok
bcsstk25,0.44542080035898834,ok
bcsstk26,0.31090879866387694,ok
bcsstk27,0.4160383979324252,ok
bcsstk28,0.6076256015803665,ok
bcsstk29,0.8282847998663783,ok
bcsstk30,2.259488008916378,ok
bcsstk31,1.1413663984276354,ok
bcsstk32,1.6541856011142955,ok
bcsstk33,1.4163231950253248,ok
bcsstm01,0.13096960016991943,ok
bcsstm02,0.13040319990832358,ok
bcsstm03,0.13463039929047227,ok
bcsstm04,0.13359040021896362,ok
bcsstm05,0.1352640001103282,ok
bcsstm06,0.13530239978572353,ok
bcsstm07,0.26359680015593767,ok
bcsstm08,0.13651520013809204,ok
bcsstm09,0.13671999995131046,ok
bcsstm10,0.3758400003425777,ok
bcsstm11,0.1373088003601879,ok
bcsstm12,0.283254399523139,ok
bcsstm13,0.36556480107828976,ok
bcsstm19,0.1354143999516964,ok
bcsstm20,0.1373952007154003,ok
bcsstm21,0.1520768002839759,ok
bcsstm22,0.13511999996844679,ok
bcsstm23,0.13753280017990618,ok
bcsstm24,0.13920000016223638,ok
bcsstm25,0.14749439945444465,ok
bcsstm26,0.13720960025675596,ok
bcsstm27,0.4285632008453831,ok
blckhole,0.17879999971482902,ok
bp_0,0.20619520074687897,ok
bp_1000,0.21702720031607897,ok
bp_1200,0.21978879906237125,ok
bp_1400,0.22084160053636878,ok
bp_1600,0.22423040005378425,ok
bp_200,0.21248959996737538,ok
bp_400,0.21355839900206774,ok
bp_600,0.21573759906459597,ok
bp_800,0.21508479996118696,ok
can_1054,0.2841663992963731,ok
can_1072,0.2843840002315119,ok
can_144,0.252377600222826,ok
can_161,0.25398720069788394,ok
can_187,0.25034239967353644,ok
can_229,0.25097920070402324,ok
can_24,0.16344960022252053,ok
can_256,0.2770336001412943,ok
can_268,0.26554559972137215,ok
can_292,0.26653760063927623,ok
can_445,0.255936000449583,ok
can_61,0.25165440028067676,ok
can_62,0.15813760065939278,ok
can_634,0.27820800049230454,ok
can_715,0.30014720109757037,ok
can_73,0.16548799979500473,ok
can_838,0.2790847990429029,ok
can_96,0.24891520037781445,ok
