matrix,n,sym,density_pct,cu,serial,merge3,Auto,Auto_choice,Ocean,HSMU,cnnz
1138_bus,1138,Y,0.2005,0.364,0.253,0.159,0.143,merge3,0.202,0.237,11142
494_bus,494,Y,0.4426,0.322,0.225,0.137,0.129,merge3,0.239,0.295,4062
662_bus,662,Y,0.3578,0.346,0.241,0.13,0.158,merge3,0.206,0.274,6480
685_bus,685,Y,0.4192,0.383,0.284,0.166,0.15,merge3,0.204,0.3,9337
arc130,130,N,7.5858,0.425,1.51,0.169,0.175,merge3,0.375,0.402,15631
ash292,292,Y,1.466,0.4,0.25,0.139,0.133,merge3,0.177,0.303,6042
