class,name,n,A_nnz,density_pct,cu_cnnz,man_cnnz,merge_cnnz,merge2_cnnz,cnnz_gap_pct,buf2,cu_we,cu_compute,cu_copy,cu_d2h,cu_kernel,cu_time,cu_write,man_count,man_fill,man_kernel,man_time,merge_time,merge2_time,man_write,cu_compute_t,man_compute_t,merge_compute_t,merge2_compute_t,phases,cublas_ms,ocean_ms
Mildly sparse,can_73,73,377,7.0744980296490905,1377,1377,1377,1377,0.0,,0.056999999999902684,0.17000000000007276,0.05599999999992633,0.025999999999953616,0.2829999999999018,0.502,,,,,0.454,0.461,0.416,,0.3039999999999736,0.2559999999999718,0.2400000000000091,0.19500000000005002,"{('cu', 'start'): 673.65, ('cu', 'h2dmalloc'): 673.715, ('cu', 'h2d'): 673.729, ('cu', 'workest'): 673.786, ('cu', 'compute'): 673.956, ('cu', 'copy'): 674.012, ('cu', 'pack'): 674.033, ('cu', 'd2h'): 674.059, ('gust', 'start'): 674.166, ('gust', 'h2d'): 674.245, ('gust', 'count'): 674.267, ('gust', 'scan'): 674.307, ('gust', 'expand'): 674.332, ('gust', 'sort'): 674.382, ('gust', 'reduce'): 674.424, ('gust', 'final'): 674.481, ('gust', 'pack'): 674.501, ('gust', 'd2h'): 674.519, ('merge', 'start'): 674.638, ('merge', 'h2d'): 674.742, ('merge', 'count'): 674.768, ('merge', 'scan'): 674.812, ('merge', 'expand'): 674.843, ('merge', 'merge'): 674.897, ('merge', 'final'): 674.936, ('merge', 'compact'): 674.962, ('merge', 'pack'): 674.982, ('merge', 'd2h'): 674.993, ('mrg2', 'start'): 675.114, ('mrg2', 'h2d'): 675.209, ('mrg2', 'count'): 675.233, ('mrg2', 'scan'): 675.274, ('mrg2', 'merge'): 675.318, ('mrg2', 'final'): 675.354, ('mrg2', 'compact'): 675.385, ('mrg2', 'pack'): 675.404, ('mrg2', 'd2h'): 675.415}",0.0494749983772635,0.2090912010986357
Mildly sparse,bcspwr02,49,167,6.9554352353186175,403,403,403,403,0.0,,0.05599999999992633,0.16200000000003456,0.057999999999992724,0.029999999999972715,0.2759999999999536,0.509,,,,,0.46,0.422,0.384,,0.29899999999997817,0.26499999999998636,0.22500000000002274,0.18600000000003547,"{('cu', 'start'): 666.771, ('cu', 'h2dmalloc'): 666.835, ('cu', 'h2d'): 666.85, ('cu', 'workest'): 666.906, ('cu', 'compute'): 667.068, ('cu', 'copy'): 667.126, ('cu', 'pack'): 667.149, ('cu', 'd2h'): 667.179, ('gust', 'start'): 667.295, ('gust', 'h2d'): 667.376, ('gust', 'count'): 667.4, ('gust', 'scan'): 667.441, ('gust', 'expand'): 667.467, ('gust', 'sort'): 667.516, ('gust', 'reduce'): 667.559, ('gust', 'final'): 667.618, ('gust', 'pack'): 667.641, ('gust', 'd2h'): 667.652, ('merge', 'start'): 667.774, ('merge', 'h2d'): 667.852, ('merge', 'count'): 667.874, ('merge', 'scan'): 667.913, ('merge', 'expand'): 667.942, ('merge', 'merge'): 667.98, ('merge', 'final'): 668.024, ('merge', 'compact'): 668.058, ('merge', 'pack'): 668.077, ('merge', 'd2h'): 668.088, ('mrg2', 'start'): 668.205, ('mrg2', 'h2d'): 668.285, ('mrg2', 'count'): 668.307, ('mrg2', 'scan'): 668.347, ('mrg2', 'merge'): 668.381, ('mrg2', 'final'): 668.418, ('mrg2', 'compact'): 668.45, ('mrg2', 'pack'): 668.471, ('mrg2', 'd2h'): 668.484}",0.0492989784106612,0.201817599684
Mildly sparse,can_144,144,1296,6.25,3456,3456,3456,3456,0.0,,0.05899999999996908,0.18100000000004002,0.06000000000005912,0.025999999999953616,0.3000000000000682,0.551,,,,,0.572,0.489,0.404,,0.32600000000002183,0.3350000000000364,0.2720000000000482,0.20100000000002183,"{('cu', 'start'): 666.898, ('cu', 'h2dmalloc'): 666.963, ('cu', 'h2d'): 666.991, ('cu', 'workest'): 667.05, ('cu', 'compute'): 667.231, ('cu', 'copy'): 667.291, ('cu', 'pack'): 667.317, ('cu', 'd2h'): 667.343, ('gust', 'start'): 667.467, ('gust', 'h2d'): 667.582, ('gust', 'count'): 667.609, ('gust', 'scan'): 667.652, ('gust', 'expand'): 667.677, ('gust', 'sort'): 667.795, ('gust', 'reduce'): 667.839, ('gust', 'final'): 667.896, ('gust', 'pack'): 667.917, ('gust', 'd2h'): 667.929, ('merge', 'start'): 668.052, ('merge', 'h2d'): 668.144, ('merge', 'count'): 668.176, ('merge', 'scan'): 668.215, ('merge', 'expand'): 668.251, ('merge', 'merge'): 668.33, ('merge', 'final'): 668.372, ('merge', 'compact'): 668.399, ('merge', 'pack'): 668.416, ('merge', 'd2h'): 668.428, ('mrg2', 'start'): 668.557, ('mrg2', 'h2d'): 668.641, ('mrg2', 'count'): 668.671, ('mrg2', 'scan'): 668.708, ('mrg2', 'merge'): 668.759, ('mrg2', 'final'): 668.798, ('mrg2', 'compact'): 668.823, ('mrg2', 'pack'): 668.842, ('mrg2', 'd2h'): 668.854}",0.0384559389203786,0.3343328005867078
Mildly sparse,can_62,62,218,5.6711758584807495,482,482,482,482,0.0,,0.05600000000004002,0.15300000000002,0.05899999999996908,0.026000000000067303,0.2680000000000291,0.492,,,,,0.463,0.41,0.387,,0.2880000000000109,0.25699999999994816,0.22000000000002728,0.19400000000007367,"{('cu', 'start'): 676.803, ('cu', 'h2dmalloc'): 676.868, ('cu', 'h2d'): 676.887, ('cu', 'workest'): 676.943, ('cu', 'compute'): 677.096, ('cu', 'copy'): 677.155, ('cu', 'pack'): 677.175, ('cu', 'd2h'): 677.201, ('gust', 'start'): 677.308, ('gust', 'h2d'): 677.397, ('gust', 'count'): 677.422, ('gust', 'scan'): 677.463, ('gust', 'expand'): 677.488, ('gust', 'sort'): 677.534, ('gust', 'reduce'): 677.577, ('gust', 'final'): 677.632, ('gust', 'pack'): 677.654, ('gust', 'd2h'): 677.665, ('merge', 'start'): 677.784, ('merge', 'h2d'): 677.861, ('merge', 'count'): 677.884, ('merge', 'scan'): 677.923, ('merge', 'expand'): 677.948, ('merge', 'merge'): 677.986, ('merge', 'final'): 678.028, ('merge', 'compact'): 678.06, ('merge', 'pack'): 678.081, ('merge', 'd2h'): 678.092, ('mrg2', 'start'): 678.204, ('mrg2', 'h2d'): 678.281, ('mrg2', 'count'): 678.306, ('mrg2', 'scan'): 678.353, ('mrg2', 'merge'): 678.387, ('mrg2', 'final'): 678.424, ('mrg2', 'compact'): 678.455, ('mrg2', 'pack'): 678.475, ('mrg2', 'd2h'): 678.486}",0.0492599792778492,0.2027776001254096
Mildly sparse,can_161,161,1377,5.31229505034528,3761,3761,3761,3761,0.0,,0.05700000000001637,0.16000000000008185,0.06499999999994088,0.02800000000002001,0.2820000000000391,0.518,,,,,0.533,0.477,0.381,,0.30299999999999727,0.3310000000000173,0.28499999999996817,0.18799999999998818,"{('cu', 'start'): 668.24, ('cu', 'h2dmalloc'): 668.304, ('cu', 'h2d'): 668.329, ('cu', 'workest'): 668.386, ('cu', 'compute'): 668.546, ('cu', 'copy'): 668.611, ('cu', 'pack'): 668.632, ('cu', 'd2h'): 668.66, ('gust', 'start'): 668.773, ('gust', 'h2d'): 668.859, ('gust', 'count'): 668.883, ('gust', 'scan'): 668.924, ('gust', 'expand'): 668.948, ('gust', 'sort'): 669.066, ('gust', 'reduce'): 669.109, ('gust', 'final'): 669.169, ('gust', 'pack'): 669.19, ('gust', 'd2h'): 669.203, ('merge', 'start'): 669.319, ('merge', 'h2d'): 669.399, ('merge', 'count'): 669.422, ('merge', 'scan'): 669.461, ('merge', 'expand'): 669.495, ('merge', 'merge'): 669.588, ('merge', 'final'): 669.64, ('merge', 'compact'): 669.664, ('merge', 'pack'): 669.684, ('merge', 'd2h'): 669.696, ('mrg2', 'start'): 669.806, ('mrg2', 'h2d'): 669.886, ('mrg2', 'count'): 669.91, ('mrg2', 'scan'): 669.947, ('mrg2', 'merge'): 669.996, ('mrg2', 'final'): 670.032, ('mrg2', 'compact'): 670.055, ('mrg2', 'pack'): 670.074, ('mrg2', 'd2h'): 670.087}",0.0515250721946358,0.33077439928893
Mildly sparse,bcsstk03,112,640,5.1020408163265305,1072,1072,1072,1072,0.0,,0.06600000000003092,0.17099999999993543,0.06100000000003547,0.028999999999996362,0.2980000000000018,0.535,,,,,0.551,0.417,0.401,,0.32200000000000273,0.3409999999998945,0.21400000000005548,0.18900000000007822,"{('cu', 'start'): 677.92, ('cu', 'h2dmalloc'): 677.986, ('cu', 'h2d'): 678.004, ('cu', 'workest'): 678.07, ('cu', 'compute'): 678.241, ('cu', 'copy'): 678.302, ('cu', 'pack'): 678.326, ('cu', 'd2h'): 678.355, ('gust', 'start'): 678.473, ('gust', 'h2d'): 678.565, ('gust', 'count'): 678.591, ('gust', 'scan'): 678.632, ('gust', 'expand'): 678.663, ('gust', 'sort'): 678.778, ('gust', 'reduce'): 678.825, ('gust', 'final'): 678.882, ('gust', 'pack'): 678.906, ('gust', 'd2h'): 678.917, ('merge', 'start'): 679.041, ('merge', 'h2d'): 679.125, ('merge', 'count'): 679.147, ('merge', 'scan'): 679.188, ('merge', 'expand'): 679.217, ('merge', 'merge'): 679.25, ('merge', 'final'): 679.291, ('merge', 'compact'): 679.32, ('merge', 'pack'): 679.339, ('merge', 'd2h'): 679.351, ('mrg2', 'start'): 679.468, ('mrg2', 'h2d'): 679.56, ('mrg2', 'count'): 679.583, ('mrg2', 'scan'): 679.622, ('mrg2', 'merge'): 679.657, ('mrg2', 'final'): 679.702, ('mrg2', 'compact'): 679.728, ('mrg2', 'pack'): 679.749, ('mrg2', 'd2h'): 679.761}",0.0513109844177961,0.1772640013135969
Mildly sparse,bcsstk06,420,7860,4.45578231292517,23660,23660,23660,23660,0.0,,0.059000000000082764,0.25499999999999545,0.05999999999994543,0.1129999999999427,0.37400000000002365,0.666,,,,,0.801,0.816,0.423,,0.3950000000000955,0.5489999999999782,0.57000000000005,0.2279999999999518,"{('cu', 'start'): 683.642, ('cu', 'h2dmalloc'): 683.705, ('cu', 'h2d'): 683.728, ('cu', 'workest'): 683.787, ('cu', 'compute'): 684.042, ('cu', 'copy'): 684.102, ('cu', 'pack'): 684.123, ('cu', 'd2h'): 684.236, ('gust', 'start'): 684.323, ('gust', 'h2d'): 684.404, ('gust', 'count'): 684.429, ('gust', 'scan'): 684.468, ('gust', 'expand'): 684.5, ('gust', 'sort'): 684.761, ('gust', 'reduce'): 684.87, ('gust', 'final'): 684.931, ('gust', 'pack'): 684.953, ('gust', 'd2h'): 684.978, ('merge', 'start'): 685.139, ('merge', 'h2d'): 685.217, ('merge', 'count'): 685.24, ('merge', 'scan'): 685.278, ('merge', 'expand'): 685.365, ('merge', 'merge'): 685.7, ('merge', 'final'): 685.743, ('merge', 'compact'): 685.769, ('merge', 'pack'): 685.787, ('merge', 'd2h'): 685.812, ('mrg2', 'start'): 685.976, ('mrg2', 'h2d'): 686.056, ('mrg2', 'count'): 686.08, ('mrg2', 'scan'): 686.118, ('mrg2', 'merge'): 686.204, ('mrg2', 'final'): 686.241, ('mrg2', 'compact'): 686.265, ('mrg2', 'pack'): 686.284, ('mrg2', 'd2h'): 686.309}",0.0382009893655777,0.3525184012716636
Mildly sparse,bcsstk07,420,7860,4.45578231292517,23660,23660,23660,23660,0.0,,0.06299999999998818,0.25900000000001455,0.06599999999991724,0.1310000000000855,0.38799999999991996,0.72,,,,,0.882,0.861,0.457,,0.4079999999999018,0.6019999999999754,0.5860000000000127,0.24699999999995725,"{('cu', 'start'): 680.41, ('cu', 'h2dmalloc'): 680.484, ('cu', 'h2d'): 680.503, ('cu', 'workest'): 680.566, ('cu', 'compute'): 680.825, ('cu', 'copy'): 680.891, ('cu', 'pack'): 680.911, ('cu', 'd2h'): 681.042, ('gust', 'start'): 681.15, ('gust', 'h2d'): 681.23, ('gust', 'count'): 681.257, ('gust', 'scan'): 681.3, ('gust', 'expand'): 681.337, ('gust', 'sort'): 681.632, ('gust', 'reduce'): 681.744, ('gust', 'final'): 681.808, ('gust', 'pack'): 681.832, ('gust', 'd2h'): 681.859, ('merge', 'start'): 682.045, ('merge', 'h2d'): 682.122, ('merge', 'count'): 682.15, ('merge', 'scan'): 682.189, ('merge', 'expand'): 682.277, ('merge', 'merge'): 682.617, ('merge', 'final'): 682.664, ('merge', 'compact'): 682.688, ('merge', 'pack'): 682.708, ('merge', 'd2h'): 682.733, ('mrg2', 'start'): 682.918, ('mrg2', 'h2d'): 682.995, ('mrg2', 'count'): 683.022, ('mrg2', 'scan'): 683.062, ('mrg2', 'merge'): 683.151, ('mrg2', 'final'): 683.191, ('mrg2', 'compact'): 683.218, ('mrg2', 'pack'): 683.242, ('mrg2', 'd2h'): 683.268}",0.0349680194631218,0.347462399653159
Mildly sparse,can_256,256,2916,4.449462890625,18568,18568,18568,18568,0.0,,0.06100000000003547,0.18599999999992178,0.057999999999992724,0.03700000000003456,0.30499999999995,0.551,,,,,0.585,2.084,0.592,,0.32399999999995543,0.3630000000000564,1.8619999999999663,0.38800000000003365,"{('cu', 'start'): 672.265, ('cu', 'h2dmalloc'): 672.331, ('cu', 'h2d'): 672.36, ('cu', 'workest'): 672.421, ('cu', 'compute'): 672.607, ('cu', 'copy'): 672.665, ('cu', 'pack'): 672.684, ('cu', 'd2h'): 672.721, ('gust', 'start'): 672.83, ('gust', 'h2d'): 672.925, ('gust', 'count'): 672.951, ('gust', 'scan'): 672.993, ('gust', 'expand'): 673.03, ('gust', 'sort'): 673.158, ('gust', 'reduce'): 673.2, ('gust', 'final'): 673.269, ('gust', 'pack'): 673.288, ('gust', 'd2h'): 673.309, ('merge', 'start'): 673.424, ('merge', 'h2d'): 673.515, ('merge', 'count'): 673.539, ('merge', 'scan'): 673.576, ('merge', 'expand'): 673.702, ('merge', 'merge'): 675.292, ('merge', 'final'): 675.335, ('merge', 'compact'): 675.359, ('merge', 'pack'): 675.377, ('merge', 'd2h'): 675.398, ('mrg2', 'start'): 675.518, ('mrg2', 'h2d'): 675.601, ('mrg2', 'count'): 675.626, ('mrg2', 'scan'): 675.663, ('mrg2', 'merge'): 675.906, ('mrg2', 'final'): 675.944, ('mrg2', 'compact'): 675.971, ('mrg2', 'pack'): 675.989, ('mrg2', 'd2h'): 676.011}",0.0495209824293851,0.3564959998941049
Mildly sparse,can_268,268,3082,4.291044776119403,15590,15590,15590,15590,0.0,,0.057999999999992724,0.18600000000003547,0.057999999999992724,0.035000000000081855,0.3020000000000209,0.535,,,,,0.551,0.903,0.473,,0.32399999999995543,0.34800000000007003,0.6920000000000073,0.2740000000000009,"{('cu', 'start'): 686.692, ('cu', 'h2dmalloc'): 686.758, ('cu', 'h2d'): 686.774, ('cu', 'workest'): 686.832, ('cu', 'compute'): 687.018, ('cu', 'copy'): 687.076, ('cu', 'pack'): 687.098, ('cu', 'd2h'): 687.133, ('gust', 'start'): 687.24, ('gust', 'h2d'): 687.319, ('gust', 'count'): 687.343, ('gust', 'scan'): 687.382, ('gust', 'expand'): 687.415, ('gust', 'sort'): 687.546, ('gust', 'reduce'): 687.591, ('gust', 'final'): 687.647, ('gust', 'pack'): 687.667, ('gust', 'd2h'): 687.687, ('merge', 'start'): 687.802, ('merge', 'h2d'): 687.881, ('merge', 'count'): 687.905, ('merge', 'scan'): 687.946, ('merge', 'expand'): 688.02, ('merge', 'merge'): 688.49, ('merge', 'final'): 688.531, ('merge', 'compact'): 688.555, ('merge', 'pack'): 688.573, ('merge', 'd2h'): 688.593, ('mrg2', 'start'): 688.715, ('mrg2', 'h2d'): 688.793, ('mrg2', 'count'): 688.816, ('mrg2', 'scan'): 688.853, ('mrg2', 'merge'): 688.987, ('mrg2', 'final'): 689.025, ('mrg2', 'compact'): 689.048, ('mrg2', 'pack'): 689.067, ('mrg2', 'd2h'): 689.086}",0.041591003537178,0.3470080013852566
Mildly sparse,can_187,187,1491,4.26377648774629,3719,3719,3719,3719,0.0,,0.05899999999996908,0.17000000000007276,0.056999999999902684,0.027000000000043656,0.2859999999999445,0.529,,,,,0.544,0.428,0.394,,0.3079999999999927,0.3300000000000409,0.2319999999999709,0.19399999999995998,"{('cu', 'start'): 683.92, ('cu', 'h2dmalloc'): 683.992, ('cu', 'h2d'): 684.014, ('cu', 'workest'): 684.073, ('cu', 'compute'): 684.243, ('cu', 'copy'): 684.3, ('cu', 'pack'): 684.322, ('cu', 'd2h'): 684.349, ('gust', 'start'): 684.462, ('gust', 'h2d'): 684.549, ('gust', 'count'): 684.573, ('gust', 'scan'): 684.615, ('gust', 'expand'): 684.638, ('gust', 'sort'): 684.755, ('gust', 'reduce'): 684.8, ('gust', 'final'): 684.858, ('gust', 'pack'): 684.879, ('gust', 'd2h'): 684.893, ('merge', 'start'): 685.018, ('merge', 'h2d'): 685.101, ('merge', 'count'): 685.124, ('merge', 'scan'): 685.162, ('merge', 'expand'): 685.195, ('merge', 'merge'): 685.247, ('merge', 'final'): 685.288, ('merge', 'compact'): 685.314, ('merge', 'pack'): 685.333, ('merge', 'd2h'): 685.346, ('mrg2', 'start'): 685.457, ('mrg2', 'h2d'): 685.542, ('mrg2', 'count'): 685.565, ('mrg2', 'scan'): 685.602, ('mrg2', 'merge'): 685.653, ('mrg2', 'final'): 685.692, ('mrg2', 'compact'): 685.716, ('mrg2', 'pack'): 685.736, ('mrg2', 'd2h'): 685.749}",0.04771095700562,0.3296095987781882
Mildly sparse,bcsstm07,420,7252,4.111111111111112,22972,22972,22972,22972,0.0,,0.07099999999991269,0.25700000000006185,0.06100000000003547,0.12400000000002365,0.38900000000001,0.704,,,,,0.851,0.825,0.436,,0.40999999999996817,0.5779999999999745,0.6219999999999573,0.23099999999999454,"{('cu', 'start'): 680.38, ('cu', 'h2dmalloc'): 680.447, ('cu', 'h2d'): 680.465, ('cu', 'workest'): 680.536, ('cu', 'compute'): 680.793, ('cu', 'copy'): 680.854, ('cu', 'pack'): 680.875, ('cu', 'd2h'): 680.999, ('gust', 'start'): 681.096, ('gust', 'h2d'): 681.176, ('gust', 'count'): 681.199, ('gust', 'scan'): 681.24, ('gust', 'expand'): 681.272, ('gust', 'sort'): 681.557, ('gust', 'reduce'): 681.668, ('gust', 'final'): 681.73, ('gust', 'pack'): 681.754, ('gust', 'd2h'): 681.779, ('merge', 'start'): 681.958, ('merge', 'h2d'): 682.037, ('merge', 'count'): 682.06, ('merge', 'scan'): 682.098, ('merge', 'expand'): 682.177, ('merge', 'merge'): 682.491, ('merge', 'final'): 682.536, ('merge', 'compact'): 682.637, ('merge', 'pack'): 682.659, ('merge', 'd2h'): 682.684, ('mrg2', 'start'): 682.794, ('mrg2', 'h2d'): 682.872, ('mrg2', 'count'): 682.894, ('mrg2', 'scan'): 682.934, ('mrg2', 'merge'): 683.02, ('mrg2', 'final'): 683.058, ('mrg2', 'compact'): 683.084, ('mrg2', 'pack'): 683.103, ('mrg2', 'd2h'): 683.129}",0.0509460223838686,0.338912000413984
Mildly sparse,bcsstk27,1224,56126,3.7462888205391085,138106,138106,138106,138106,0.0,,0.07399999999995543,0.5030000000000427,0.13599999999996726,0.2239999999999327,0.7129999999999654,1.258,,,,,1.939,2.514,1.066,,0.7400000000000091,1.530999999999949,2.1299999999999955,0.6899999999999409,"{('cu', 'start'): 694.797, ('cu', 'h2dmalloc'): 694.858, ('cu', 'h2d'): 694.903, ('cu', 'workest'): 694.977, ('cu', 'compute'): 695.48, ('cu', 'copy'): 695.616, ('cu', 'pack'): 695.643, ('cu', 'd2h'): 695.867, ('gust', 'start'): 696.07, ('gust', 'h2d'): 696.181, ('gust', 'count'): 696.213, ('gust', 'scan'): 696.257, ('gust', 'expand'): 696.431, ('gust', 'sort'): 697.027, ('gust', 'reduce'): 697.232, ('gust', 'final'): 697.619, ('gust', 'pack'): 697.712, ('gust', 'd2h'): 697.815, ('merge', 'start'): 698.023, ('merge', 'h2d'): 698.129, ('merge', 'count'): 698.155, ('merge', 'scan'): 698.199, ('merge', 'expand'): 698.602, ('merge', 'merge'): 699.778, ('merge', 'final'): 699.987, ('merge', 'compact'): 700.172, ('merge', 'pack'): 700.259, ('merge', 'd2h'): 700.361, ('mrg2', 'start'): 700.549, ('mrg2', 'h2d'): 700.653, ('mrg2', 'count'): 700.68, ('mrg2', 'scan'): 700.72, ('mrg2', 'merge'): 701.031, ('mrg2', 'final'): 701.077, ('mrg2', 'compact'): 701.261, ('mrg2', 'pack'): 701.343, ('mrg2', 'd2h'): 701.444}",0.1388320233672857,0.555171197699383
Mildly sparse,bcsstm27,1224,56126,3.7462888205391085,138106,138106,138106,138106,0.0,,0.06000000000005912,0.5399999999999636,0.1349999999999909,0.2440000000000282,0.7350000000000136,1.287,,,,,1.909,2.549,1.102,,0.7580000000000382,1.5230000000000246,2.16599999999994,0.7239999999999327,"{('cu', 'start'): 698.482, ('cu', 'h2dmalloc'): 698.546, ('cu', 'h2d'): 698.593, ('cu', 'workest'): 698.653, ('cu', 'compute'): 699.193, ('cu', 'copy'): 699.328, ('cu', 'pack'): 699.351, ('cu', 'd2h'): 699.595, ('gust', 'start'): 699.781, ('gust', 'h2d'): 699.893, ('gust', 'count'): 699.924, ('gust', 'scan'): 699.971, ('gust', 'expand'): 700.148, ('gust', 'sort'): 700.732, ('gust', 'reduce'): 700.925, ('gust', 'final'): 701.316, ('gust', 'pack'): 701.416, ('gust', 'd2h'): 701.516, ('merge', 'start'): 701.703, ('merge', 'h2d'): 701.811, ('merge', 'count'): 701.838, ('merge', 'scan'): 701.884, ('merge', 'expand'): 702.3, ('merge', 'merge'): 703.491, ('merge', 'final'): 703.704, ('merge', 'compact'): 703.89, ('merge', 'pack'): 703.977, ('merge', 'd2h'): 704.078, ('mrg2', 'start'): 704.262, ('mrg2', 'h2d'): 704.369, ('mrg2', 'count'): 704.395, ('mrg2', 'scan'): 704.45, ('mrg2', 'merge'): 704.776, ('mrg2', 'final'): 704.821, ('mrg2', 'compact'): 705.01, ('mrg2', 'pack'): 705.093, ('mrg2', 'd2h'): 705.193}",0.1414840808138251,0.551587199862115
Mildly sparse,bcsstk22,138,696,3.6546943919344677,1552,1552,1552,1552,0.0,,0.07299999999997908,0.17200000000002547,0.07200000000000273,0.02800000000002001,0.3170000000000073,0.558,,,,,0.562,0.439,0.404,,0.3429999999999609,0.35399999999992815,0.2339999999999236,0.19799999999997908,"{('cu', 'start'): 681.79, ('cu', 'h2dmalloc'): 681.856, ('cu', 'h2d'): 681.875, ('cu', 'workest'): 681.948, ('cu', 'compute'): 682.12, ('cu', 'copy'): 682.192, ('cu', 'pack'): 682.218, ('cu', 'd2h'): 682.246, ('gust', 'start'): 682.365, ('gust', 'h2d'): 682.451, ('gust', 'count'): 682.479, ('gust', 'scan'): 682.524, ('gust', 'expand'): 682.557, ('gust', 'sort'): 682.673, ('gust', 'reduce'): 682.719, ('gust', 'final'): 682.781, ('gust', 'pack'): 682.805, ('gust', 'd2h'): 682.822, ('merge', 'start'): 682.944, ('merge', 'h2d'): 683.027, ('merge', 'count'): 683.051, ('merge', 'scan'): 683.091, ('merge', 'expand'): 683.123, ('merge', 'merge'): 683.169, ('merge', 'final'): 683.212, ('merge', 'compact'): 683.24, ('merge', 'pack'): 683.261, ('merge', 'd2h'): 683.273, ('mrg2', 'start'): 683.397, ('mrg2', 'h2d'): 683.48, ('mrg2', 'count'): 683.502, ('mrg2', 'scan'): 683.542, ('mrg2', 'merge'): 683.582, ('mrg2', 'final'): 683.631, ('mrg2', 'compact'): 683.657, ('mrg2', 'pack'): 683.678, ('mrg2', 'd2h'): 683.69}",0.0511100515723228,0.2181375995278358
Mildly sparse,bcspwr03,118,476,3.418557885665039,1270,1270,1270,1270,0.0,,0.06100000000003547,0.16700000000003,0.057999999999992724,0.02699999999992997,0.2860000000000582,0.524,,,,,0.487,0.869,0.449,,0.30900000000008276,0.2899999999999636,0.31399999999996453,0.23299999999994725,"{('cu', 'start'): 683.278, ('cu', 'h2dmalloc'): 683.341, ('cu', 'h2d'): 683.358, ('cu', 'workest'): 683.419, ('cu', 'compute'): 683.586, ('cu', 'copy'): 683.644, ('cu', 'pack'): 683.667, ('cu', 'd2h'): 683.694, ('gust', 'start'): 683.82, ('gust', 'h2d'): 683.902, ('gust', 'count'): 683.94, ('gust', 'scan'): 683.985, ('gust', 'expand'): 684.014, ('gust', 'sort'): 684.064, ('gust', 'reduce'): 684.109, ('gust', 'final'): 684.169, ('gust', 'pack'): 684.192, ('gust', 'd2h'): 684.203, ('merge', 'start'): 684.668, ('merge', 'h2d'): 685.066, ('merge', 'count'): 685.122, ('merge', 'scan'): 685.176, ('merge', 'expand'): 685.21, ('merge', 'merge'): 685.271, ('merge', 'final'): 685.317, ('merge', 'compact'): 685.356, ('merge', 'pack'): 685.38, ('merge', 'd2h'): 685.392, ('mrg2', 'start'): 685.531, ('mrg2', 'h2d'): 685.62, ('mrg2', 'count'): 685.644, ('mrg2', 'scan'): 685.688, ('mrg2', 'merge'): 685.741, ('mrg2', 'final'): 685.803, ('mrg2', 'compact'): 685.831, ('mrg2', 'pack'): 685.853, ('mrg2', 'd2h'): 685.865}",0.051385024562478,0.2132639998337254
Mildly sparse,can_229,229,1777,3.388570012013501,5017,5017,5017,5017,0.0,,0.07699999999999818,0.17199999999991178,0.07300000000009277,0.04100000000005366,0.32200000000000273,0.618,,,,,0.664,0.594,0.496,,0.3529999999999518,0.41200000000003456,0.3429999999999609,0.25299999999992906,"{('cu', 'start'): 671.774, ('cu', 'h2dmalloc'): 671.859, ('cu', 'h2d'): 671.883, ('cu', 'workest'): 671.96, ('cu', 'compute'): 672.132, ('cu', 'copy'): 672.205, ('cu', 'pack'): 672.236, ('cu', 'd2h'): 672.277, ('gust', 'start'): 672.41, ('gust', 'h2d'): 672.516, ('gust', 'count'): 672.547, ('gust', 'scan'): 672.608, ('gust', 'expand'): 672.639, ('gust', 'sort'): 672.771, ('gust', 'reduce'): 672.829, ('gust', 'final'): 672.898, ('gust', 'pack'): 672.928, ('gust', 'd2h'): 672.944, ('merge', 'start'): 673.09, ('merge', 'h2d'): 673.195, ('merge', 'count'): 673.226, ('merge', 'scan'): 673.28, ('merge', 'expand'): 673.32, ('merge', 'merge'): 673.428, ('merge', 'final'): 673.478, ('merge', 'compact'): 673.509, ('merge', 'pack'): 673.538, ('merge', 'd2h'): 673.553, ('mrg2', 'start'): 673.7, ('mrg2', 'h2d'): 673.807, ('mrg2', 'count'): 673.837, ('mrg2', 'scan'): 673.887, ('mrg2', 'merge'): 673.957, ('mrg2', 'final'): 674.003, ('mrg2', 'compact'): 674.032, ('mrg2', 'pack'): 674.06, ('mrg2', 'd2h'): 674.075}",0.0493109691888093,0.3219168002018704
