class,name,n,A_nnz,density_pct,cu_cnnz,man_cnnz,merge_cnnz,merge2_cnnz,cnnz_gap_pct,buf2,cu_we,cu_compute,cu_copy,cu_d2h,cu_kernel,cu_time,cu_write,man_count,man_fill,man_kernel,man_time,merge_time,merge2_time,man_write,cu_compute_t,man_compute_t,merge_compute_t,merge2_compute_t,phases,cublas_ms,ocean_ms
Mildly sparse,can_292,292,2540,2.9789829236254457,11670,11670,11670,11670,0.0,,0.05999999999994543,0.18700000000001182,0.05600000000004002,0.03200000000003911,0.30299999999999727,0.538,,,,,0.564,0.723,0.446,,0.3229999999999791,0.35000000000002274,0.5120000000000573,0.23500000000001364,"{('cu', 'start'): 672.521, ('cu', 'h2dmalloc'): 672.588, ('cu', 'h2d'): 672.61, ('cu', 'workest'): 672.67, ('cu', 'compute'): 672.857, ('cu', 'copy'): 672.913, ('cu', 'pack'): 672.933, ('cu', 'd2h'): 672.965, ('gust', 'start'): 673.072, ('gust', 'h2d'): 673.164, ('gust', 'count'): 673.189, ('gust', 'scan'): 673.23, ('gust', 'expand'): 673.257, ('gust', 'sort'): 673.386, ('gust', 'reduce'): 673.432, ('gust', 'final'): 673.493, ('gust', 'pack'): 673.514, ('gust', 'd2h'): 673.532, ('merge', 'start'): 673.647, ('merge', 'h2d'): 673.737, ('merge', 'count'): 673.763, ('merge', 'scan'): 673.801, ('merge', 'expand'): 673.863, ('merge', 'merge'): 674.168, ('merge', 'final'): 674.208, ('merge', 'compact'): 674.232, ('merge', 'pack'): 674.249, ('merge', 'd2h'): 674.267, ('mrg2', 'start'): 674.38, ('mrg2', 'h2d'): 674.47, ('mrg2', 'count'): 674.493, ('mrg2', 'scan'): 674.531, ('mrg2', 'merge'): 674.624, ('mrg2', 'final'): 674.661, ('mrg2', 'compact'): 674.687, ('mrg2', 'pack'): 674.705, ('mrg2', 'd2h'): 674.722}",0.0612250296398997,0.3464031984331086
Mildly sparse,ash292,292,2208,2.589604053293301,6042,6042,6042,6042,0.0,,0.06200000000001182,0.17499999999995453,0.06100000000003547,0.03099999999994907,0.2980000000000018,0.545,,,,,0.566,0.494,0.407,,0.32200000000000273,0.34199999999998454,0.2839999999999918,0.20299999999997453,"{('cu', 'start'): 670.284, ('cu', 'h2dmalloc'): 670.347, ('cu', 'h2d'): 670.369, ('cu', 'workest'): 670.431, ('cu', 'compute'): 670.606, ('cu', 'copy'): 670.667, ('cu', 'pack'): 670.691, ('cu', 'd2h'): 670.722, ('gust', 'start'): 670.848, ('gust', 'h2d'): 670.943, ('gust', 'count'): 670.969, ('gust', 'scan'): 671.01, ('gust', 'expand'): 671.038, ('gust', 'sort'): 671.154, ('gust', 'reduce'): 671.201, ('gust', 'final'): 671.262, ('gust', 'pack'): 671.285, ('gust', 'd2h'): 671.3, ('merge', 'start'): 671.428, ('merge', 'h2d'): 671.519, ('merge', 'count'): 671.544, ('merge', 'scan'): 671.586, ('merge', 'expand'): 671.622, ('merge', 'merge'): 671.704, ('merge', 'final'): 671.748, ('merge', 'compact'): 671.773, ('merge', 'pack'): 671.803, ('merge', 'd2h'): 671.817, ('mrg2', 'start'): 671.933, ('mrg2', 'h2d'): 672.018, ('mrg2', 'count'): 672.04, ('mrg2', 'scan'): 672.081, ('mrg2', 'merge'): 672.136, ('mrg2', 'final'): 672.175, ('mrg2', 'compact'): 672.202, ('mrg2', 'pack'): 672.221, ('mrg2', 'd2h'): 672.236}",0.0501179601997137,0.2194048000266775
Mildly sparse,bcspwr04,274,1612,2.1471575470190207,4982,4982,4982,4982,0.0,,0.06499999999994088,0.18000000000006366,0.06299999999998818,0.029999999999972715,0.3079999999999927,0.553,,,,,0.565,0.517,0.434,,0.33199999999999363,0.3410000000000082,0.30599999999992633,0.2199999999999136,"{('cu', 'start'): 666.739, ('cu', 'h2dmalloc'): 666.805, ('cu', 'h2d'): 666.831, ('cu', 'workest'): 666.896, ('cu', 'compute'): 667.076, ('cu', 'copy'): 667.139, ('cu', 'pack'): 667.163, ('cu', 'd2h'): 667.193, ('gust', 'start'): 667.31, ('gust', 'h2d'): 667.396, ('gust', 'count'): 667.419, ('gust', 'scan'): 667.462, ('gust', 'expand'): 667.492, ('gust', 'sort'): 667.607, ('gust', 'reduce'): 667.654, ('gust', 'final'): 667.714, ('gust', 'pack'): 667.737, ('gust', 'd2h'): 667.751, ('merge', 'start'): 667.888, ('merge', 'h2d'): 667.979, ('merge', 'count'): 668.002, ('merge', 'scan'): 668.044, ('merge', 'expand'): 668.089, ('merge', 'merge'): 668.193, ('merge', 'final'): 668.238, ('merge', 'compact'): 668.266, ('merge', 'pack'): 668.285, ('merge', 'd2h'): 668.299, ('mrg2', 'start'): 668.416, ('mrg2', 'h2d'): 668.498, ('mrg2', 'count'): 668.521, ('mrg2', 'scan'): 668.563, ('mrg2', 'merge'): 668.629, ('mrg2', 'final'): 668.671, ('mrg2', 'compact'): 668.697, ('mrg2', 'pack'): 668.718, ('mrg2', 'd2h'): 668.732}",0.0511349644511938,0.2242495993617921
Mildly sparse,bcsstk13,2003,83883,2.0907979019987244,396773,396773,396773,396773,0.0,,0.06700000000000728,0.5810000000000173,0.19299999999998363,0.5350000000000819,0.8410000000000082,1.768,,,,,2.686,6.705,1.895,,0.92999999999995,1.975999999999999,6.0,1.1870000000000118,"{('cu', 'start'): 716.975, ('cu', 'h2dmalloc'): 717.038, ('cu', 'h2d'): 717.1, ('cu', 'workest'): 717.167, ('cu', 'compute'): 717.748, ('cu', 'copy'): 717.941, ('cu', 'pack'): 718.03, ('cu', 'd2h'): 718.565, ('gust', 'start'): 718.764, ('gust', 'h2d'): 718.893, ('gust', 'count'): 718.925, ('gust', 'scan'): 718.971, ('gust', 'expand'): 719.169, ('gust', 'sort'): 719.976, ('gust', 'reduce'): 720.188, ('gust', 'final'): 720.758, ('gust', 'pack'): 720.869, ('gust', 'd2h'): 721.132, ('merge', 'start'): 721.462, ('merge', 'h2d'): 721.586, ('merge', 'count'): 721.614, ('merge', 'scan'): 721.658, ('merge', 'expand'): 722.453, ('merge', 'merge'): 726.969, ('merge', 'final'): 727.187, ('merge', 'compact'): 727.494, ('merge', 'pack'): 727.586, ('merge', 'd2h'): 727.848, ('mrg2', 'start'): 728.179, ('mrg2', 'h2d'): 728.302, ('mrg2', 'count'): 728.331, ('mrg2', 'scan'): 728.375, ('mrg2', 'merge'): 729.055, ('mrg2', 'final'): 729.101, ('mrg2', 'compact'): 729.395, ('mrg2', 'pack'): 729.489, ('mrg2', 'd2h'): 729.749}",0.5327239632606506,0.7206528021954
Mildly sparse,bcsstm01,48,48,2.083333333333333,48,48,48,48,0.0,,0.07000000000005002,0.15499999999997272,0.053999999999973625,0.02500000000009095,0.27899999999999636,0.535,,,,,0.474,0.394,0.37,,0.29899999999997817,0.2460000000000946,0.18499999999994543,0.16600000000005366,"{('cu', 'start'): 696.824, ('cu', 'h2dmalloc'): 696.914, ('cu', 'h2d'): 696.934, ('cu', 'workest'): 697.004, ('cu', 'compute'): 697.159, ('cu', 'copy'): 697.213, ('cu', 'pack'): 697.233, ('cu', 'd2h'): 697.258, ('gust', 'start'): 697.379, ('gust', 'h2d'): 697.478, ('gust', 'count'): 697.5, ('gust', 'scan'): 697.543, ('gust', 'expand'): 697.562, ('gust', 'sort'): 697.61, ('gust', 'reduce'): 697.649, ('gust', 'final'): 697.705, ('gust', 'pack'): 697.724, ('gust', 'd2h'): 697.742, ('merge', 'start'): 697.868, ('merge', 'h2d'): 697.965, ('merge', 'count'): 697.986, ('merge', 'scan'): 698.028, ('merge', 'expand'): 698.047, ('merge', 'merge'): 698.069, ('merge', 'final'): 698.108, ('merge', 'compact'): 698.131, ('merge', 'pack'): 698.15, ('merge', 'd2h'): 698.16, ('mrg2', 'start'): 698.276, ('mrg2', 'h2d'): 698.366, ('mrg2', 'count'): 698.387, ('mrg2', 'scan'): 698.426, ('mrg2', 'merge'): 698.45, ('mrg2', 'final'): 698.485, ('mrg2', 'compact'): 698.506, ('mrg2', 'pack'): 698.532, ('mrg2', 'd2h'): 698.543}",0.0491150422021746,0.170505599072203
Mildly sparse,bcsstk14,1806,63454,1.945465404477998,195654,195654,195654,195654,0.0,,0.06199999999989814,0.5769999999999982,0.13800000000003365,0.34399999999993724,0.77699999999993,1.481,,,,,1.982,2.543,1.314,,0.8569999999999709,1.5400000000000773,2.0439999999999827,0.8120000000000118,"{('cu', 'start'): 707.258, ('cu', 'h2dmalloc'): 707.32, ('cu', 'h2d'): 707.373, ('cu', 'workest'): 707.435, ('cu', 'compute'): 708.012, ('cu', 'copy'): 708.15, ('cu', 'pack'): 708.23, ('cu', 'd2h'): 708.574, ('gust', 'start'): 708.756, ('gust', 'h2d'): 708.872, ('gust', 'count'): 708.9, ('gust', 'scan'): 708.954, ('gust', 'expand'): 709.161, ('gust', 'sort'): 709.716, ('gust', 'reduce'): 709.914, ('gust', 'final'): 710.383, ('gust', 'pack'): 710.412, ('gust', 'd2h'): 710.547, ('merge', 'start'): 710.751, ('merge', 'h2d'): 710.87, ('merge', 'count'): 710.899, ('merge', 'scan'): 710.95, ('merge', 'expand'): 711.316, ('merge', 'merge'): 712.35, ('merge', 'final'): 712.569, ('merge', 'compact'): 712.829, ('merge', 'pack'): 712.914, ('merge', 'd2h'): 713.051, ('mrg2', 'start'): 713.307, ('mrg2', 'h2d'): 713.422, ('mrg2', 'count'): 713.454, ('mrg2', 'scan'): 713.503, ('mrg2', 'merge'): 713.852, ('mrg2', 'final'): 713.899, ('mrg2', 'compact'): 714.151, ('mrg2', 'pack'): 714.234, ('mrg2', 'd2h'): 714.371}",0.3835249226540327,0.6061696003424003
Mildly sparse,can_445,445,3809,1.923494508269158,11193,11193,11193,11193,0.0,,0.05700000000001637,0.18799999999998818,0.06399999999996453,0.03199999999992542,0.3089999999999691,0.556,,,,,0.572,0.509,0.425,,0.3310000000000173,0.3569999999999709,0.29700000000002547,0.21900000000005093,"{('cu', 'start'): 670.935, ('cu', 'h2dmalloc'): 670.998, ('cu', 'h2d'): 671.014, ('cu', 'workest'): 671.071, ('cu', 'compute'): 671.259, ('cu', 'copy'): 671.323, ('cu', 'pack'): 671.345, ('cu', 'd2h'): 671.377, ('gust', 'start'): 671.505, ('gust', 'h2d'): 671.594, ('gust', 'count'): 671.624, ('gust', 'scan'): 671.666, ('gust', 'expand'): 671.691, ('gust', 'sort'): 671.826, ('gust', 'reduce'): 671.871, ('gust', 'final'): 671.93, ('gust', 'pack'): 671.951, ('gust', 'd2h'): 671.969, ('merge', 'start'): 672.09, ('merge', 'h2d'): 672.177, ('merge', 'count'): 672.201, ('merge', 'scan'): 672.242, ('merge', 'expand'): 672.278, ('merge', 'merge'): 672.379, ('merge', 'final'): 672.429, ('merge', 'compact'): 672.456, ('merge', 'pack'): 672.474, ('merge', 'd2h'): 672.492, ('mrg2', 'start'): 672.611, ('mrg2', 'h2d'): 672.694, ('mrg2', 'count'): 672.721, ('mrg2', 'scan'): 672.761, ('mrg2', 'merge'): 672.83, ('mrg2', 'final'): 672.869, ('mrg2', 'compact'): 672.894, ('mrg2', 'pack'): 672.913, ('mrg2', 'd2h'): 672.931}",0.0575419981032609,0.3343455995665862
Mildly sparse,bcsstm10,1086,22092,1.8731621948861958,54504,54504,54504,54504,0.0,,0.06100000000003547,0.29099999999994,0.06700000000000728,0.16099999999994452,0.4189999999999827,0.782,,,,,1.332,1.312,0.784,,0.44000000000005457,1.0209999999999582,1.009999999999991,0.4840000000000373,"{('cu', 'start'): 686.741, ('cu', 'h2dmalloc'): 686.806, ('cu', 'h2d'): 686.832, ('cu', 'workest'): 686.893, ('cu', 'compute'): 687.184, ('cu', 'copy'): 687.251, ('cu', 'pack'): 687.272, ('cu', 'd2h'): 687.433, ('gust', 'start'): 687.539, ('gust', 'h2d'): 687.633, ('gust', 'count'): 687.661, ('gust', 'scan'): 687.709, ('gust', 'expand'): 687.869, ('gust', 'sort'): 688.163, ('gust', 'reduce'): 688.33, ('gust', 'final'): 688.628, ('gust', 'pack'): 688.654, ('gust', 'd2h'): 688.7, ('merge', 'start'): 688.881, ('merge', 'h2d'): 688.971, ('merge', 'count'): 688.995, ('merge', 'scan'): 689.034, ('merge', 'expand'): 689.259, ('merge', 'merge'): 689.659, ('merge', 'final'): 689.79, ('merge', 'compact'): 689.956, ('merge', 'pack'): 689.981, ('merge', 'd2h'): 690.026, ('mrg2', 'start'): 690.206, ('mrg2', 'h2d'): 690.295, ('mrg2', 'count'): 690.322, ('mrg2', 'scan'): 690.376, ('mrg2', 'merge'): 690.604, ('mrg2', 'final'): 690.647, ('mrg2', 'compact'): 690.754, ('mrg2', 'pack'): 690.779, ('mrg2', 'd2h'): 690.824}",0.1349939266219735,0.5087968003470451
Mildly sparse,bcsstk10,1086,22070,1.8712968332943305,54504,54504,54504,54504,0.0,,0.06000000000005912,0.28300000000001546,0.06499999999994088,0.1570000000000391,0.40800000000001546,0.776,,,,,1.3,1.312,0.758,,0.43200000000001637,0.9980000000000473,1.004000000000019,0.45899999999994634,"{('cu', 'start'): 687.752, ('cu', 'h2dmalloc'): 687.816, ('cu', 'h2d'): 687.848, ('cu', 'workest'): 687.908, ('cu', 'compute'): 688.191, ('cu', 'copy'): 688.256, ('cu', 'pack'): 688.28, ('cu', 'd2h'): 688.437, ('gust', 'start'): 688.547, ('gust', 'h2d'): 688.636, ('gust', 'count'): 688.663, ('gust', 'scan'): 688.704, ('gust', 'expand'): 688.859, ('gust', 'sort'): 689.148, ('gust', 'reduce'): 689.318, ('gust', 'final'): 689.608, ('gust', 'pack'): 689.634, ('gust', 'd2h'): 689.679, ('merge', 'start'): 689.866, ('merge', 'h2d'): 689.96, ('merge', 'count'): 689.985, ('merge', 'scan'): 690.024, ('merge', 'expand'): 690.237, ('merge', 'merge'): 690.639, ('merge', 'final'): 690.769, ('merge', 'compact'): 690.937, ('merge', 'pack'): 690.964, ('merge', 'd2h'): 691.009, ('mrg2', 'start'): 691.185, ('mrg2', 'h2d'): 691.272, ('mrg2', 'count'): 691.295, ('mrg2', 'scan'): 691.345, ('mrg2', 'merge'): 691.555, ('mrg2', 'final'): 691.6, ('mrg2', 'compact'): 691.706, ('mrg2', 'pack'): 691.731, ('mrg2', 'd2h'): 691.776}",0.1378440065309405,0.5047264000866563
Mildly sparse,can_634,634,7228,1.7982067689000787,25446,25446,25446,25446,0.0,,0.06099999999992178,0.2680000000000291,0.06299999999998818,0.12799999999992906,0.39199999999993906,0.706,,,,,0.859,0.667,0.454,,0.41399999999998727,0.6539999999999964,0.46299999999996544,0.2459999999999809,"{('cu', 'start'): 680.164, ('cu', 'h2dmalloc'): 680.226, ('cu', 'h2d'): 680.244, ('cu', 'workest'): 680.305, ('cu', 'compute'): 680.573, ('cu', 'copy'): 680.636, ('cu', 'pack'): 680.658, ('cu', 'd2h'): 680.786, ('gust', 'start'): 680.885, ('gust', 'h2d'): 680.966, ('gust', 'count'): 680.991, ('gust', 'scan'): 681.033, ('gust', 'expand'): 681.064, ('gust', 'sort'): 681.337, ('gust', 'reduce'): 681.449, ('gust', 'final'): 681.595, ('gust', 'pack'): 681.62, ('gust', 'd2h'): 681.647, ('merge', 'start'): 681.759, ('merge', 'h2d'): 681.839, ('merge', 'count'): 681.863, ('merge', 'scan'): 681.902, ('merge', 'expand'): 681.966, ('merge', 'merge'): 682.218, ('merge', 'final'): 682.259, ('merge', 'compact'): 682.283, ('merge', 'pack'): 682.302, ('merge', 'd2h'): 682.328, ('mrg2', 'start'): 682.435, ('mrg2', 'h2d'): 682.513, ('mrg2', 'count'): 682.547, ('mrg2', 'scan'): 682.585, ('mrg2', 'merge'): 682.674, ('mrg2', 'final'): 682.714, ('mrg2', 'compact'): 682.74, ('mrg2', 'pack'): 682.759, ('mrg2', 'd2h'): 682.787}",0.0735999783501029,0.3603232007706537
Mildly sparse,bcsstk11,1473,34241,1.578123350888521,94187,94187,94187,94187,0.0,,0.06300000000010186,0.3149999999999409,0.06299999999998818,0.16800000000000637,0.4410000000000309,0.949,,,,,1.332,1.294,0.748,,0.54200000000003,1.0809999999999036,1.0419999999999163,0.5020000000000664,"{('cu', 'start'): 678.553, ('cu', 'h2dmalloc'): 678.624, ('cu', 'h2d'): 678.656, ('cu', 'workest'): 678.719, ('cu', 'compute'): 679.034, ('cu', 'copy'): 679.097, ('cu', 'pack'): 679.198, ('cu', 'd2h'): 679.366, ('gust', 'start'): 679.52, ('gust', 'h2d'): 679.613, ('gust', 'count'): 679.64, ('gust', 'scan'): 679.682, ('gust', 'expand'): 679.835, ('gust', 'sort'): 680.163, ('gust', 'reduce'): 680.344, ('gust', 'final'): 680.669, ('gust', 'pack'): 680.694, ('gust', 'd2h'): 680.764, ('merge', 'start'): 680.866, ('merge', 'h2d'): 680.965, ('merge', 'count'): 680.993, ('merge', 'scan'): 681.033, ('merge', 'expand'): 681.243, ('merge', 'merge'): 681.675, ('merge', 'final'): 681.844, ('merge', 'compact'): 681.984, ('merge', 'pack'): 682.007, ('merge', 'd2h'): 682.077, ('mrg2', 'start'): 682.172, ('mrg2', 'h2d'): 682.266, ('mrg2', 'count'): 682.291, ('mrg2', 'scan'): 682.331, ('mrg2', 'merge'): 682.546, ('mrg2', 'final'): 682.587, ('mrg2', 'compact'): 682.745, ('mrg2', 'pack'): 682.768, ('mrg2', 'd2h'): 682.838}",0.2219119342043995,0.5586623989976943
Mildly sparse,bcsstk12,1473,34241,1.578123350888521,94187,94187,94187,94187,0.0,,0.06700000000000728,0.3330000000000837,0.06899999999995998,0.18700000000001182,0.46900000000005093,1.035,,,,,1.431,1.413,0.802,,0.5800000000000409,1.1580000000000155,1.1330000000000382,0.5380000000000109,"{('cu', 'start'): 709.669, ('cu', 'h2dmalloc'): 709.732, ('cu', 'h2d'): 709.776, ('cu', 'workest'): 709.843, ('cu', 'compute'): 710.176, ('cu', 'copy'): 710.245, ('cu', 'pack'): 710.356, ('cu', 'd2h'): 710.543, ('gust', 'start'): 710.717, ('gust', 'h2d'): 710.813, ('gust', 'count'): 710.838, ('gust', 'scan'): 710.881, ('gust', 'expand'): 711.048, ('gust', 'sort'): 711.392, ('gust', 'reduce'): 711.574, ('gust', 'final'): 711.935, ('gust', 'pack'): 711.971, ('gust', 'd2h'): 712.042, ('merge', 'start'): 712.167, ('merge', 'h2d'): 712.27, ('merge', 'count'): 712.303, ('merge', 'scan'): 712.347, ('merge', 'expand'): 712.564, ('merge', 'merge'): 713.005, ('merge', 'final'): 713.206, ('merge', 'compact'): 713.377, ('merge', 'pack'): 713.403, ('merge', 'd2h'): 713.476, ('mrg2', 'start'): 713.589, ('mrg2', 'h2d'): 713.686, ('mrg2', 'count'): 713.713, ('mrg2', 'scan'): 713.754, ('mrg2', 'merge'): 713.972, ('mrg2', 'final'): 714.018, ('mrg2', 'compact'): 714.198, ('mrg2', 'pack'): 714.224, ('mrg2', 'd2h'): 714.295}",0.250909011811018,0.5497823998099194
Mildly sparse,bcsstk09,1083,18437,1.5719305066378828,71289,71289,71289,71289,0.0,,0.06299999999998818,0.2839999999999918,0.07200000000000273,0.17700000000002092,0.4189999999999827,0.802,,,,,1.228,1.166,0.68,,0.4420000000000073,0.9059999999999491,0.9070000000000391,0.42799999999999727,"{('cu', 'start'): 683.065, ('cu', 'h2dmalloc'): 683.129, ('cu', 'h2d'): 683.155, ('cu', 'workest'): 683.218, ('cu', 'compute'): 683.502, ('cu', 'copy'): 683.574, ('cu', 'pack'): 683.597, ('cu', 'd2h'): 683.774, ('gust', 'start'): 683.885, ('gust', 'h2d'): 683.975, ('gust', 'count'): 684.009, ('gust', 'scan'): 684.053, ('gust', 'expand'): 684.164, ('gust', 'sort'): 684.461, ('gust', 'reduce'): 684.632, ('gust', 'final'): 684.853, ('gust', 'pack'): 684.881, ('gust', 'd2h'): 684.937, ('merge', 'start'): 685.131, ('merge', 'h2d'): 685.228, ('merge', 'count'): 685.257, ('merge', 'scan'): 685.302, ('merge', 'expand'): 685.45, ('merge', 'merge'): 685.8, ('merge', 'final'): 685.934, ('merge', 'compact'): 686.108, ('merge', 'pack'): 686.135, ('merge', 'd2h'): 686.192, ('mrg2', 'start'): 686.316, ('mrg2', 'h2d'): 686.406, ('mrg2', 'count'): 686.437, ('mrg2', 'scan'): 686.483, ('mrg2', 'merge'): 686.645, ('mrg2', 'final'): 686.691, ('mrg2', 'compact'): 686.808, ('mrg2', 'pack'): 686.834, ('mrg2', 'd2h'): 686.889}",0.1351319951936602,0.3481215990381315
Mildly sparse,bcsstm02,66,66,1.5151515151515151,66,66,66,66,0.0,,0.05899999999996908,0.1590000000001055,0.05499999999994998,0.02500000000009095,0.27300000000002456,0.489,,,,,0.456,0.374,0.362,,0.2939999999999827,0.25499999999999545,0.18899999999996453,0.17899999999997362,"{('cu', 'start'): 664.646, ('cu', 'h2dmalloc'): 664.708, ('cu', 'h2d'): 664.722, ('cu', 'workest'): 664.781, ('cu', 'compute'): 664.94, ('cu', 'copy'): 664.995, ('cu', 'pack'): 665.016, ('cu', 'd2h'): 665.041, ('gust', 'start'): 665.148, ('gust', 'h2d'): 665.237, ('gust', 'count'): 665.261, ('gust', 'scan'): 665.301, ('gust', 'expand'): 665.323, ('gust', 'sort'): 665.371, ('gust', 'reduce'): 665.415, ('gust', 'final'): 665.471, ('gust', 'pack'): 665.492, ('gust', 'd2h'): 665.502, ('merge', 'start'): 665.618, ('merge', 'h2d'): 665.693, ('merge', 'count'): 665.714, ('merge', 'scan'): 665.753, ('merge', 'expand'): 665.778, ('merge', 'merge'): 665.799, ('merge', 'final'): 665.839, ('merge', 'compact'): 665.864, ('merge', 'pack'): 665.882, ('merge', 'd2h'): 665.893, ('mrg2', 'start'): 666.001, ('mrg2', 'h2d'): 666.072, ('mrg2', 'count'): 666.094, ('mrg2', 'scan'): 666.134, ('mrg2', 'merge'): 666.156, ('mrg2', 'final'): 666.2, ('mrg2', 'compact'): 666.223, ('mrg2', 'pack'): 666.251, ('mrg2', 'd2h'): 666.262}",0.025038025341928,0.1703456002520397
Mildly sparse,can_838,838,10010,1.4254304771560882,51156,51156,51156,51156,0.0,,0.05800000000010641,0.2579999999999245,0.06200000000001182,0.15099999999995362,0.37800000000004275,0.718,,,,,0.876,1.125,0.546,,0.3970000000000482,0.5679999999999836,0.8009999999999309,0.27700000000004366,"{('cu', 'start'): 681.922, ('cu', 'h2dmalloc'): 681.988, ('cu', 'h2d'): 682.007, ('cu', 'workest'): 682.065, ('cu', 'compute'): 682.323, ('cu', 'copy'): 682.385, ('cu', 'pack'): 682.404, ('cu', 'd2h'): 682.555, ('gust', 'start'): 682.653, ('gust', 'h2d'): 682.742, ('gust', 'count'): 682.766, ('gust', 'scan'): 682.806, ('gust', 'expand'): 682.837, ('gust', 'sort'): 683.111, ('gust', 'reduce'): 683.223, ('gust', 'final'): 683.289, ('gust', 'pack'): 683.31, ('gust', 'd2h'): 683.352, ('merge', 'start'): 683.546, ('merge', 'h2d'): 683.652, ('merge', 'count'): 683.68, ('merge', 'scan'): 683.73, ('merge', 'expand'): 683.808, ('merge', 'merge'): 684.365, ('merge', 'final'): 684.411, ('merge', 'compact'): 684.435, ('merge', 'pack'): 684.453, ('merge', 'd2h'): 684.495, ('mrg2', 'start'): 684.684, ('mrg2', 'h2d'): 684.798, ('mrg2', 'count'): 684.826, ('mrg2', 'scan'): 684.867, ('mrg2', 'merge'): 684.993, ('mrg2', 'final'): 685.031, ('mrg2', 'compact'): 685.056, ('mrg2', 'pack'): 685.075, ('mrg2', 'd2h'): 685.118}",0.0857530394569039,0.359916800353676
Mildly sparse,bcsstk20,485,3135,1.3327665001594218,5545,5545,5545,5545,0.0,,0.06000000000005912,0.15599999999994907,0.06600000000003092,0.029999999999972715,0.2820000000000391,0.52,,,,,0.547,0.452,0.402,,0.30600000000004,0.34199999999998454,0.25,0.19499999999993634,"{('cu', 'start'): 673.625, ('cu', 'h2dmalloc'): 673.689, ('cu', 'h2d'): 673.707, ('cu', 'workest'): 673.767, ('cu', 'compute'): 673.923, ('cu', 'copy'): 673.989, ('cu', 'pack'): 674.013, ('cu', 'd2h'): 674.043, ('gust', 'start'): 674.164, ('gust', 'h2d'): 674.248, ('gust', 'count'): 674.274, ('gust', 'scan'): 674.316, ('gust', 'expand'): 674.341, ('gust', 'sort'): 674.463, ('gust', 'reduce'): 674.509, ('gust', 'final'): 674.568, ('gust', 'pack'): 674.59, ('gust', 'd2h'): 674.603, ('merge', 'start'): 674.723, ('merge', 'h2d'): 674.805, ('merge', 'count'): 674.828, ('merge', 'scan'): 674.868, ('merge', 'expand'): 674.904, ('merge', 'merge'): 674.961, ('merge', 'final'): 675.004, ('merge', 'compact'): 675.036, ('merge', 'pack'): 675.055, ('merge', 'd2h'): 675.07, ('mrg2', 'start'): 675.187, ('mrg2', 'h2d'): 675.268, ('mrg2', 'count'): 675.291, ('mrg2', 'scan'): 675.33, ('mrg2', 'merge'): 675.38, ('mrg2', 'final'): 675.418, ('mrg2', 'compact'): 675.445, ('mrg2', 'pack'): 675.463, ('mrg2', 'd2h'): 675.478}",0.0650839647278189,0.2239231997635215
Mildly sparse,can_715,715,6665,1.3037312338011637,39785,39785,39785,39785,0.0,,0.07500000000004547,0.2659999999999627,0.06500000000005457,0.15099999999995362,0.40600000000006276,0.772,,,,,0.913,2.036,0.679,,0.42600000000004457,0.6699999999999591,1.794999999999959,0.4399999999999409,"{('cu', 'start'): 684.302, ('cu', 'h2dmalloc'): 684.385, ('cu', 'h2d'): 684.409, ('cu', 'workest'): 684.484, ('cu', 'compute'): 684.75, ('cu', 'copy'): 684.815, ('cu', 'pack'): 684.835, ('cu', 'd2h'): 684.986, ('gust', 'start'): 685.088, ('gust', 'h2d'): 685.191, ('gust', 'count'): 685.222, ('gust', 'scan'): 685.265, ('gust', 'expand'): 685.302, ('gust', 'sort'): 685.58, ('gust', 'reduce'): 685.695, ('gust', 'final'): 685.836, ('gust', 'pack'): 685.861, ('gust', 'd2h'): 685.898, ('merge', 'start'): 686.017, ('merge', 'h2d'): 686.118, ('merge', 'count'): 686.148, ('merge', 'scan'): 686.192, ('merge', 'expand'): 686.322, ('merge', 'merge'): 687.823, ('merge', 'final'): 687.865, ('merge', 'compact'): 687.893, ('merge', 'pack'): 687.913, ('merge', 'd2h'): 687.948, ('mrg2', 'start'): 688.067, ('mrg2', 'h2d'): 688.166, ('mrg2', 'count'): 688.196, ('mrg2', 'scan'): 688.238, ('mrg2', 'merge'): 688.527, ('mrg2', 'final'): 688.563, ('mrg2', 'compact'): 688.587, ('mrg2', 'pack'): 688.606, ('mrg2', 'd2h'): 688.641}",0.0817939871922135,0.3840671996120363
