matrix,n,sym,density_pct,cu,Auto,Auto_choice,Ocean,opSparse,HSMU,bhSparse,dense,cublas,cnnz
road_central,14081816,Y,0.0,DNF,26.387,hash,8.864,8.652,25.24,267.267,DNF(big),DNF(big),69990710
road_usa,23947347,Y,0.0,DNF,38.159,hash,11.921,DNF,65.034,454.253,DNF(big),DNF(big),119546805
s3dkq4m2,90449,Y,0.03,16.442,3.733,hash,2.676,3.893,4.765,7.789,DNF(big),DNF(big),13282553
s3dkt3m2,90449,Y,0.0235,14.321,2.487,hash,2.166,2.855,3.327,6.58,DNF(big),DNF(big),10115975
ship_001,34920,Y,0.1919,471.681,10.069,hash,5.697,11.108,12.619,24.809,9651.48,2410.1,25600538
ship_003,121728,Y,0.0277,368.886,8.96,hash,6.488,10.634,11.018,22.312,DNF(big),DNF(big),32775938
shipsec1,140874,Y,0.02,143.487,6.608,hash,4.911,8.036,8.681,15.984,DNF(big),DNF(big),24086412
shipsec5,179860,Y,0.0159,373.589,8.85,hash,6.422,17.843,11.175,21.373,DNF(big),DNF(big),32339160
shipsec8,114919,Y,0.0256,23.949,6.373,hash,4.521,12.848,8.0,14.692,DNF(big),DNF(big),22723223
sinc18,16428,N,0.3608,9.731,3.771,hash,2.294,20.159,20.238,27.812,1017.67,258.822,46414219
sme3Da,12504,N,0.5596,6.109,2.664,hash,1.797,2.839,3.589,7.221,449.218,112.682,5837256
sme3Db,29067,N,0.2463,13.862,5.87,hash,3.512,5.764,6.814,12.474,5620.55,1479.86,15121755
sme3Dc,42930,N,0.1708,21.743,9.056,hash,5.018,8.813,10.146,18.019,18121.8,4696.72,22744224
soc-Slashdot0811,77360,N,0.0151,16.841,13.402,hash,8.834,97.846,24.144,165.354,DNF(big),DNF(big),78851659
soc-Slashdot0902,82168,N,0.014,17.746,14.572,hash,9.184,106.137,25.454,182.096,DNF(big),DNF(big),81362487
sparsine,50000,Y,0.032,7.263,3.619,hash,2.34,3.891,4.365,10.604,28433.9,7306.96,18662060
srb1,54924,Y,0.05,10.349,2.723,hash,1.966,2.978,3.682,7.014,DNF(big),DNF(big),8388936
std1_Jac2,21982,N,0.2584,9.091,4.461,hash,2.214,5.591,7.942,25.702,2436.77,631.441,11420032
std1_Jac3,21982,N,0.3013,13.791,4.948,hash,2.756,7.504,9.11,30.062,2437.23,628.678,13447461
std1_Jac3_db,21982,N,0.1101,3.763,1.559,hash,1.087,1.526,2.576,6.357,2436.29,623.958,3040112
t3dh,79171,Y,0.0353,16.989,6.246,hash,4.679,6.604,6.616,12.213,DNF(big),DNF(big),25021537
t3dh_a,79171,Y,0.0353,16.904,6.223,hash,4.645,6.235,6.645,12.276,DNF(big),DNF(big),25021537
t3dh_e,79171,Y,0.0353,17.322,6.224,hash,4.688,6.235,6.647,12.263,DNF(big),DNF(big),25021537
thermal2,1228045,Y,0.0003,3.86,3.983,hash,2.053,4.745,4.893,29.497,DNF(big),DNF(big),24018057
thread,29736,Y,0.2544,483.025,10.426,hash,6.168,12.356,12.543,24.231,5976.72,1497.34,24678162
torso1,116158,N,0.0631,DNF,188.587,hash,88.302,241.291,432.507,296.575,DNF(big),DNF(big),19600778
torso3,259156,N,0.0066,10.721,3.218,hash,2.268,3.784,3.913,14.949,DNF(big),DNF(big),21217298
trdheim,22098,Y,0.2004,8.058,2.912,hash,1.96,2.693,3.848,6.134,2488.08,643.696,6746796
troll,213453,Y,0.0134,458.53,11.568,hash,7.806,11.855,13.327,28.121,DNF(big),DNF(big),41778513
tsyl201,20685,Y,0.2893,16.028,3.562,hash,4.124,4.502,5.139,8.194,2046.57,532.064,8321013
vanbody,47072,Y,0.0538,9.47,2.884,hash,1.968,3.267,4.048,7.123,23641.3,5442.98,8053562
vsp_bcsstk30_500sep_10in_1Kout,58348,Y,0.0592,21.918,7.202,hash,5.037,8.707,11.566,15.678,DNF(big),DNF(big),18175907
vsp_befref_fxm_2_4_air02,14109,Y,0.0493,11.752,5.187,hash,2.974,54.507,5.47,33.623,654.111,173.578,38269513
vsp_model1_crew1_cr42_south31,45101,Y,0.0093,360.157,20.072,hash,16.871,1769.626,25.899,DNF,21067.6,5493.04,394768783
vsp_msc10848_300sep_100in_1Kout,21996,Y,0.2524,23.085,7.376,hash,4.151,7.78,10.68,30.025,2443.13,614.769,12828344
vsp_south31_slptsk,39668,Y,0.0121,391.902,18.659,hash,15.188,1756.011,26.674,DNF,14203.8,3662.33,389540274
water_tank,60740,N,0.0552,7.968,2.099,hash,1.462,2.343,2.663,4.43,DNF(big),DNF(big),7234227
wb-edu,9845725,N,0.0001,DNF,1258.986,hash,DNF,91.272,222.495,2664.9,DNF(big),DNF(big),630077764
web-BerkStan,685230,N,0.0016,25.352,16.415,hash,7.984,9.319,14.745,54.233,DNF(big),DNF(big),78350597
web-Google,916428,N,0.0006,7.529,12.457,hash,3.95,4.024,9.392,40.43,DNF(big),DNF(big),29710164
web-NotreDame,325729,N,0.0014,DNF,10.266,hash,4.741,27.801,11.311,57.775,DNF(big),DNF(big),16801350
webbase-1M,1000005,N,0.0003,9.512,45.594,hash,17.289,14.038,44.474,81.099,DNF(big),DNF(big),51111996
windscreen,22692,Y,0.1461,6.664,2.158,hash,1.497,2.688,2.651,4.298,2675.75,683.341,5613426
x104,108384,Y,0.0437,678.922,13.632,hash,9.203,14.752,16.391,33.787,DNF(big),DNF(big),38701728
xenon2,157464,N,0.0156,13.306,2.912,hash,2.052,2.773,3.596,9.088,DNF(big),DNF(big),14037210
