matrix,n,sym,density_pct,cu,Auto,Auto_choice,Ocean,opSparse,HSMU,bhSparse,dense,cublas,cnnz
gsm_106857,589446,Y,0.0032,552.388,28.253,hash,15.565,24.142,32.39,65.932,DNF(big),DNF(big),132397052
gupta1,31802,Y,0.1086,DNF,84.526,hash,48.53,839.806,72.941,4171.79,7312.05,1920.74,314251254
gupta2,62064,Y,0.056,DNF,167.359,hash,99.886,DNF,151.012,DNF,DNF(big),DNF(big),601205878
gupta3,16783,Y,1.658,DNF,289.125,hash,221.513,1581.527,425.668,DNF,1111.42,299.118,270864545
gyro,17361,Y,0.1723,5.2,3.046,hash,1.654,10.461,3.38,6.375,1215.96,313.86,5777919
gyro_k,17361,Y,0.1723,5.098,3.044,hash,1.658,2.344,3.38,6.336,1217.39,313.913,5777919
halfb,224617,Y,0.0125,459.876,10.704,hash,7.474,11.68,12.837,24.493,DNF(big),DNF(big),38939969
hangGlider_3,10260,Y,0.0467,13.232,10.145,hash,3.493,186.856,8.499,74.602,255.595,69.395,83182632
hangGlider_4,15561,Y,0.0327,29.887,23.87,hash,7.774,646.624,18.493,177.065,876.34,234.284,191342279
hangGlider_5,16011,Y,0.032,32.446,26.024,hash,6.47,1052.202,20.556,185.121,955.454,257.305,202569269
hood,220542,Y,0.0113,357.769,9.06,hash,6.483,9.571,11.453,17.12,DNF(big),DNF(big),34242180
hugebubbles-00000,18318143,Y,0.0,DNF,118.924,hash,11.073,9.906,37.093,327.488,DNF(big),DNF(big),113009849
hugebubbles-00010,19458087,Y,0.0,DNF,130.762,hash,14.486,12.75,34.062,509.597,DNF(big),DNF(big),121526577
hugebubbles-00020,21198119,Y,0.0,DNF,142.084,hash,15.545,13.552,45.694,392.209,DNF(big),DNF(big),132690161
hugetrace-00010,12057441,Y,0.0,DNF,77.942,hash,7.316,7.248,24.612,221.349,DNF(big),DNF(big),74977771
hugetrace-00020,16002413,Y,0.0,DNF,104.133,hash,10.243,9.142,33.299,291.317,DNF(big),DNF(big),99652167
hugetric-00010,6592765,Y,0.0,5.104,43.542,hash,4.502,4.596,14.491,177.781,DNF(big),DNF(big),41276239
hugetric-00020,7122792,Y,0.0,5.449,47.076,hash,4.905,4.993,15.706,132.266,DNF(big),DNF(big),44609736
iChem_Jacobian,274087,N,0.0055,8.922,4.042,hash,1.639,3.664,4.122,14.329,DNF(big),DNF(big),18823983
in-2004,1382908,N,0.0009,DNF,73.974,hash,32.053,75.438,874.464,317.818,DNF(big),DNF(big),213255458
inline_1,503712,Y,0.0074,DNF,106.378,hash,48.258,69.079,72.64,175.333,DNF(big),DNF(big),253084638
invextr1_new,30412,N,0.194,10.644,5.103,hash,2.659,3.824,4.517,8.382,6457.53,1652.73,10570908
kim2,456976,N,0.0054,35.595,7.814,hash,3.649,5.319,8.562,25.486,DNF(big),DNF(big),36640356
kkt_power,2063494,Y,0.0002,26.296,33.332,hash,7.636,10.147,19.175,81.583,DNF(big),DNF(big),93265642
laminar_duct3D,67173,N,0.0849,16.005,6.024,hash,5.362,4.566,5.915,11.303,DNF(big),DNF(big),18934077
largebasis,440020,N,0.0029,3.906,3.366,hash,1.729,3.627,3.962,15.413,DNF(big),DNF(big),17040280
ldoor,952203,Y,0.0026,DNF,36.062,hash,26.297,36.833,42.845,83.323,DNF(big),DNF(big),145422935
li,22695,N,0.2622,6.54,5.013,hash,2.057,3.414,3.416,6.301,2688.91,708.181,8548665
lowThrust_10,18260,Y,0.0348,15.118,11.101,hash,3.524,96.223,6.213,87.601,1406.03,355.4,51144876
lowThrust_11,18368,Y,0.0347,15.767,12.066,hash,3.605,96.09,6.415,88.73,1411.74,334.071,51750248
lowThrust_12,18458,Y,0.0345,15.502,11.507,hash,3.024,102.144,8.56,89.23,1450.18,373.621,52253242
lowThrust_13,18476,Y,0.0344,16.062,11.351,hash,2.947,99.817,8.664,88.922,1440.5,366.369,52354998
lowThrust_4,13562,Y,0.0458,7.996,7.068,hash,2.29,40.23,4.73,46.888,572.845,150.665,28327028
lowThrust_5,16262,Y,0.0392,11.84,9.005,hash,3.087,67.606,5.612,62.544,997.073,260.099,40638712
lowThrust_6,16928,Y,0.0378,12.575,9.691,hash,2.674,74.928,6.25,65.509,1111.17,263.615,44013134
lowThrust_7,17378,Y,0.0366,13.258,10.465,hash,3.406,81.531,6.929,68.668,1210.27,311.838,46358098
lowThrust_8,17702,Y,0.0361,13.755,11.006,hash,3.003,87.533,5.717,84.551,1280.13,329.823,48095374
lowThrust_9,18044,Y,0.0353,14.611,13.059,hash,3.113,92.326,7.705,86.468,1346.7,341.446,49951688
m14b,214765,Y,0.0036,8.0,3.425,hash,1.448,3.024,4.023,12.231,DNF(big),DNF(big),16384417
m_t1,97578,Y,0.0517,688.911,18.302,hash,9.125,13.437,15.604,30.404,DNF(big),DNF(big),36533142
mixtank_new,29957,N,0.2223,12.263,5.536,hash,2.814,5.082,4.711,8.984,6169.23,1620.34,11989523
mono_500Hz,169410,N,0.0175,24.724,8.591,hash,4.657,7.216,8.946,23.66,DNF(big),DNF(big),41377964
mouse_gene,45101,Y,0.7132,DNF,,,1725.969,DNF,2889.511,DNF,20916.9,5523.96,
msc10848,10848,Y,0.5271,8.895,5.075,hash,2.105,3.911,5.018,10.097,294.932,72.023,6185646
msc23052,23052,Y,0.1108,5.026,1.627,hash,1.104,1.924,2.287,3.228,2818.74,712.1,3646256
msdoor,415863,Y,0.006,668.251,16.355,hash,11.743,16.801,19.699,30.833,DNF(big),DNF(big),62822459
mult_dcop_01,25187,N,0.0305,210.42,111.381,hash,12.114,DNF,28.153,DNF,3698.13,986.85,518559249
mult_dcop_02,25187,N,0.0305,152.955,111.141,hash,11.991,DNF,28.289,DNF,3692.21,986.85,518559249
mult_dcop_03,25187,N,0.0305,306.068,112.062,hash,11.889,DNF,27.868,DNF,3697.22,986.374,518559199
nasasrb,54870,Y,0.0454,10.042,3.298,hash,1.859,3.409,3.452,7.009,DNF(big),DNF(big),8334386
nd12k,36000,Y,0.55,DNF,121.69,hash,33.832,102.742,86.885,223.931,10584.0,2457.81,90906894
nd24k,72000,Y,0.2777,DNF,255.235,hash,79.841,211.868,179.008,457.253,DNF(big),DNF(big),189190604
nd3k,9000,Y,2.0301,858.384,13.251,hash,7.109,16.98,18.654,49.484,171.698,45.364,18491738
nd6k,18000,Y,1.0672,DNF,46.23,hash,14.607,45.507,40.732,107.429,1335.1,319.725,42198384
nemeth01,9506,Y,0.4064,3.175,0.782,hash,0.725,1.893,1.763,2.245,201.563,54.884,1721872
nemeth18,9506,Y,0.3899,2.757,0.726,hash,0.699,1.8,1.44,2.073,201.577,54.824,1465122
nemeth19,9506,Y,0.458,3.399,0.905,hash,0.801,1.914,1.964,2.46,201.724,54.966,1784266
nemeth20,9506,Y,0.543,4.213,1.118,hash,0.933,1.769,2.01,2.88,202.043,54.938,2172140
nemeth21,9506,Y,0.6547,5.427,1.844,hash,1.205,1.858,2.623,4.525,202.275,55.057,2580092
nemeth22,9506,Y,0.7571,8.466,1.917,hash,1.34,2.981,3.06,5.795,202.045,55.019,3059696
nemeth23,9506,Y,0.839,10.39,2.304,hash,1.51,2.633,3.536,6.704,202.228,55.002,3441280
nemeth24,9506,Y,0.8389,10.489,2.38,hash,1.46,2.939,3.543,6.678,248.6,55.094,3486190
nemeth25,9506,Y,0.8417,10.574,2.39,hash,1.468,2.527,3.538,6.73,202.253,55.078,3486190
nemeth26,9506,Y,0.8417,10.522,2.402,hash,1.464,2.989,3.557,6.74,202.045,54.982,3486190
net100,29920,Y,0.1152,24.178,21.303,hash,7.822,202.958,19.867,84.343,6093.55,1478.85,121212652
net125,36720,Y,0.0969,35.776,35.956,hash,10.788,334.918,27.323,128.668,11242.0,2646.2,175086502
net150,43520,Y,0.0835,218.665,49.87,hash,15.478,525.092,43.098,202.742,18698.3,4323.95,238012852
net50,16320,Y,0.1805,8.923,8.183,hash,3.417,29.646,14.406,25.762,991.346,235.484,40622452
net75,23120,Y,0.1415,15.526,14.0,hash,4.493,92.226,19.769,53.082,2819.91,670.142,76391302
nlpkkt120,3542400,Y,0.0004,DNF,72.831,hash,44.452,57.687,80.36,216.776,DNF(big),DNF(big),523114664
nlpkkt80,1062400,Y,0.0013,452.757,29.827,hash,13.703,17.782,24.76,66.824,DNF(big),DNF(big),154663144
ns3Da,20414,N,0.403,14.016,6.887,hash,2.932,5.685,6.335,11.148,1944.03,496.691,12454346
offshore,259789,Y,0.0033,10.308,73.87,hash,1.911,3.889,4.782,16.214,DNF(big),DNF(big),23356245
ohne2,181343,N,0.0336,473.85,22.66,hash,11.933,26.669,34.148,72.334,DNF(big),DNF(big),72432047
oilpan,73752,Y,0.0337,12.97,2.985,hash,2.347,3.634,4.046,5.991,DNF(big),DNF(big),11609864
olafu,16146,Y,0.1978,4.338,1.789,hash,1.17,1.796,2.056,3.227,975.008,250.249,3388252
opt1,15449,Y,0.4077,12.701,5.786,hash,2.485,3.893,5.403,10.058,855.489,225.078,8224575
para-10,155924,N,0.0223,29.43,28.651,hash,7.771,105.388,24.071,85.554,DNF(big),DNF(big),78088896
para-4,153226,N,0.0227,27.081,20.98,hash,6.553,66.253,19.91,69.268,DNF(big),DNF(big),61572410
para-5,155924,N,0.0223,29.359,28.501,hash,7.724,105.479,23.837,172.872,DNF(big),DNF(big),78088896
para-6,155924,N,0.0223,29.3,28.338,hash,7.73,104.7,23.639,86.386,DNF(big),DNF(big),78088896
para-7,155924,N,0.0223,29.22,28.581,hash,7.732,104.637,23.798,85.442,DNF(big),DNF(big),78088896
para-8,155924,N,0.0223,29.434,28.783,hash,7.769,106.007,23.757,85.714,DNF(big),DNF(big),78088896
para-9,155924,N,0.0223,29.468,28.77,hash,7.774,105.475,23.781,85.736,DNF(big),DNF(big),78088896
patents,3774768,N,0.0001,DNF,23.821,hash,7.933,7.155,15.687,77.9,DNF(big),DNF(big),58921527
pattern1,19242,Y,1.2617,DNF,142.152,hash,76.592,708.66,288.331,1436.32,1650.66,428.02,203789090
pcrystk02,13965,Y,0.2519,4.044,1.795,hash,1.248,2.516,2.172,3.361,636.871,167.782,3925701
pcrystk03,24696,Y,0.1456,6.909,2.514,hash,1.776,2.981,3.105,5.384,3444.5,850.496,7240266
pct20stif,52329,Y,0.0502,10.257,3.252,hash,2.201,3.248,4.226,8.013,DNF(big),DNF(big),10016951
pdb1HYS,36417,Y,0.1652,361.55,11.286,hash,4.98,7.886,9.314,18.159,11052.0,2894.73,19594581
pf2177,9728,Y,0.3883,7.253,4.835,hash,1.88,9.149,7.315,14.142,213.894,53.952,19921122
pkustk01,22044,Y,0.103,4.401,1.922,hash,1.196,1.717,2.269,3.918,2453.91,626.705,3736764
pkustk02,10800,Y,0.3519,3.695,1.162,hash,1.198,1.791,2.225,3.013,290.387,72.552,2493288
pkustk03,63336,Y,0.0398,10.929,3.064,hash,2.129,3.308,3.824,6.533,DNF(big),DNF(big),8924832
pkustk04,55590,Y,0.0692,607.58,64.473,hash,17.121,128.612,72.721,110.019,DNF(big),DNF(big),164709684
pkustk05,37164,Y,0.0812,8.817,3.28,hash,2.143,3.182,3.848,7.398,11737.9,2993.63,9019080
pkustk06,43164,Y,0.0702,10.71,3.732,hash,2.457,3.451,4.289,8.265,18358.8,4720.33,10596384
pkustk07,16860,Y,0.4284,22.222,8.513,hash,3.63,6.31,8.188,14.671,1104.21,279.984,13944528
pkustk08,22209,Y,0.3293,362.534,11.409,hash,4.638,9.106,10.589,19.175,2523.05,665.583,18895419
pkustk09,33960,Y,0.0701,6.061,1.393,hash,1.309,2.199,3.336,3.997,8953.96,2240.05,4479768
pkustk10,80676,Y,0.0337,15.111,4.077,hash,2.86,4.228,4.695,8.243,DNF(big),DNF(big),12233304
pkustk11,87804,Y,0.0344,20.128,6.798,hash,4.402,6.478,7.643,15.348,DNF(big),DNF(big),21435768
pkustk12,94653,Y,0.0425,DNF,156.137,hash,60.265,682.519,202.34,DNF,DNF(big),DNF(big),474804911
pkustk13,94893,Y,0.0373,361.928,15.29,hash,7.654,10.81,12.317,26.207,DNF(big),DNF(big),39507999
pkustk14,151926,Y,0.0325,1295.405,35.1,hash,15.559,32.123,29.65,60.05,DNF(big),DNF(big),72584244
pli,22695,Y,0.1333,6.511,4.568,hash,2.05,2.504,3.394,6.194,2673.64,705.129,8548665
poisson3Db,85623,N,0.0324,11.028,4.624,hash,2.408,3.73,5.05,12.394,DNF(big),DNF(big),21855903
pre2,659033,N,0.0014,62.12,79.452,hash,12.844,43.731,51.607,98.274,DNF(big),DNF(big),323445872
pwtk,217918,Y,0.0125,402.564,8.72,hash,6.604,9.216,10.662,22.181,DNF(big),DNF(big),32772236
raefsky3,21200,N,0.3312,5.558,1.151,hash,1.229,2.566,2.319,3.543,2160.06,513.498,4053376
raefsky4,19779,Y,0.1723,5.782,2.077,hash,1.557,2.233,2.788,5.098,1774.81,465.114,5342569
rajat16,94294,N,0.0072,DNF,,,46.925,DNF,61.163,DNF,DNF(big),DNF(big),
rajat17,94294,N,0.0072,DNF,,,47.36,DNF,59.094,DNF,DNF(big),DNF(big),
rajat18,94294,N,0.0055,DNF,,,42.468,DNF,55.627,DNF,DNF(big),DNF(big),
