matrix,n,sym,density_pct,cu,Auto,Auto_choice,Ocean,opSparse,HSMU,bhSparse,dense,cublas,cnnz
CurlCurl_4,2380515,Y,0.0003,34.696,25.419,hash,8.705,13.916,19.242,88.267,DNF(big),DNF(big),133384865
Dubcova3,146689,Y,0.0088,14.322,3.31,hash,1.692,3.044,4.134,9.551,DNF(big),DNF(big),17480761
Emilia_923,923136,Y,0.0025,1319.189,37.347,hash,25.266,38.229,42.495,83.294,DNF(big),DNF(big),179867448
F1,343791,Y,0.0115,DNF,,,36.508,67.155,66.218,157.437,DNF(big),DNF(big),
F2,71505,Y,0.0525,127.54,54.783,merge3(回退),7.426,11.744,12.679,26.925,DNF(big),DNF(big),39648121
FEM_3D_thermal2,147900,N,0.016,11.592,2.386,hash,1.38,2.315,3.184,9.483,DNF(big),DNF(big),14335500
Fault_639,638802,Y,0.0036,939.259,26.391,hash,17.806,26.526,30.903,64.785,DNF(big),DNF(big),126633024
Flan_1565,1564794,Y,0.0024,DNF,137.242,hash,85.998,145.443,147.112,330.125,DNF(big),DNF(big),509685948
Freescale1,3428755,N,0.0002,6.92,34.8,hash,5.047,8.077,12.294,73.578,DNF(big),DNF(big),45276331
Ga10As10H30,113081,Y,0.0244,698.749,179.432,merge3(回退),12.503,31.595,33.896,98.511,DNF(big),DNF(big),75156365
Ga19As19H42,133123,Y,0.0254,1523.107,315.473,merge3(回退),19.427,57.509,57.333,154.708,DNF(big),DNF(big),108051533
Ga3As3H12,61349,Y,0.0801,DNF,,,37.131,195.629,198.07,193.694,DNF(big),DNF(big),
Ga41As41H72,268096,Y,0.013,DNF,,,43.451,125.002,137.282,322.619,DNF(big),DNF(big),
GaAsH6,61349,Y,0.0457,DNF,51.634,hash,14.652,66.798,70.938,84.651,DNF(big),DNF(big),37611445
Ge87H76,112985,Y,0.0314,1094.866,251.655,merge3(回退),15.474,42.5,42.486,105.246,DNF(big),DNF(big),99053985
Ge99H100,112985,Y,0.0335,1226.216,277.999,merge3(回退),16.835,46.931,46.81,113.557,DNF(big),DNF(big),105811785
Geo_1438,1437960,Y,0.0016,DNF,56.615,hash,37.693,56.481,64.374,122.841,DNF(big),DNF(big),274478976
H2O,67024,Y,0.0254,10.388,5.19,hash,3.789,3.893,4.967,9.934,DNF(big),DNF(big),27691996
HTC_336_4438,226340,Y,0.0011,43.911,1065.954,merge3(回退),14.337,162.527,35.513,240.517,DNF(big),DNF(big),83300312
HTC_336_9129,226340,Y,0.0011,37.352,1080.665,merge3(回退),13.275,146.841,31.849,211.355,DNF(big),DNF(big),73626380
Hook_1498,1498023,Y,0.0014,DNF,60.827,hash,40.86,54.55,66.42,146.711,DNF(big),DNF(big),312415749
Long_Coup_dt6,1470152,Y,0.002,DNF,93.719,hash,64.706,90.979,98.011,294.121,DNF(big),DNF(big),388670368
M6,3501776,Y,0.0001,8.629,37.669,hash,6.751,12.681,16.464,109.117,DNF(big),DNF(big),68984930
ML_Laplace,377002,N,0.0195,1449.605,27.957,hash,19.145,29.533,32.225,92.913,DNF(big),DNF(big),95882884
NLR,4163763,Y,0.0001,11.4,44.841,hash,8.14,14.678,21.562,97.119,DNF(big),DNF(big),82016497
Reuters911,13332,Y,0.0833,9.999,123.995,merge3(回退),2.833,23.359,11.093,39.783,545.54,139.58,22466996
Serena,1391349,Y,0.0017,DNF,64.599,hash,47.011,63.134,74.472,185.21,DNF(big),DNF(big),315805689
Si10H16,17077,Y,0.1531,9.484,22.993,merge3(回退),2.003,4.147,4.764,15.528,1150.94,299.475,10860573
Si34H36,97569,Y,0.0276,452.057,135.13,merge3(回退),9.622,21.775,23.176,75.45,DNF(big),DNF(big),65211697
Si41Ge41H72,185639,Y,0.022,DNF,,,45.682,116.339,153.325,269.902,DNF(big),DNF(big),
Si87H76,240369,Y,0.0094,493.433,180.484,merge3(回退),18.969,31.924,34.922,99.157,DNF(big),DNF(big),141319585
SiO,33401,Y,0.0606,18.007,29.401,merge3(回退),2.725,5.054,5.871,18.783,8473.7,2213.5,15778377
SiO2,155331,Y,0.0237,DNF,494.955,hash,236.557,2359.639,857.513,846.135,DNF(big),DNF(big),104839083
Stanford_Berkeley,683446,N,0.0016,48.449,,,111.848,3384.43,204.384,5837.17,DNF(big),DNF(big),
StocF-1465,1465137,Y,0.0005,41.386,18.897,hash,6.811,11.828,17.525,85.281,DNF(big),DNF(big),93163361
TSC_OPF_1047,8140,Y,1.5281,1096.18,24.196,hash,6.409,11.958,16.306,42.763,129.316,35.347,8833332
TSC_OPF_300,9774,Y,0.4347,298.656,11.754,hash,4.628,31.338,8.255,45.214,220.85,60.524,20082452
TSOPF_FS_b300,29214,Y,0.2582,DNF,,,123.967,1019.558,203.864,2863.08,5709.72,1493.86,
TSOPF_FS_b300_c2,56814,Y,0.136,DNF,,,400.219,DNF,753.27,DNF,DNF(big),DNF(big),
TSOPF_FS_b39_c7,28216,Y,0.0463,DNF,1572.811,merge3(回退),20.888,713.83,40.895,2629.66,5140.53,1292.83,199299980
TSOPF_FS_b9_c6,14454,Y,0.0363,25.598,14.49,hash,3.601,100.021,7.846,86.495,699.945,182.693,52372050
TSOPF_RS_b2052_c1,25626,N,1.0296,8.679,24.32,hash,3.751,11.443,13.362,66.358,3862.37,1001.92,30950093
TSOPF_RS_b2383,38120,N,1.1128,18.798,56.674,hash,8.105,36.188,40.1,150.594,12660.8,3155.93,74318317
TSOPF_RS_b2383_c1,38120,N,1.1128,18.81,56.676,hash,8.109,36.297,40.25,152.261,12651.5,3176.58,74318317
TSOPF_RS_b678_c2,35696,N,0.6892,9.924,30.191,hash,3.475,11.889,14.915,56.886,10327.9,2428.99,40139105
Zd_Jac2,22835,N,0.3151,12.428,42.513,merge3(回退),2.331,7.014,9.462,27.439,2725.39,715.277,15374812
Zd_Jac2_db,22835,N,0.1297,4.723,2.396,hash,0.935,1.865,2.832,7.306,2723.82,712.377,4106845
Zd_Jac3,22835,N,0.3675,19.628,53.9,merge3(回退),3.1,9.148,12.362,32.815,2725.09,713.852,17998654
Zd_Jac3_db,22835,N,0.1369,5.28,2.496,hash,0.964,1.707,2.895,7.382,2723.37,713.399,4196061
Zd_Jac6,22835,N,0.3283,13.971,46.086,merge3(回退),2.509,6.888,9.722,29.616,2725.35,716.01,15542117
Zd_Jac6_db,22835,N,0.1273,4.884,2.406,hash,0.846,1.575,2.842,7.179,2723.28,712.896,3750374
a0nsdsil,80016,Y,0.0031,30.57,608.697,merge3(回退),15.765,278.263,18.823,369.689,DNF(big),DNF(big),175955042
a2nnsnsl,80016,Y,0.0031,28.201,573.661,merge3(回退),14.682,193.291,33.051,182.838,DNF(big),DNF(big),158275840
a5esindl,60008,Y,0.004,26.848,1041.697,merge3(回退),10.252,356.449,16.928,1842.56,DNF(big),DNF(big),175505062
af_0_k101,503625,Y,0.0036,383.272,11.929,hash,7.637,9.644,12.205,31.654,DNF(big),DNF(big),47472025
af_1_k101,503625,Y,0.0036,382.998,11.999,hash,7.628,9.627,12.249,31.316,DNF(big),DNF(big),47472025
af_2_k101,503625,Y,0.0036,381.758,11.947,hash,7.634,9.486,12.286,31.237,DNF(big),DNF(big),47472025
af_3_k101,503625,Y,0.0036,380.608,11.925,hash,7.638,9.785,12.274,31.414,DNF(big),DNF(big),47472025
af_4_k101,503625,Y,0.0036,382.56,12.006,hash,7.685,9.382,12.327,31.359,DNF(big),DNF(big),47472025
af_5_k101,503625,Y,0.0036,380.94,12.004,hash,7.674,9.635,12.317,31.63,DNF(big),DNF(big),47472025
af_shell1,504855,Y,0.0035,378.529,11.723,hash,7.838,10.051,12.463,31.852,DNF(big),DNF(big),47560375
af_shell10,1508065,Y,0.0012,1384.612,32.13,hash,23.215,26.425,35.148,92.683,DNF(big),DNF(big),142742975
af_shell2,504855,Y,0.0035,380.692,11.627,hash,7.799,9.624,12.365,31.645,DNF(big),DNF(big),47560375
af_shell3,504855,Y,0.0035,382.541,11.628,hash,7.823,10.249,12.495,32.071,DNF(big),DNF(big),47560375
af_shell4,504855,Y,0.0035,381.771,11.714,hash,7.848,9.935,12.499,31.586,DNF(big),DNF(big),47560375
af_shell5,504855,Y,0.0035,383.081,11.725,hash,7.842,10.555,12.434,31.731,DNF(big),DNF(big),47560375
af_shell6,504855,Y,0.0035,381.117,11.661,hash,7.847,10.295,12.421,31.713,DNF(big),DNF(big),47560375
af_shell7,504855,Y,0.0035,382.029,11.728,hash,7.851,10.595,12.425,31.523,DNF(big),DNF(big),47560375
af_shell8,504855,Y,0.0035,382.641,11.722,hash,7.845,9.688,12.467,31.932,DNF(big),DNF(big),47560375
af_shell9,504855,Y,0.0035,381.31,11.748,hash,7.854,9.696,12.452,31.864,DNF(big),DNF(big),47560375
appu,14000,N,0.9455,42.282,27.143,hash,5.842,311.744,19.174,122.021,634.228,158.301,133137482
atmosmodd,1270432,N,0.0005,3.882,12.71,hash,2.107,5.412,6.719,28.289,DNF(big),DNF(big),31215208
atmosmodj,1270432,N,0.0005,3.974,12.732,hash,2.096,5.175,6.865,28.498,DNF(big),DNF(big),31215208
atmosmodl,1489752,N,0.0005,4.486,13.609,hash,2.438,5.858,7.827,33.635,DNF(big),DNF(big),36486008
atmosmodm,1489752,N,0.0005,4.553,13.604,hash,2.432,5.905,7.989,33.284,DNF(big),DNF(big),36486008
audikw_1,943695,Y,0.0044,DNF,,,96.77,179.39,186.84,391.934,DNF(big),DNF(big),
auto,448695,Y,0.0016,14.392,6.686,hash,2.722,4.877,7.552,22.02,DNF(big),DNF(big),33050793
av41092,41092,N,0.0997,9.309,121.444,merge3(回退),4.426,27.545,10.962,37.587,15844.9,4038.71,20880048
bbmat,38744,N,0.118,7.738,4.927,hash,2.086,3.352,3.712,10.03,13287.2,3318.35,11551062
bcsstk35,30237,Y,0.081,5.88,1.488,hash,1.304,2.119,2.677,4.644,6299.69,1657.69,4580799
bcsstk36,23052,Y,0.1097,5.108,1.241,hash,1.238,3.245,2.341,3.783,2800.0,711.421,3634868
bcsstk39,46772,Y,0.0488,8.317,1.963,hash,1.539,3.17,2.48,4.259,23274.9,5929.03,5890924
bloweya,30004,Y,0.0089,15.811,868.625,merge3(回退),4.525,253.618,9.989,223.141,6150.9,1574.74,100360010
bloweybl,30003,Y,0.0078,15.603,842.24,merge3(回退),3.638,248.755,7.245,151.05,6167.13,1616.97,100259987
bloweybq,10001,Y,0.04,15.081,21.451,hash,3.168,243.156,7.635,69.021,236.34,64.398,100020001
bmw3_2,227362,Y,0.0111,383.562,10.419,hash,6.922,9.883,12.433,28.695,DNF(big),DNF(big),36053036
bmw7st_1,141347,Y,0.0187,26.477,7.199,hash,4.795,6.675,8.66,18.773,DNF(big),DNF(big),23574259
bmwcra_1,148770,Y,0.0244,525.991,72.145,merge3(回退),9.9,14.139,15.666,40.366,DNF(big),DNF(big),49683708
bone010,986703,Y,0.0037,DNF,83.353,hash,60.927,86.904,90.743,205.059,DNF(big),DNF(big),315860373
boneS01,127224,Y,0.0211,25.238,6.817,hash,4.977,7.289,9.033,22.142,DNF(big),DNF(big),25515702
boneS10,914898,Y,0.0034,DNF,58.244,hash,41.69,62.159,68.011,157.101,DNF(big),DNF(big),223561566
brainpc2,27607,Y,0.0127,138.905,1261.005,merge3(回退),9.137,876.298,13.925,2145.79,4847.83,1277.77,190743619
bundle1,10581,Y,0.349,321.059,19.344,hash,4.341,19.843,13.669,33.742,281.944,76.952,24072923
c-43,11125,Y,0.0545,10.341,5.631,hash,1.803,7.95,8.137,28.239,323.91,87.504,10157553
c-45,13206,Y,0.0538,15.596,8.251,hash,2.59,8.915,10.567,30.395,536.783,140.217,16018374
c-53,30235,Y,0.022,31.427,16.394,hash,5.235,54.584,15.58,85.356,6338.81,1676.5,43353305
c-57,37833,Y,0.0155,373.787,1207.143,merge3(回退),14.882,537.426,22.157,526.254,12426.1,3229.72,177766591
c-58,37595,Y,0.0209,9.942,484.392,merge3(回退),5.621,57.719,15.369,88.644,12184.7,3173.67,40461781
c-62,41731,Y,0.0173,8.08,522.844,merge3(回退),5.199,52.527,12.81,96.406,16620.3,4352.07,38084477
c-62ghs,41731,Y,0.0173,8.421,526.35,merge3(回退),5.225,52.676,13.397,101.367,16611.2,4348.16,38084477
c-64,51035,Y,0.0148,DNF,1120.334,merge3(回退),18.642,372.263,36.393,344.9,DNF(big),DNF(big),155006041
c-64b,51035,Y,0.0148,DNF,1120.518,merge3(回退),18.548,371.69,36.747,324.039,DNF(big),DNF(big),155006041
c-66,49989,Y,0.011,9.972,293.194,merge3(回退),4.772,53.377,12.823,108.109,28572.9,timeout,41844075
c-66b,49989,Y,0.011,DNF,,,DNF,DNF,12.587,97.004,28609.2,7449.16,
c-67,57975,Y,0.0088,16.355,137.722,merge3(回退),4.269,32.346,19.714,82.481,DNF(big),DNF(big),41530117
c-67b,57975,Y,0.0088,16.403,137.057,merge3(回退),4.299,32.212,19.583,82.524,DNF(big),DNF(big),41530117
c-71,76638,Y,0.008,11.059,1239.988,merge3(回退),8.385,110.39,15.849,158.143,DNF(big),DNF(big),52538716
c-73,169422,Y,0.0025,DNF,,,77.247,DNF,120.955,DNF,DNF(big),DNF(big),
c-73b,169422,Y,0.0025,DNF,,,77.295,DNF,121.399,DNF,DNF(big),DNF(big),
c-big,345241,Y,0.0011,83.197,,,56.174,DNF,77.865,DNF,DNF(big),DNF(big),
cage13,445315,N,0.0038,21.85,9.83,hash,4.842,7.472,10.365,37.383,DNF(big),DNF(big),60593139
