0 15 398 398 14805 0 43578
1 15 398 256 14806 0 20394
2 15 398 256 14807 0 20937
3 19 475 256 14856 0 25027
4 19 482 256 14857 0 25137
5 20 509 256 14858 0 26213
6 20 509 509 14859 0 45933
7 20 509 509 14860 0 46157
8 19 482 482 14861 0 45778
9 19 475 256 14862 0 23301
10 19 475 256 14908 0 21393
11 21 534 256 14909 0 22933
12 22 559 512 14910 0 39113
13 23 587 256 14911 0 23914
14 23 587 256 14912 0 24531
15 23 587 512 14913 0 44914
16 22 559 512 14914 0 53641
17 21 534 256 14915 0 24297
18 19 475 256 14916 0 24166
19 19 482 256 14961 0 24473
20 22 559 512 14962 0 51959
21 23 584 512 14963 0 37526
22 24 613 512 14964 0 52183
23 24 613 256 14965 0 26484
24 24 613 512 14966 0 45459
25 23 584 512 14967 0 62836
26 22 559 512 14968 0 33116
27 19 482 482 14969 0 39441
28 15 398 256 15013 0 21021
29 20 509 509 15014 0 42661
30 23 587 256 15015 0 25210
31 24 613 512 15016 0 49043
32 27 670 512 15017 0 46227
33 27 670 512 15018 0 42199
34 27 670 512 15019 0 45299
35 24 613 512 15020 0 46352
36 23 587 512 15021 0 42380
37 20 509 509 15022 0 47861
38 15 398 256 15023 0 20260
39 15 398 256 15066 0 21148
40 20 509 256 15067 0 23984
41 23 587 256 15068 0 26336
42 24 613 512 15069 0 49452
43 27 670 512 15070 0 53839
44 27 670 256 15071 0 25711
45 27 670 256 15072 0 23289
46 24 613 512 15073 0 44378
47 23 587 512 15074 0 62741
48 20 509 509 15075 0 46407
49 15 398 256 15076 0 19441
50 15 398 398 15119 0 39727
51 20 509 509 15120 0 40651
52 23 587 512 15121 0 46345
53 24 613 512 15122 0 27884
54 27 670 512 15123 0 48748
55 27 670 512 15124 0 65390
56 27 670 512 15125 0 46978
57 24 613 512 15126 0 51424
58 23 587 512 15127 0 54748
59 20 509 509 15128 0 46349
60 15 398 398 15129 0 45280
61 19 482 482 15170 0 36043
62 22 559 256 15171 0 23554
63 23 584 512 15172 0 50151
64 24 613 512 15174 0 55769
65 24 613 512 15176 0 53142
66 24 613 512 15178 0 55154
67 23 584 512 15176 0 38777
68 22 559 512 15177 0 43175
69 19 482 482 15177 0 45916
70 19 475 475 15216 0 39263
71 21 534 512 15218 0 37594
72 22 559 512 15220 0 58300
73 23 587 256 15229 0 26506
74 23 587 512 15229 0 43204
75 23 587 512 15229 0 55575
76 22 559 512 15228 0 48918
77 21 534 512 15230 0 55629
78 19 475 475 15222 0 40733
79 19 475 475 15277 0 30267
80 19 482 482 15277 0 30669
81 20 509 256 15280 0 24630
82 20 509 509 15282 0 43443
83 20 509 256 15284 0 26071
84 19 482 482 15277 0 42200
85 19 475 256 15277 0 23745
86 15 398 256 15335 0 18289
87 15 398 398 15335 0 43955
88 15 398 256 15335 0 18590
89 19 498 498 16832 0 33891
90 19 503 503 16834 0 46429
91 19 508 508 16836 0 40245
92 19 509 509 16838 0 42724
93 19 508 508 16840 0 43340
94 19 503 503 16842 0 42726
95 19 498 498 16844 0 34749
96 19 510 510 16869 0 42318
97 20 543 512 16892 0 47989
98 22 597 512 16894 0 54385
99 23 621 256 16896 0 23945
100 24 643 512 16898 0 47980
101 24 644 512 16900 0 45060
102 24 643 512 16902 0 52636
103 23 621 256 16904 0 23593
104 22 597 512 16906 0 49047
105 20 543 512 16908 0 52305
106 19 510 510 16881 0 53262
107 19 516 512 16923 0 46284
108 21 574 512 16953 0 52194
109 22 610 512 16955 0 49111
110 24 666 512 16957 0 40089
111 25 692 512 16959 0 57370
112 26 716 512 16961 0 52744
113 27 735 512 16963 0 58682
114 26 716 512 16965 0 60433
115 25 692 512 16967 0 44674
116 24 666 512 16969 0 39279
117 22 610 512 16971 0 56915
118 21 574 512 16973 0 41000
119 19 516 512 16932 0 48470
120 19 516 512 16972 0 46573
121 21 576 512 16974 0 29859
122 23 638 512 17018 0 46641
