matrix,n,sym,density_pct,cu,Auto,Auto_choice,opSparse,HSMU,dense,cnnz
1138_bus,1138,Y,0.2005,0.307,0.133,merge3,0.588,0.289,,11142
494_bus,494,Y,0.4426,0.282,0.113,merge3,0.761,0.289,,4062
