name,ocean_ms,status
1138_bus,0.2099936001235619,ok
494_bus,0.20292479943018404,ok
662_bus,0.21016960123088207,ok
685_bus,0.20582400066778062,ok
arc130,0.34451839895918973,ok
ash292,0.20524480110034346,ok
ash85,0.19583679994102565,ok
bcspwr01,0.18600639977958053,ok
bcspwr02,0.18643200097139925,ok
bcspwr03,0.27713279966264964,ok
bcspwr04,0.21180160033982245,ok
bcspwr05,0.20557759881485255,ok
bcspwr06,0.20936639956198633,ok
bcspwr07,0.2111072004074231,ok
bcspwr08,0.1846528007183224,ok
bcspwr09,0.2128351998748258,ok
bcspwr10,0.225836799107492,ok
bcsstk01,0.28935040021315217,ok
bcsstk02,0.8021311987191437,ok
bcsstk03,0.16392959996592255,ok
bcsstk04,0.510015998641029,ok
bcsstk05,0.316899199411273,ok
bcsstk06,0.31403200000058856,ok
bcsstk07,0.3137312005041167,ok
bcsstk08,0.35524479988962415,ok
bcsstk09,0.31178239949513226,ok
bcsstk10,0.45059839969035237,ok
bcsstk11,0.504646399570629,ok
bcsstk12,0.4960063994862139,ok
bcsstk13,0.6542912007076666,ok
bcsstk14,0.4641600011149421,ok
bcsstk15,0.4121600005310029,ok
bcsstk16,0.7818528007483111,ok
bcsstk17,0.824444801453501,ok
bcsstk18,0.4533663979033008,ok
bcsstk19,0.31729599996469915,ok
bcsstk20,0.20547839934006334,ok
bcsstk21,0.21250880078878254,ok
bcsstk22,0.20061119995079935,ok
bcsstk23,0.36649599904194474,ok
bcsstk24,0.5950783999171109,ok
bcsstk25,0.4689183995127678,ok
bcsstk26,0.3761280013946816,ok
bcsstk27,0.5458943985169753,ok
bcsstk28,0.7356896013952792,ok
bcsstk29,0.9215487931389361,ok
bcsstk30,2.4079200068721547,ok
bcsstk31,1.2874175973236563,ok
bcsstk32,1.7901599937351422,ok
bcsstk33,1.5318048059241847,ok
bcsstm01,0.15258239991962907,ok
bcsstm02,0.17419200118165462,ok
bcsstm03,0.13592640068382025,ok
bcsstm04,0.1614176011411473,ok
bcsstm05,0.16058560067322103,ok
bcsstm06,0.13714559986256064,ok
bcsstm07,0.339491198444739,ok
bcsstm08,0.16186560071073475,ok
bcsstm09,0.16106559992767872,ok
bcsstm10,0.45410560083109885,ok
bcsstm11,0.16184319984167816,ok
bcsstm12,0.33663999955169865,ok
bcsstm13,0.4233184011187404,ok
bcsstm19,0.13867200077511369,ok
bcsstm20,0.1386783998692408,ok
bcsstm21,0.16601600153371693,ok
bcsstm22,0.15952640101313592,ok
bcsstm23,0.16707839933224022,ok
bcsstm24,0.16845759940333666,ok
bcsstm25,0.1492384002311155,ok
bcsstm26,0.1637919995933771,ok
bcsstm27,0.4952704014955088,ok
blckhole,0.21568640016485002,ok
bp_0,0.23528960116673264,ok
bp_1000,0.24777600108645856,ok
bp_1200,0.24474880185443906,ok
bp_1400,0.22284159942064435,ok
bp_1600,0.25307519894558933,ok
bp_200,0.24097279945854097,ok
bp_400,0.24296639980748297,ok
bp_600,0.24563199905678632,ok
bp_800,0.2432544011622667,ok
can_1054,0.2896095997421071,ok
can_1072,0.33434239926282316,ok
can_144,0.25717759935650975,ok
can_161,0.30245759976096454,ok
can_187,0.2989152004243806,ok
can_229,0.2974880001042038,ok
can_24,0.1876352001680061,ok
can_256,0.3196416006656364,ok
can_268,0.31454719929024577,ok
can_292,0.4684864003676921,ok
can_445,0.3086080001667142,ok
can_61,0.29308800073340535,ok
can_62,0.1867296004202217,ok
can_634,0.33770559940021483,ok
can_715,0.35417279968969523,ok
can_73,0.19682560032233595,ok
can_838,0.28499839929863807,ok
can_96,0.2967583992751315,ok
