class,name,n,A_nnz,density_pct,cu_cnnz,man_cnnz,merge_cnnz,merge2_cnnz,merge3_cnnz,cnnz_gap_pct,buf2,cu_we,cu_compute,cu_copy,cu_d2h,cu_kernel,cu_time,cu_write,man_count,man_fill,man_kernel,man_time,merge_time,merge2_time,merge3_time,man_write,cu_compute_t,man_compute_t,merge_compute_t,merge2_compute_t,merge3_compute_t,phases,cublas_ms,ocean_ms
Dense,bcsstk02,66,4356,100.0,4356,4356,4356,4356,4356,0.0,,0.07399999999995543,0.23299999999994725,0.05700000000001637,0.10199999999997544,0.36399999999991905,0.646,,,,,1.102,1.913,0.598,0.381,,0.3869999999999436,0.8569999999999709,1.7390000000000327,0.4249999999999545,0.19299999999998363,"{('cu', 'start'): 692.191, ('cu', 'h2dmalloc'): 692.255, ('cu', 'h2d'): 692.272, ('cu', 'workest'): 692.346, ('cu', 'compute'): 692.579, ('cu', 'copy'): 692.636, ('cu', 'pack'): 692.659, ('cu', 'd2h'): 692.761, ('gust', 'start'): 692.845, ('gust', 'h2d'): 692.923, ('gust', 'count'): 692.956, ('gust', 'scan'): 692.999, ('gust', 'expand'): 693.11, ('gust', 'sort'): 693.387, ('gust', 'reduce'): 693.56, ('gust', 'final'): 693.749, ('gust', 'pack'): 693.78, ('gust', 'd2h'): 693.8, ('merge', 'start'): 693.956, ('merge', 'h2d'): 694.035, ('merge', 'count'): 694.067, ('merge', 'scan'): 694.111, ('merge', 'expand'): 694.595, ('merge', 'merge'): 695.481, ('merge', 'final'): 695.603, ('merge', 'compact'): 695.745, ('merge', 'pack'): 695.774, ('merge', 'd2h'): 695.788, ('mrg2', 'start'): 695.876, ('mrg2', 'h2d'): 695.952, ('mrg2', 'count'): 695.98, ('mrg2', 'scan'): 696.021, ('mrg2', 'merge'): 696.207, ('mrg2', 'final'): 696.252, ('mrg2', 'compact'): 696.347, ('mrg2', 'pack'): 696.377, ('mrg2', 'd2h'): 696.39, ('mrg3', 'start'): 696.484, ('mrg3', 'h2d'): 696.561, ('mrg3', 'count'): 696.609, ('mrg3', 'scan'): 696.672, ('mrg3', 'merge'): 696.728, ('mrg3', 'pack'): 696.754, ('mrg3', 'd2h'): 696.768}",0.048649962991476,0.8021311987191437
Dense,can_24,24,160,27.77777777777778,336,336,336,336,336,0.0,,0.053999999999973625,0.15800000000001546,0.05299999999999727,0.02400000000000091,0.26499999999998636,0.475,,,,,0.426,0.394,0.347,0.29,,0.2839999999999918,0.2419999999999618,0.22199999999998,0.17599999999993088,0.11700000000007549,"{('cu', 'start'): 670.602, ('cu', 'h2dmalloc'): 670.664, ('cu', 'h2d'): 670.678, ('cu', 'workest'): 670.732, ('cu', 'compute'): 670.89, ('cu', 'copy'): 670.943, ('cu', 'pack'): 670.962, ('cu', 'd2h'): 670.986, ('gust', 'start'): 671.085, ('gust', 'h2d'): 671.164, ('gust', 'count'): 671.185, ('gust', 'scan'): 671.224, ('gust', 'expand'): 671.248, ('gust', 'sort'): 671.295, ('gust', 'reduce'): 671.335, ('gust', 'final'): 671.388, ('gust', 'pack'): 671.406, ('gust', 'd2h'): 671.416, ('merge', 'start'): 671.516, ('merge', 'h2d'): 671.592, ('merge', 'count'): 671.614, ('merge', 'scan'): 671.648, ('merge', 'expand'): 671.683, ('merge', 'merge'): 671.73, ('merge', 'final'): 671.77, ('merge', 'compact'): 671.794, ('merge', 'pack'): 671.814, ('merge', 'd2h'): 671.823, ('mrg2', 'start'): 671.917, ('mrg2', 'h2d'): 671.989, ('mrg2', 'count'): 672.01, ('mrg2', 'scan'): 672.052, ('mrg2', 'merge'): 672.088, ('mrg2', 'final'): 672.121, ('mrg2', 'compact'): 672.146, ('mrg2', 'pack'): 672.165, ('mrg2', 'd2h'): 672.175, ('mrg3', 'start'): 672.27, ('mrg3', 'h2d'): 672.343, ('mrg3', 'count'): 672.368, ('mrg3', 'scan'): 672.417, ('mrg3', 'merge'): 672.443, ('mrg3', 'pack'): 672.46, ('mrg3', 'd2h'): 672.47}",0.0485549680888652,0.1876352001680061
Dense,bcsstk04,132,3648,20.9366391184573,11968,11968,11968,11968,11968,0.0,,0.05999999999994543,0.2540000000000191,0.06299999999998818,0.11800000000005184,0.3769999999999527,0.686,,,,,0.862,1.317,0.5,0.4,,0.40199999999992997,0.6509999999999536,1.125,0.30299999999999727,0.19700000000000273,"{('cu', 'start'): 672.307, ('cu', 'h2dmalloc'): 672.371, ('cu', 'h2d'): 672.388, ('cu', 'workest'): 672.448, ('cu', 'compute'): 672.702, ('cu', 'copy'): 672.765, ('cu', 'pack'): 672.79, ('cu', 'd2h'): 672.908, ('gust', 'start'): 673.0, ('gust', 'h2d'): 673.086, ('gust', 'count'): 673.111, ('gust', 'scan'): 673.153, ('gust', 'expand'): 673.191, ('gust', 'sort'): 673.463, ('gust', 'reduce'): 673.576, ('gust', 'final'): 673.714, ('gust', 'pack'): 673.737, ('gust', 'd2h'): 673.762, ('merge', 'start'): 673.87, ('merge', 'h2d'): 673.948, ('merge', 'count'): 673.974, ('merge', 'scan'): 674.013, ('merge', 'expand'): 674.185, ('merge', 'merge'): 674.894, ('merge', 'final'): 674.939, ('merge', 'compact'): 675.048, ('merge', 'pack'): 675.073, ('merge', 'd2h'): 675.091, ('mrg2', 'start'): 675.195, ('mrg2', 'h2d'): 675.272, ('mrg2', 'count'): 675.297, ('mrg2', 'scan'): 675.337, ('mrg2', 'merge'): 675.486, ('mrg2', 'final'): 675.524, ('mrg2', 'compact'): 675.557, ('mrg2', 'pack'): 675.575, ('mrg2', 'd2h'): 675.593, ('mrg3', 'start'): 675.701, ('mrg3', 'h2d'): 675.778, ('mrg3', 'count'): 675.831, ('mrg3', 'scan'): 675.886, ('mrg3', 'merge'): 675.953, ('mrg3', 'pack'): 675.975, ('mrg3', 'd2h'): 675.992}",0.032111071050167,0.510015998641029
Dense,bcsstk01,48,400,17.36111111111111,1292,1292,1292,1292,1292,0.0,,0.06800000000009732,0.16099999999994452,0.05899999999996908,0.02699999999992997,0.2880000000000109,0.535,,,,,0.584,0.503,0.408,0.375,,0.31300000000010186,0.3509999999999991,0.28899999999998727,0.20500000000004093,0.15999999999996817,"{('cu', 'start'): 688.864, ('cu', 'h2dmalloc'): 688.931, ('cu', 'h2d'): 688.954, ('cu', 'workest'): 689.022, ('cu', 'compute'): 689.183, ('cu', 'copy'): 689.242, ('cu', 'pack'): 689.267, ('cu', 'd2h'): 689.294, ('gust', 'start'): 689.41, ('gust', 'h2d'): 689.499, ('gust', 'count'): 689.523, ('gust', 'scan'): 689.566, ('gust', 'expand'): 689.599, ('gust', 'sort'): 689.715, ('gust', 'reduce'): 689.76, ('gust', 'final'): 689.827, ('gust', 'pack'): 689.85, ('gust', 'd2h'): 689.861, ('merge', 'start'): 690.001, ('merge', 'h2d'): 690.092, ('merge', 'count'): 690.116, ('merge', 'scan'): 690.161, ('merge', 'expand'): 690.202, ('merge', 'merge'): 690.273, ('merge', 'final'): 690.319, ('merge', 'compact'): 690.354, ('merge', 'pack'): 690.381, ('merge', 'd2h'): 690.394, ('mrg2', 'start'): 690.511, ('mrg2', 'h2d'): 690.597, ('mrg2', 'count'): 690.622, ('mrg2', 'scan'): 690.663, ('mrg2', 'merge'): 690.713, ('mrg2', 'final'): 690.753, ('mrg2', 'compact'): 690.782, ('mrg2', 'pack'): 690.802, ('mrg2', 'd2h'): 690.814, ('mrg3', 'start'): 690.927, ('mrg3', 'h2d'): 691.019, ('mrg3', 'count'): 691.058, ('mrg3', 'scan'): 691.122, ('mrg3', 'merge'): 691.155, ('mrg3', 'pack'): 691.179, ('mrg3', 'd2h'): 691.193}",0.0481798779219388,0.2893504002131521
Dense,can_61,61,557,14.969094329481322,1793,1793,1793,1793,1793,0.0,,0.05400000000008731,0.15799999999990177,0.05600000000004002,0.026000000000067303,0.2680000000000291,0.475,,,,,0.512,0.522,0.367,0.318,,0.2880000000000109,0.3210000000000264,0.3450000000000273,0.19500000000005002,0.1369999999999436,"{('cu', 'start'): 680.292, ('cu', 'h2dmalloc'): 680.353, ('cu', 'h2d'): 680.367, ('cu', 'workest'): 680.421, ('cu', 'compute'): 680.579, ('cu', 'copy'): 680.635, ('cu', 'pack'): 680.655, ('cu', 'd2h'): 680.681, ('gust', 'start'): 680.776, ('gust', 'h2d'): 680.856, ('gust', 'count'): 680.878, ('gust', 'scan'): 680.918, ('gust', 'expand'): 680.946, ('gust', 'sort'): 681.056, ('gust', 'reduce'): 681.1, ('gust', 'final'): 681.156, ('gust', 'pack'): 681.177, ('gust', 'd2h'): 681.188, ('merge', 'start'): 681.294, ('merge', 'h2d'): 681.371, ('merge', 'count'): 681.395, ('merge', 'scan'): 681.43, ('merge', 'expand'): 681.48, ('merge', 'merge'): 681.633, ('merge', 'final'): 681.673, ('merge', 'compact'): 681.698, ('merge', 'pack'): 681.716, ('merge', 'd2h'): 681.727, ('mrg2', 'start'): 681.821, ('mrg2', 'h2d'): 681.896, ('mrg2', 'count'): 681.918, ('mrg2', 'scan'): 681.953, ('mrg2', 'merge'): 682.014, ('mrg2', 'final'): 682.049, ('mrg2', 'compact'): 682.072, ('mrg2', 'pack'): 682.091, ('mrg2', 'd2h'): 682.101, ('mrg3', 'start'): 682.194, ('mrg3', 'h2d'): 682.269, ('mrg3', 'count'): 682.3, ('mrg3', 'scan'): 682.348, ('mrg3', 'merge'): 682.385, ('mrg3', 'pack'): 682.406, ('mrg3', 'd2h'): 682.417}",0.0485938508063554,0.2930880007334053
Dense,bcsstk05,153,2423,10.350719808620616,7245,7245,7245,7245,7245,0.0,,0.05999999999994543,0.16399999999998727,0.057999999999992724,0.03300000000001546,0.2819999999999254,0.505,,,,,0.57,0.589,0.399,0.356,,0.3039999999999736,0.35199999999997544,0.39999999999997726,0.21500000000003183,0.17600000000004457,"{('cu', 'start'): 692.156, ('cu', 'h2dmalloc'): 692.219, ('cu', 'h2d'): 692.239, ('cu', 'workest'): 692.299, ('cu', 'compute'): 692.463, ('cu', 'copy'): 692.521, ('cu', 'pack'): 692.543, ('cu', 'd2h'): 692.576, ('gust', 'start'): 692.669, ('gust', 'h2d'): 692.769, ('gust', 'count'): 692.796, ('gust', 'scan'): 692.835, ('gust', 'expand'): 692.866, ('gust', 'sort'): 692.992, ('gust', 'reduce'): 693.038, ('gust', 'final'): 693.098, ('gust', 'pack'): 693.121, ('gust', 'd2h'): 693.144, ('merge', 'start'): 693.247, ('merge', 'h2d'): 693.333, ('merge', 'count'): 693.359, ('merge', 'scan'): 693.396, ('merge', 'expand'): 693.462, ('merge', 'merge'): 693.639, ('merge', 'final'): 693.679, ('merge', 'compact'): 693.706, ('merge', 'pack'): 693.733, ('merge', 'd2h'): 693.747, ('mrg2', 'start'): 693.845, ('mrg2', 'h2d'): 693.927, ('mrg2', 'count'): 693.952, ('mrg2', 'scan'): 693.991, ('mrg2', 'merge'): 694.058, ('mrg2', 'final'): 694.094, ('mrg2', 'compact'): 694.117, ('mrg2', 'pack'): 694.142, ('mrg2', 'd2h'): 694.157, ('mrg3', 'start'): 694.251, ('mrg3', 'h2d'): 694.329, ('mrg3', 'count'): 694.374, ('mrg3', 'scan'): 694.426, ('mrg3', 'merge'): 694.483, ('mrg3', 'pack'): 694.505, ('mrg3', 'd2h'): 694.519}",0.0504700001329183,0.316899199411273
Mildly sparse,bcspwr01,39,131,8.61275476660092,275,275,275,275,275,0.0,,0.05899999999996908,0.16899999999998272,0.059000000000082764,0.02800000000002001,0.28700000000003456,0.51,,,,,0.505,0.406,0.385,0.316,,0.3079999999999927,0.2919999999999163,0.20799999999997,0.18999999999994088,0.1289999999999054,"{('cu', 'start'): 653.707, ('cu', 'h2dmalloc'): 653.769, ('cu', 'h2d'): 653.784, ('cu', 'workest'): 653.843, ('cu', 'compute'): 654.012, ('cu', 'copy'): 654.071, ('cu', 'pack'): 654.092, ('cu', 'd2h'): 654.12, ('gust', 'start'): 654.226, ('gust', 'h2d'): 654.306, ('gust', 'count'): 654.337, ('gust', 'scan'): 654.376, ('gust', 'expand'): 654.402, ('gust', 'sort'): 654.452, ('gust', 'reduce'): 654.513, ('gust', 'final'): 654.577, ('gust', 'pack'): 654.598, ('gust', 'd2h'): 654.609, ('merge', 'start'): 654.737, ('merge', 'h2d'): 654.822, ('merge', 'count'): 654.845, ('merge', 'scan'): 654.883, ('merge', 'expand'): 654.909, ('merge', 'merge'): 654.943, ('merge', 'final'): 654.985, ('merge', 'compact'): 655.01, ('merge', 'pack'): 655.03, ('merge', 'd2h'): 655.043, ('mrg2', 'start'): 655.149, ('mrg2', 'h2d'): 655.23, ('mrg2', 'count'): 655.258, ('mrg2', 'scan'): 655.297, ('mrg2', 'merge'): 655.335, ('mrg2', 'final'): 655.37, ('mrg2', 'compact'): 655.4, ('mrg2', 'pack'): 655.42, ('mrg2', 'd2h'): 655.431, ('mrg3', 'start'): 655.54, ('mrg3', 'h2d'): 655.618, ('mrg3', 'count'): 655.645, ('mrg3', 'scan'): 655.698, ('mrg3', 'merge'): 655.728, ('mrg3', 'pack'): 655.747, ('mrg3', 'd2h'): 655.758}",0.048565911129117,0.1860063997795805
Mildly sparse,can_96,96,768,8.333333333333332,1920,1920,1920,1920,1920,0.0,,0.055000000000063665,0.15899999999999181,0.053999999999973625,0.02500000000009095,0.2680000000000291,0.49,,,,,0.492,0.41,0.349,0.293,,0.2980000000000018,0.3079999999999927,0.23200000000008458,0.17999999999994998,0.125,"{('cu', 'start'): 668.71, ('cu', 'h2dmalloc'): 668.772, ('cu', 'h2d'): 668.79, ('cu', 'workest'): 668.845, ('cu', 'compute'): 669.004, ('cu', 'copy'): 669.058, ('cu', 'pack'): 669.088, ('cu', 'd2h'): 669.113, ('gust', 'start'): 669.206, ('gust', 'h2d'): 669.287, ('gust', 'count'): 669.308, ('gust', 'scan'): 669.347, ('gust', 'expand'): 669.37, ('gust', 'sort'): 669.482, ('gust', 'reduce'): 669.522, ('gust', 'final'): 669.575, ('gust', 'pack'): 669.595, ('gust', 'd2h'): 669.605, ('merge', 'start'): 669.706, ('merge', 'h2d'): 669.786, ('merge', 'count'): 669.808, ('merge', 'scan'): 669.845, ('merge', 'expand'): 669.882, ('merge', 'merge'): 669.934, ('merge', 'final'): 669.972, ('merge', 'compact'): 670.0, ('merge', 'pack'): 670.018, ('merge', 'd2h'): 670.029, ('mrg2', 'start'): 670.122, ('mrg2', 'h2d'): 670.197, ('mrg2', 'count'): 670.22, ('mrg2', 'scan'): 670.256, ('mrg2', 'merge'): 670.298, ('mrg2', 'final'): 670.332, ('mrg2', 'compact'): 670.359, ('mrg2', 'pack'): 670.377, ('mrg2', 'd2h'): 670.387, ('mrg3', 'start'): 670.478, ('mrg3', 'h2d'): 670.552, ('mrg3', 'count'): 670.578, ('mrg3', 'scan'): 670.629, ('mrg3', 'merge'): 670.658, ('mrg3', 'pack'): 670.677, ('mrg3', 'd2h'): 670.687}",0.0494441483169794,0.2967583992751315
Mildly sparse,arc130,130,1282,7.585798816568047,15631,15631,15631,15631,15631,0.0,,0.06100000000003547,0.17399999999997817,0.05700000000001637,0.033999999999991815,0.29200000000003,0.507,,,,,0.589,1.735,0.524,0.421,,0.31100000000003547,0.37400000000002365,1.54200000000003,0.3409999999998945,0.2319999999999709,"{('cu', 'start'): 648.256, ('cu', 'h2dmalloc'): 648.316, ('cu', 'h2d'): 648.334, ('cu', 'workest'): 648.395, ('cu', 'compute'): 648.569, ('cu', 'copy'): 648.626, ('cu', 'pack'): 648.645, ('cu', 'd2h'): 648.679, ('gust', 'start'): 648.774, ('gust', 'h2d'): 648.865, ('gust', 'count'): 648.893, ('gust', 'scan'): 648.936, ('gust', 'expand'): 648.983, ('gust', 'sort'): 649.116, ('gust', 'reduce'): 649.16, ('gust', 'final'): 649.219, ('gust', 'pack'): 649.239, ('gust', 'd2h'): 649.267, ('merge', 'start'): 649.372, ('merge', 'h2d'): 649.452, ('merge', 'count'): 649.481, ('merge', 'scan'): 649.517, ('merge', 'expand'): 649.666, ('merge', 'merge'): 650.91, ('merge', 'final'): 650.953, ('merge', 'compact'): 650.977, ('merge', 'pack'): 650.994, ('merge', 'd2h'): 651.014, ('mrg2', 'start'): 651.113, ('mrg2', 'h2d'): 651.19, ('mrg2', 'count'): 651.216, ('mrg2', 'scan'): 651.252, ('mrg2', 'merge'): 651.454, ('mrg2', 'final'): 651.489, ('mrg2', 'compact'): 651.513, ('mrg2', 'pack'): 651.531, ('mrg2', 'd2h'): 651.551, ('mrg3', 'start'): 651.651, ('mrg3', 'h2d'): 651.73, ('mrg3', 'count'): 651.8, ('mrg3', 'scan'): 651.853, ('mrg3', 'merge'): 651.94, ('mrg3', 'pack'): 651.962, ('mrg3', 'd2h'): 651.982}",0.0415011309087276,0.3445183989591897
Mildly sparse,ash85,85,523,7.2387543252595155,1317,1317,1317,1317,1317,0.0,,0.053999999999973625,0.16200000000003456,0.05600000000004002,0.027000000000043656,0.2720000000000482,0.486,,,,,0.542,0.412,0.344,0.36,,0.2939999999999827,0.3349999999999227,0.23300000000006094,0.17200000000002547,0.17099999999993543,"{('cu', 'start'): 651.304, ('cu', 'h2dmalloc'): 651.369, ('cu', 'h2d'): 651.385, ('cu', 'workest'): 651.439, ('cu', 'compute'): 651.601, ('cu', 'copy'): 651.657, ('cu', 'pack'): 651.679, ('cu', 'd2h'): 651.706, ('gust', 'start'): 651.801, ('gust', 'h2d'): 651.883, ('gust', 'count'): 651.91, ('gust', 'scan'): 651.948, ('gust', 'expand'): 651.973, ('gust', 'sort'): 652.085, ('gust', 'reduce'): 652.129, ('gust', 'final'): 652.196, ('gust', 'pack'): 652.218, ('gust', 'd2h'): 652.231, ('merge', 'start'): 652.349, ('merge', 'h2d'): 652.429, ('merge', 'count'): 652.453, ('merge', 'scan'): 652.492, ('merge', 'expand'): 652.525, ('merge', 'merge'): 652.579, ('merge', 'final'): 652.619, ('merge', 'compact'): 652.642, ('merge', 'pack'): 652.662, ('merge', 'd2h'): 652.673, ('mrg2', 'start'): 652.767, ('mrg2', 'h2d'): 652.841, ('mrg2', 'count'): 652.863, ('mrg2', 'scan'): 652.897, ('mrg2', 'merge'): 652.938, ('mrg2', 'final'): 652.971, ('mrg2', 'compact'): 652.996, ('mrg2', 'pack'): 653.013, ('mrg2', 'd2h'): 653.025, ('mrg3', 'start'): 653.119, ('mrg3', 'h2d'): 653.19, ('mrg3', 'count'): 653.229, ('mrg3', 'scan'): 653.301, ('mrg3', 'merge'): 653.343, ('mrg3', 'pack'): 653.361, ('mrg3', 'd2h'): 653.373}",0.031420961022377,0.1958367999410256
