matrix,n,sym,density_pct,cu,serial,merge3,Auto,Auto_choice,Ocean,HSMU,cnnz
1138_bus,1138,Y,0.2005,0.648,0.554,0.299,0.315,merge3,0.224,0.341,11142
494_bus,494,Y,0.4426,0.409,0.238,0.144,0.284,merge3,0.237,0.318,4062
662_bus,662,Y,0.3578,0.626,0.398,0.147,0.15,merge3,0.232,0.334,6480
685_bus,685,Y,0.4192,0.683,0.294,0.29,0.324,merge3,0.232,0.349,9337
arc130,130,N,7.5858,0.425,1.904,0.302,0.252,merge3,0.394,0.448,15631
ash292,292,Y,1.466,0.503,0.285,0.158,0.164,merge3,0.221,0.331,6042
ash85,85,Y,4.2076,0.642,0.223,0.254,0.142,merge3,0.212,0.33,1317
bcspwr01,39,Y,5.5884,0.548,0.466,0.281,0.279,merge3,0.214,0.317,275
bcspwr02,49,Y,4.4981,0.619,0.239,0.139,0.269,merge3,0.209,0.315,403
