name,n,A_nnz,cublas_ms,status
1138_bus,1138,4054,0.11282390914857388,ok
494_bus,494,1666,0.0658698845654726,ok
662_bus,662,2474,0.07834914140403271,ok
685_bus,685,3249,0.0866700429469347,ok
arc130,130,1282,0.041501130908727646,ok
ash292,292,2208,0.052273040637373924,ok
ash85,85,523,0.031420961022377014,ok
bcspwr01,39,131,0.04856591112911701,ok
bcspwr02,49,167,0.04051998257637024,ok
bcspwr03,118,476,0.03944290801882744,ok
bcspwr04,274,1612,0.03384193405508995,ok
bcspwr05,443,1623,0.06190990097820759,ok
bcspwr06,1454,5300,0.24132896214723587,ok
bcspwr07,1612,5824,0.2732500433921814,ok
bcspwr08,1624,6050,0.289177056401968,ok
bcspwr09,1723,6511,0.33718603663146496,ok
bcspwr10,5300,21842,7.620363961905241,ok
bcsstk01,48,400,0.048179877921938896,ok
bcsstk02,66,4356,0.04864996299147606,ok
bcsstk03,112,640,0.03868294879794121,ok
bcsstk04,132,3648,0.032111071050167084,ok
bcsstk05,153,2423,0.05047000013291836,ok
bcsstk06,420,7860,0.059935031458735466,ok
bcsstk07,420,7860,0.05998089909553528,ok
bcsstk08,1074,12960,0.13749185018241405,ok
bcsstk09,1083,18437,0.13081193901598454,ok
bcsstk10,1086,22070,0.14652404934167862,ok
bcsstk11,1473,34241,0.24996581487357616,ok
bcsstk12,1473,34241,0.23215706460177898,ok
bcsstk13,2003,83883,0.5329828709363937,ok
bcsstk14,1806,63454,0.3842159640043974,ok
bcsstk15,3948,117816,3.4469510428607464,ok
bcsstk16,4884,290378,6.905617192387581,ok
bcsstk17,10974,428650,63.72947292402387,ok
bcsstk18,11948,149090,86.1555258743465,ok
bcsstk19,817,6853,0.05750800482928753,ok
bcsstk20,485,3135,0.06399513222277164,ok
bcsstk21,3600,26600,2.685170155018568,ok
bcsstk22,138,696,0.020434148609638214,ok
bcsstk23,3134,45178,1.8119048327207565,ok
bcsstk24,3562,159910,2.6039909571409225,ok
bcsstk25,15439,252241,177.74690710939467,ok
bcsstk26,1922,30336,0.5081109702587128,ok
bcsstk27,1224,56126,0.13839686289429665,ok
bcsstk28,4410,219024,5.049543222412467,ok
bcsstk29,13992,619488,137.12710910476744,ok
bcsstk30,28924,2043492,1181.0736348852515,ok
bcsstk31,35588,1181416,2316.7010678444058,ok
bcsstk32,44609,2014701,4421.557090012357,ok
bcsstk33,8738,591904,32.81728201545775,ok
bcsstm01,48,48,0.016605015844106674,ok
bcsstm02,66,66,0.04712492227554321,ok
bcsstm03,112,112,0.03740517422556877,ok
bcsstm04,132,132,0.048274872824549675,ok
bcsstm05,153,153,0.030925031751394272,ok
bcsstm06,420,420,0.037729041650891304,ok
bcsstm07,420,7252,0.059650978073477745,ok
bcsstm08,1074,1074,0.13009808026254177,ok
bcsstm09,1083,1083,0.12664892710745335,ok
bcsstm10,1086,22092,0.11737900786101818,ok
bcsstm11,1473,1473,0.22231903858482838,ok
bcsstm12,1473,19659,0.23291399702429771,ok
bcsstm13,2003,21943,0.5536598619073629,ok
bcsstm19,817,817,0.07572490721940994,ok
bcsstm20,485,485,0.06461003795266151,ok
bcsstm21,3600,3600,2.703153993934393,ok
bcsstm22,138,138,0.04971399903297424,ok
bcsstm23,3134,3134,1.7992549110203981,ok
bcsstm24,3562,3562,2.6030661538243294,ok
bcsstm25,15439,15439,177.74743493646383,ok
bcsstm26,1922,1922,0.505893025547266,ok
bcsstm27,1224,56126,0.159173971042037,ok
blckhole,2132,14872,0.5955719389021397,ok
bp_0,822,3276,0.07459288462996483,ok
bp_1000,822,4661,0.08288281969726086,ok
bp_1200,822,4726,0.0705299898982048,ok
bp_1400,822,4790,0.08652498945593834,ok
bp_1600,822,4841,0.07673702202737331,ok
bp_200,822,3802,0.0915199052542448,ok
bp_400,822,4028,0.07246900349855423,ok
bp_600,822,4172,0.09186007082462311,ok
bp_800,822,4534,0.09191501885652542,ok
can_1054,1054,12196,0.1100669614970684,ok
can_1072,1072,12444,0.1363488845527172,ok
can_144,144,1296,0.04205293953418732,ok
can_161,161,1377,0.04260009154677391,ok
can_187,187,1491,0.05067000165581703,ok
can_229,229,1777,0.033520860597491264,ok
can_24,24,160,0.04855496808886528,ok
can_256,256,2916,0.03641308285295963,ok
can_268,268,3082,0.04305597394704819,ok
can_292,292,2540,0.05973991937935352,ok
can_445,445,3809,0.06068497896194458,ok
can_61,61,557,0.048593850806355476,ok
can_62,62,218,0.037390971556305885,ok
can_634,634,7228,0.07262080907821655,ok
can_715,715,6665,0.0805750023573637,ok
can_73,73,377,0.03562308847904205,ok
can_838,838,10010,0.09519606828689575,ok
can_96,96,768,0.04944414831697941,ok
