name,ocean_ms,status
1138_bus,0.21294400030747054,ok
494_bus,0.21768320102710276,ok
662_bus,0.20857599910814315,ok
685_bus,0.2234304009703919,ok
arc130,0.3773056005127728,ok
ash292,0.2549919992219657,ok
ash85,0.20244479847606273,ok
bcspwr01,0.19777280015405269,ok
bcspwr02,0.1956672004191205,ok
bcspwr03,0.2080128005007282,ok
bcspwr04,0.22440959874074906,ok
bcspwr05,0.21863040048629043,ok
bcspwr06,0.25717439949512483,ok
bcspwr07,0.2084256011759862,ok
bcspwr08,0.21195199934300035,ok
bcspwr09,0.578124798182398,ok
bcspwr10,0.2363711996236816,ok
bcsstk01,0.287980800238438,ok
bcsstk02,0.8629375997232274,ok
bcsstk03,0.16095040091313423,ok
bcsstk04,0.5095104000298306,ok
bcsstk05,0.3144256002502516,ok
bcsstk06,0.3076223996002227,ok
bcsstk07,0.34026560054626315,ok
bcsstk08,0.3925888021476566,ok
bcsstk09,0.3151711991988122,ok
bcsstk10,0.45998399870004514,ok
bcsstk11,0.5499647975666448,ok
bcsstk12,0.551276800269261,ok
bcsstk13,0.6970912019256502,ok
bcsstk14,0.589932799921371,ok
bcsstk15,0.36038719925563784,ok
bcsstk16,0.7760896019404755,ok
bcsstk17,0.8165823979768903,ok
bcsstk18,0.5056671985192224,ok
bcsstk19,0.4844031985849142,ok
bcsstk20,0.22038080028723925,ok
bcsstk21,0.21358719868585468,ok
bcsstk22,0.20248960081953557,ok
bcsstk23,0.3361952000996098,ok
bcsstk24,0.5973407997749746,ok
bcsstk25,0.43874880028888585,ok
bcsstk26,0.37730880042072384,ok
bcsstk27,0.4951871992787346,ok
bcsstk28,0.686636802367866,ok
bcsstk29,0.8351200039731339,ok
bcsstk30,2.3657247923780234,ok
bcsstk31,1.2418111887993293,ok
bcsstk32,1.7503168060444296,ok
bcsstk33,1.5235776080284267,ok
bcsstm01,0.22180800009518858,ok
bcsstm02,0.1524895998183638,ok
bcsstm03,0.15472319959662856,ok
bcsstm04,0.15477440056856723,ok
bcsstm05,0.15527040029410272,ok
bcsstm06,0.1567520000273362,ok
bcsstm07,0.26823680063243954,ok
bcsstm08,0.1570624005049467,ok
bcsstm09,0.15714240074157715,ok
bcsstm10,0.49522560026962315,ok
bcsstm11,0.17213120076339689,ok
bcsstm12,0.33035519933328034,ok
bcsstm13,0.4547103996388614,ok
bcsstm19,0.17353600019123402,ok
bcsstm20,0.15680319983512164,ok
bcsstm21,0.16100480016320945,ok
bcsstm22,0.1721792005933821,ok
bcsstm23,0.16384319998323918,ok
bcsstm24,0.16502079863566904,ok
bcsstm25,0.17205759999342263,ok
bcsstm26,0.17592960051260886,ok
bcsstm27,0.5382815992226825,ok
blckhole,0.21610560014378277,ok
bp_0,0.23023360099177806,ok
bp_1000,0.24586560132447627,ok
bp_1200,0.24689920074306426,ok
bp_1400,0.2474432002287358,ok
bp_1600,0.2633440004196018,ok
bp_200,0.238348799967207,ok
bp_400,0.24220160129480062,ok
bp_600,0.24014720041304827,ok
bp_800,0.257411199901253,ok
can_1054,0.5469215997029095,ok
can_1072,0.3376383992843329,ok
can_144,0.29422399869654325,ok
can_161,0.2943936018738896,ok
can_187,0.2924255996942521,ok
can_229,0.2921439999016002,ok
can_24,0.1883168001892045,ok
can_256,0.3187519991071895,ok
can_268,0.3064928007312119,ok
can_292,0.3123967999359593,ok
can_445,0.2970559999579564,ok
can_61,0.30079040047712624,ok
can_62,0.18447040077298882,ok
can_634,0.3566719993716106,ok
can_715,0.34504639962688083,ok
can_73,0.1918144005583599,ok
can_838,0.3285759990569204,ok
can_96,0.29114560030866415,ok
