matrix,n,sym,density_pct,merge3,Auto,Auto_choice,Ocean,HSMU,spECK,cnnz
1138_bus,1138,Y,0.2005,0.119,0.116,merge3,0.236,0.367,0.07,11142
494_bus,494,Y,0.4426,0.117,0.105,merge3,0.239,0.332,0.082,4062
662_bus,662,Y,0.3578,0.095,0.089,merge3,0.23,0.358,0.07,6480
685_bus,685,Y,0.4192,0.131,0.121,merge3,0.226,0.353,0.069,9337
arc130,130,N,7.5858,0.153,0.282,hash,0.436,0.434,0.082,15631
