name,class,tag,n,A_nnz,h2d,csc,count,scan,expand,workest,compute,copy,sort,reduce,final,numeric,pack,d2h
bp_1200,Highly sparse,outer,822,4726,0.07900000000006457,0.16899999999998272,0.019000000000005457,0.033999999999991815,0.051000000000044565,,,,0.1289999999999054,0.03700000000003456,0.057999999999992724,,0.018000000000029104,0.03999999999996362
bp_1200,Highly sparse,colw,822,4726,0.08199999999999363,0.15899999999999181,0.02100000000007185,0.032999999999901775,0.022000000000048203,,,,0.1209999999999809,0.038000000000010914,0.053999999999973625,,0.01700000000005275,0.02400000000000091
bp_1200,Highly sparse,inner,822,4726,0.07899999999995089,0.15600000000006276,0.027999999999906322,0.03300000000001546,0.051000000000044565,,,,0.12199999999995725,0.03700000000003456,0.05200000000002092,0.13599999999996726,0.024999999999977263,0.024999999999977263
685_bus,Highly sparse,cu,685,3249,0.08600000000001273,,,,,0.07399999999995543,0.17000000000007276,0.06099999999992178,,,,,0.019000000000005457,0.031000000000062755
685_bus,Highly sparse,gust,685,3249,0.08299999999996999,,0.01999999999998181,0.03999999999996362,0.022000000000048203,,,,0.1169999999999618,0.04100000000005366,0.05700000000001637,,0.019000000000005457,0.014999999999986358
685_bus,Highly sparse,outer,685,3249,0.07900000000006457,0.06700000000000728,0.01999999999998181,0.045999999999935426,0.020000000000095497,,,,0.11899999999991451,0.038000000000010914,0.055000000000063665,,0.017999999999915417,0.027000000000043656
685_bus,Highly sparse,colw,685,3249,0.08299999999996999,0.06799999999998363,0.019000000000005457,0.03600000000005821,0.01999999999998181,,,,0.1150000000000091,0.03599999999994452,0.05200000000002092,,0.01700000000005275,0.01599999999996271
685_bus,Highly sparse,inner,685,3249,0.08199999999999363,0.06800000000009732,0.020999999999958163,0.03499999999996817,0.022000000000048203,,,,0.1129999999999427,0.038000000000010914,0.05299999999999727,0.026000000000067303,0.017999999999915417,0.014999999999986358
bp_1000,Highly sparse,cu,822,4661,0.08999999999991815,,,,,0.07900000000006457,0.19499999999993634,0.06000000000005912,,,,,0.01999999999998181,0.038000000000010914
bp_1000,Highly sparse,gust,822,4661,0.08299999999996999,,0.031000000000062755,0.04099999999993997,0.05299999999999727,,,,0.12599999999997635,0.04399999999998272,0.06100000000003547,,0.018000000000029104,0.023000000000024556
bp_1000,Highly sparse,outer,822,4661,0.08100000000001728,0.15899999999999181,0.019000000000005457,0.03600000000005821,0.05099999999993088,,,,0.1230000000000473,0.03899999999998727,0.06200000000001182,,0.019000000000005457,0.038000000000010914
bp_1000,Highly sparse,colw,822,4661,0.08299999999996999,0.15999999999996817,0.02100000000007185,0.03499999999996817,0.023000000000024556,,,,0.1229999999999336,0.039000000000100954,0.05299999999999727,,0.016999999999939064,0.023000000000024556
bp_1000,Highly sparse,inner,822,4661,0.07799999999997453,0.15800000000001546,0.029999999999972715,0.03700000000003456,0.05099999999993088,,,,0.1230000000000473,0.038000000000010914,0.05299999999999727,0.1349999999999909,0.018000000000029104,0.02400000000000091
494_bus,Highly sparse,cu,494,1666,0.09100000000000819,,,,,0.07100000000002638,0.18100000000004002,0.057999999999992724,,,,,0.019000000000005457,0.025999999999953616
494_bus,Highly sparse,gust,494,1666,0.08600000000001273,,0.022000000000048203,0.04099999999993997,0.022000000000048203,,,,0.11400000000003274,0.04099999999993997,0.057999999999992724,,0.019000000000005457,0.012000000000057298
494_bus,Highly sparse,outer,494,1666,0.07999999999992724,0.06600000000003092,0.019000000000005457,0.04399999999998272,0.01999999999998181,,,,0.11599999999998545,0.03899999999998727,0.055000000000063665,,0.019000000000005457,0.011999999999943611
494_bus,Highly sparse,colw,494,1666,0.08399999999994634,0.06700000000000728,0.019000000000005457,0.03499999999996817,0.019000000000005457,,,,0.10800000000006094,0.03700000000003456,0.049999999999954525,,0.018000000000029104,0.011999999999943611
494_bus,Highly sparse,inner,494,1666,0.09000000000003183,0.06600000000003092,0.019000000000005457,0.03499999999996817,0.01999999999998181,,,,0.1069999999999709,0.03700000000003456,0.04899999999997817,0.026000000000067303,0.018000000000029104,0.011999999999943611
bp_800,Highly sparse,cu,822,4534,0.08699999999998909,,,,,0.08399999999994634,0.20500000000004093,0.05700000000001637,,,,,0.019000000000005457,0.03599999999994452
bp_800,Highly sparse,gust,822,4534,0.08500000000003638,,0.03199999999992542,0.03899999999998727,0.05400000000008731,,,,0.12599999999997635,0.04099999999993997,0.05700000000001637,,0.019000000000005457,0.022000000000048203
bp_800,Highly sparse,outer,822,4534,0.08199999999999363,0.1610000000000582,0.019000000000005457,0.036999999999920874,0.05000000000006821,,,,0.1209999999999809,0.04800000000000182,0.053999999999973625,,0.018000000000029104,0.03499999999996817
bp_800,Highly sparse,colw,822,4534,0.08000000000004093,0.15999999999996817,0.02100000000007185,0.036999999999920874,0.02100000000007185,,,,0.1209999999999809,0.038000000000010914,0.05200000000002092,,0.017999999999915417,0.022000000000048203
bp_800,Highly sparse,inner,822,4534,0.07799999999997453,0.1570000000000391,0.028999999999996362,0.033999999999991815,0.049999999999954525,,,,0.1209999999999809,0.04800000000000182,0.05200000000002092,0.13200000000006185,0.019000000000005457,0.021999999999934516
bcsstm05,Highly sparse,cu,153,153,0.08299999999996999,,,,,0.08199999999999363,0.16399999999998727,0.05600000000004002,,,,,0.018000000000029104,0.024999999999977263
bcsstm05,Highly sparse,gust,153,153,0.08000000000004093,,0.020999999999958163,0.04000000000007731,0.019000000000005457,,,,0.045999999999935426,0.03899999999998727,0.055000000000063665,,0.016999999999939064,0.009999999999990905
bcsstm05,Highly sparse,outer,153,153,0.07600000000002183,0.06599999999991724,0.020000000000095497,0.036999999999920874,0.018000000000029104,,,,0.043000000000006366,0.03599999999994452,0.05700000000001637,,0.01700000000005275,0.009999999999990905
bcsstm05,Highly sparse,colw,153,153,0.07699999999999818,0.05899999999996908,0.019000000000005457,0.033999999999991815,0.01700000000005275,,,,0.043000000000006366,0.03599999999994452,0.04899999999997817,,0.01700000000005275,0.009999999999990905
bcsstm05,Highly sparse,inner,153,153,0.07500000000004547,0.05999999999994543,0.028999999999996362,0.03700000000003456,0.016999999999939064,,,,0.04200000000003001,0.03499999999996817,0.051000000000044565,0.020999999999958163,0.01700000000005275,0.009999999999990905
bp_600,Highly sparse,cu,822,4172,0.09199999999998454,,,,,0.09300000000007458,0.2039999999999509,0.07299999999997908,,,,,0.022000000000048203,0.03599999999994452
bp_600,Highly sparse,gust,822,4172,0.08500000000003638,,0.03300000000001546,0.047000000000025466,0.05599999999992633,,,,0.13999999999998636,0.04899999999997817,0.06800000000009732,,0.02400000000000091,0.01999999999998181
bp_600,Highly sparse,outer,822,4172,0.08899999999994179,0.18400000000008276,0.020999999999958163,0.04200000000003001,0.05200000000002092,,,,0.1269999999999527,0.04499999999995907,0.07900000000006457,,0.021999999999934516,0.035000000000081855
bp_600,Highly sparse,colw,822,4172,0.08799999999996544,0.1750000000000682,0.02400000000000091,0.04099999999993997,0.02400000000000091,,,,0.12400000000002365,0.04399999999998272,0.06100000000003547,,0.02299999999991087,0.020000000000095497
bp_600,Highly sparse,inner,822,4172,0.08400000000006003,0.17099999999993543,0.030000000000086402,0.04099999999993997,0.04600000000004911,,,,0.1269999999999527,0.043000000000006366,0.05899999999996908,0.1330000000000382,0.021999999999934516,0.02100000000007185
bp_400,Highly sparse,cu,822,4028,0.08399999999994634,,,,,0.06700000000000728,0.19100000000003092,0.05600000000004002,,,,,0.017999999999915417,0.033999999999991815
bp_400,Highly sparse,gust,822,4028,0.08799999999996544,,0.03200000000003911,0.03899999999998727,0.04600000000004911,,,,0.11599999999998545,0.03999999999996362,0.05600000000004002,,0.016999999999939064,0.019000000000005457
bp_400,Highly sparse,outer,822,4028,0.07600000000002183,0.16499999999996362,0.018000000000029104,0.033999999999991815,0.047000000000025466,,,,0.11300000000005639,0.045999999999935426,0.051000000000044565,,0.017999999999915417,0.0340000000001055
bp_400,Highly sparse,colw,822,4028,0.07699999999999818,0.16399999999998727,0.01999999999998181,0.03200000000003911,0.01999999999998181,,,,0.11300000000005639,0.03499999999996817,0.04899999999997817,,0.016000000000076398,0.019000000000005457
bp_400,Highly sparse,inner,822,4028,0.07399999999995543,0.16300000000001091,0.02800000000002001,0.03300000000001546,0.043000000000006366,,,,0.11099999999999,0.03499999999996817,0.053999999999973625,0.1290000000000191,0.018000000000029104,0.019000000000005457
662_bus,Highly sparse,cu,662,2474,0.09500000000002728,,,,,0.06900000000007367,0.18299999999999272,0.05899999999996908,,,,,0.018000000000029104,0.02699999999992997
662_bus,Highly sparse,gust,662,2474,0.08700000000010277,,0.01999999999998181,0.03899999999998727,0.020999999999958163,,,,0.11599999999998545,0.04100000000005366,0.053999999999973625,,0.01700000000005275,0.012999999999919964
662_bus,Highly sparse,outer,662,2474,0.08900000000005548,0.06399999999996453,0.018000000000029104,0.033999999999991815,0.017999999999915417,,,,0.11400000000003274,0.038000000000010914,0.057999999999992724,,0.018000000000029104,0.029999999999972715
662_bus,Highly sparse,colw,662,2474,0.09399999999993724,0.06399999999996453,0.020000000000095497,0.032999999999901775,0.018000000000029104,,,,0.11200000000008004,0.03599999999994452,0.04899999999997817,,0.01700000000005275,0.012999999999919964
662_bus,Highly sparse,inner,662,2474,0.08100000000001728,0.07100000000002638,0.019000000000005457,0.033999999999991815,0.019000000000005457,,,,0.11099999999999,0.03499999999996817,0.04800000000000182,0.024999999999977263,0.018000000000029104,0.013000000000033651
bp_200,Highly sparse,cu,822,3802,0.08399999999994634,,,,,0.07000000000005002,0.20000000000004547,0.06099999999992178,,,,,0.018000000000029104,0.03200000000003911
bp_200,Highly sparse,gust,822,3802,0.08199999999999363,,0.03099999999994907,0.03700000000003456,0.04499999999995907,,,,0.11600000000009913,0.03899999999998727,0.05499999999994998,,0.01700000000005275,0.016999999999939064
bp_200,Highly sparse,outer,822,3802,0.07699999999999818,0.18899999999996453,0.019000000000005457,0.033999999999991815,0.04600000000004911,,,,0.11400000000003274,0.04499999999995907,0.05099999999993088,,0.01700000000005275,0.033999999999991815
bp_200,Highly sparse,colw,822,3802,0.07899999999995089,0.18000000000006366,0.01999999999998181,0.03300000000001546,0.01999999999998181,,,,0.12000000000000455,0.03700000000003456,0.05700000000001637,,0.017999999999915417,0.016000000000076398
bp_200,Highly sparse,inner,822,3802,0.07699999999999818,0.17700000000002092,0.02800000000002001,0.03300000000001546,0.043000000000006366,,,,0.11099999999999,0.03599999999994452,0.04800000000000182,0.12400000000002365,0.018000000000029104,0.016999999999939064
bcsstm13,Highly sparse,cu,2003,21943,0.11799999999993815,,,,,0.07799999999997453,0.3650000000000091,0.06299999999998818,,,,,0.01999999999998181,0.17200000000002547
