class,name,n,A_nnz,density_pct,cu_cnnz,man_cnnz,outer_cnnz,colw_cnnz,inner_cnnz,cnnz_gap_pct,buf2,cu_we,cu_compute,cu_copy,cu_d2h,cu_kernel,cu_time,cu_write,man_count,man_fill,man_kernel,man_time,man_write,outer_time,colw_time,inner_time,phases
Mildly sparse,can_73,73,377,7.0744980296490905,1377,1377,1377,1377,1377,0.0,,0.07500000000004547,0.16499999999996362,0.055000000000063665,0.026000000000067303,0.29500000000007276,0.517,,,,,0.447,,0.524,0.493,0.493,"{('cu', 'start'): 678.481, ('cu', 'h2dmalloc'): 678.554, ('cu', 'h2d'): 678.568, ('cu', 'workest'): 678.643, ('cu', 'compute'): 678.808, ('cu', 'copy'): 678.863, ('cu', 'pack'): 678.882, ('cu', 'd2h'): 678.908, ('gust', 'start'): 679.012, ('gust', 'h2d'): 679.093, ('gust', 'count'): 679.112, ('gust', 'scan'): 679.154, ('gust', 'expand'): 679.175, ('gust', 'sort'): 679.222, ('gust', 'reduce'): 679.262, ('gust', 'final'): 679.318, ('gust', 'pack'): 679.336, ('gust', 'd2h'): 679.346, ('outer', 'start'): 679.47, ('outer', 'h2d'): 679.548, ('outer', 'csc'): 679.613, ('outer', 'count'): 679.633, ('outer', 'scan'): 679.669, ('outer', 'expand'): 679.689, ('outer', 'sort'): 679.734, ('outer', 'reduce'): 679.779, ('outer', 'final'): 679.841, ('outer', 'pack'): 679.858, ('outer', 'd2h'): 679.869, ('colw', 'start'): 680.004, ('colw', 'h2d'): 680.083, ('colw', 'csc'): 680.147, ('colw', 'count'): 680.166, ('colw', 'scan'): 680.202, ('colw', 'expand'): 680.222, ('colw', 'sort'): 680.266, ('colw', 'reduce'): 680.302, ('colw', 'final'): 680.353, ('colw', 'pack'): 680.38, ('colw', 'd2h'): 680.39, ('inner', 'start'): 680.507, ('inner', 'h2d'): 680.583, ('inner', 'csc'): 680.647, ('inner', 'count'): 680.666, ('inner', 'scan'): 680.701, ('inner', 'expand'): 680.72, ('inner', 'sort'): 680.765, ('inner', 'reduce'): 680.8, ('inner', 'final'): 680.851, ('inner', 'numeric'): 680.876, ('inner', 'pack'): 680.893, ('inner', 'd2h'): 680.903}"
Mildly sparse,bcspwr02,49,167,6.9554352353186175,403,403,403,403,403,0.0,,0.06899999999995998,0.16800000000000637,0.05600000000004002,0.02400000000000091,0.29300000000000637,0.508,,,,,0.443,,0.503,0.482,0.478,"{('cu', 'start'): 673.05, ('cu', 'h2dmalloc'): 673.123, ('cu', 'h2d'): 673.135, ('cu', 'workest'): 673.204, ('cu', 'compute'): 673.372, ('cu', 'copy'): 673.428, ('cu', 'pack'): 673.446, ('cu', 'd2h'): 673.47, ('gust', 'start'): 673.572, ('gust', 'h2d'): 673.651, ('gust', 'count'): 673.671, ('gust', 'scan'): 673.712, ('gust', 'expand'): 673.743, ('gust', 'sort'): 673.79, ('gust', 'reduce'): 673.829, ('gust', 'final'): 673.886, ('gust', 'pack'): 673.904, ('gust', 'd2h'): 673.914, ('outer', 'start'): 674.025, ('outer', 'h2d'): 674.103, ('outer', 'csc'): 674.164, ('outer', 'count'): 674.182, ('outer', 'scan'): 674.217, ('outer', 'expand'): 674.236, ('outer', 'sort'): 674.287, ('outer', 'reduce'): 674.322, ('outer', 'final'): 674.376, ('outer', 'pack'): 674.393, ('outer', 'd2h'): 674.404, ('colw', 'start'): 674.538, ('colw', 'h2d'): 674.616, ('colw', 'csc'): 674.677, ('colw', 'count'): 674.695, ('colw', 'scan'): 674.74, ('colw', 'expand'): 674.76, ('colw', 'sort'): 674.803, ('colw', 'reduce'): 674.838, ('colw', 'final'): 674.888, ('colw', 'pack'): 674.905, ('colw', 'd2h'): 674.915, ('inner', 'start'): 675.031, ('inner', 'h2d'): 675.106, ('inner', 'csc'): 675.165, ('inner', 'count'): 675.183, ('inner', 'scan'): 675.218, ('inner', 'expand'): 675.236, ('inner', 'sort'): 675.278, ('inner', 'reduce'): 675.312, ('inner', 'final'): 675.36, ('inner', 'numeric'): 675.384, ('inner', 'pack'): 675.402, ('inner', 'd2h'): 675.411}"
Mildly sparse,can_144,144,1296,6.25,3456,3456,3456,3456,3456,0.0,,0.08699999999998909,0.17099999999993543,0.059000000000082764,0.024999999999977263,0.3170000000000073,0.541,,,,,0.51,,0.61,0.568,0.567,"{('cu', 'start'): 694.459, ('cu', 'h2dmalloc'): 694.53, ('cu', 'h2d'): 694.547, ('cu', 'workest'): 694.634, ('cu', 'compute'): 694.805, ('cu', 'copy'): 694.864, ('cu', 'pack'): 694.883, ('cu', 'd2h'): 694.908, ('gust', 'start'): 695.015, ('gust', 'h2d'): 695.099, ('gust', 'count'): 695.119, ('gust', 'scan'): 695.159, ('gust', 'expand'): 695.183, ('gust', 'sort'): 695.298, ('gust', 'reduce'): 695.339, ('gust', 'final'): 695.396, ('gust', 'pack'): 695.414, ('gust', 'd2h'): 695.425, ('outer', 'start'): 695.537, ('outer', 'h2d'): 695.639, ('outer', 'csc'): 695.709, ('outer', 'count'): 695.728, ('outer', 'scan'): 695.765, ('outer', 'expand'): 695.786, ('outer', 'sort'): 695.897, ('outer', 'reduce'): 695.944, ('outer', 'final'): 695.995, ('outer', 'pack'): 696.013, ('outer', 'd2h'): 696.037, ('colw', 'start'): 696.158, ('colw', 'h2d'): 696.24, ('colw', 'csc'): 696.307, ('colw', 'count'): 696.327, ('colw', 'scan'): 696.363, ('colw', 'expand'): 696.384, ('colw', 'sort'): 696.495, ('colw', 'reduce'): 696.532, ('colw', 'final'): 696.592, ('colw', 'pack'): 696.611, ('colw', 'd2h'): 696.622, ('inner', 'start'): 696.737, ('inner', 'h2d'): 696.817, ('inner', 'csc'): 696.883, ('inner', 'count'): 696.903, ('inner', 'scan'): 696.938, ('inner', 'expand'): 696.958, ('inner', 'sort'): 697.068, ('inner', 'reduce'): 697.104, ('inner', 'final'): 697.152, ('inner', 'numeric'): 697.18, ('inner', 'pack'): 697.197, ('inner', 'd2h'): 697.208}"
Mildly sparse,can_62,62,218,5.6711758584807495,482,482,482,482,482,0.0,,0.06899999999995998,0.14999999999997726,0.05200000000002092,0.02400000000000091,0.27099999999995816,0.536,,,,,0.423,,0.488,0.45,0.456,"{('cu', 'start'): 685.144, ('cu', 'h2dmalloc'): 685.211, ('cu', 'h2d'): 685.225, ('cu', 'workest'): 685.294, ('cu', 'compute'): 685.444, ('cu', 'copy'): 685.496, ('cu', 'pack'): 685.514, ('cu', 'd2h'): 685.538, ('gust', 'start'): 685.692, ('gust', 'h2d'): 685.779, ('gust', 'count'): 685.801, ('gust', 'scan'): 685.843, ('gust', 'expand'): 685.863, ('gust', 'sort'): 685.909, ('gust', 'reduce'): 685.949, ('gust', 'final'): 686.003, ('gust', 'pack'): 686.021, ('gust', 'd2h'): 686.03, ('outer', 'start'): 686.125, ('outer', 'h2d'): 686.198, ('outer', 'csc'): 686.259, ('outer', 'count'): 686.277, ('outer', 'scan'): 686.31, ('outer', 'expand'): 686.329, ('outer', 'sort'): 686.373, ('outer', 'reduce'): 686.41, ('outer', 'final'): 686.468, ('outer', 'pack'): 686.485, ('outer', 'd2h'): 686.494, ('colw', 'start'): 686.623, ('colw', 'h2d'): 686.7, ('colw', 'csc'): 686.762, ('colw', 'count'): 686.781, ('colw', 'scan'): 686.815, ('colw', 'expand'): 686.833, ('colw', 'sort'): 686.875, ('colw', 'reduce'): 686.909, ('colw', 'final'): 686.957, ('colw', 'pack'): 686.974, ('colw', 'd2h'): 686.983, ('inner', 'start'): 687.081, ('inner', 'h2d'): 687.153, ('inner', 'csc'): 687.212, ('inner', 'count'): 687.23, ('inner', 'scan'): 687.264, ('inner', 'expand'): 687.281, ('inner', 'sort'): 687.324, ('inner', 'reduce'): 687.356, ('inner', 'final'): 687.405, ('inner', 'numeric'): 687.428, ('inner', 'pack'): 687.445, ('inner', 'd2h'): 687.454}"
Mildly sparse,can_161,161,1377,5.31229505034528,3761,3761,3761,3761,3761,0.0,,0.07000000000005002,0.18600000000003547,0.057999999999992724,0.025999999999953616,0.3140000000000782,0.528,,,,,0.479,,0.553,0.526,0.554,"{('cu', 'start'): 688.457, ('cu', 'h2dmalloc'): 688.526, ('cu', 'h2d'): 688.545, ('cu', 'workest'): 688.615, ('cu', 'compute'): 688.801, ('cu', 'copy'): 688.859, ('cu', 'pack'): 688.878, ('cu', 'd2h'): 688.904, ('gust', 'start'): 688.996, ('gust', 'h2d'): 689.077, ('gust', 'count'): 689.098, ('gust', 'scan'): 689.137, ('gust', 'expand'): 689.159, ('gust', 'sort'): 689.269, ('gust', 'reduce'): 689.307, ('gust', 'final'): 689.362, ('gust', 'pack'): 689.379, ('gust', 'd2h'): 689.39, ('outer', 'start'): 689.486, ('outer', 'h2d'): 689.563, ('outer', 'csc'): 689.627, ('outer', 'count'): 689.645, ('outer', 'scan'): 689.678, ('outer', 'expand'): 689.697, ('outer', 'sort'): 689.805, ('outer', 'reduce'): 689.848, ('outer', 'final'): 689.897, ('outer', 'pack'): 689.915, ('outer', 'd2h'): 689.94, ('colw', 'start'): 690.048, ('colw', 'h2d'): 690.129, ('colw', 'csc'): 690.194, ('colw', 'count'): 690.214, ('colw', 'scan'): 690.247, ('colw', 'expand'): 690.267, ('colw', 'sort'): 690.374, ('colw', 'reduce'): 690.409, ('colw', 'final'): 690.456, ('colw', 'pack'): 690.473, ('colw', 'd2h'): 690.484, ('inner', 'start'): 690.583, ('inner', 'h2d'): 690.661, ('inner', 'csc'): 690.724, ('inner', 'count'): 690.743, ('inner', 'scan'): 690.781, ('inner', 'expand'): 690.802, ('inner', 'sort'): 690.908, ('inner', 'reduce'): 690.942, ('inner', 'final'): 690.995, ('inner', 'numeric'): 691.02, ('inner', 'pack'): 691.038, ('inner', 'd2h'): 691.049}"
Mildly sparse,bcsstk03,112,640,5.1020408163265305,1072,1072,1072,1072,1072,0.0,,0.06699999999989359,0.16000000000008185,0.05200000000002092,0.02400000000000091,0.27899999999999636,0.48,,,,,0.486,,0.541,0.511,0.527,"{('cu', 'start'): 674.458, ('cu', 'h2dmalloc'): 674.527, ('cu', 'h2d'): 674.541, ('cu', 'workest'): 674.608, ('cu', 'compute'): 674.768, ('cu', 'copy'): 674.82, ('cu', 'pack'): 674.838, ('cu', 'd2h'): 674.862, ('gust', 'start'): 674.951, ('gust', 'h2d'): 675.03, ('gust', 'count'): 675.048, ('gust', 'scan'): 675.086, ('gust', 'expand'): 675.107, ('gust', 'sort'): 675.217, ('gust', 'reduce'): 675.255, ('gust', 'final'): 675.323, ('gust', 'pack'): 675.341, ('gust', 'd2h'): 675.35, ('outer', 'start'): 675.446, ('outer', 'h2d'): 675.524, ('outer', 'csc'): 675.585, ('outer', 'count'): 675.604, ('outer', 'scan'): 675.636, ('outer', 'expand'): 675.653, ('outer', 'sort'): 675.76, ('outer', 'reduce'): 675.803, ('outer', 'final'): 675.851, ('outer', 'pack'): 675.868, ('outer', 'd2h'): 675.877, ('colw', 'start'): 675.997, ('colw', 'h2d'): 676.076, ('colw', 'csc'): 676.136, ('colw', 'count'): 676.155, ('colw', 'scan'): 676.187, ('colw', 'expand'): 676.204, ('colw', 'sort'): 676.309, ('colw', 'reduce'): 676.344, ('colw', 'final'): 676.392, ('colw', 'pack'): 676.409, ('colw', 'd2h'): 676.418, ('inner', 'start'): 676.517, ('inner', 'h2d'): 676.59, ('inner', 'csc'): 676.65, ('inner', 'count'): 676.668, ('inner', 'scan'): 676.7, ('inner', 'expand'): 676.719, ('inner', 'sort'): 676.822, ('inner', 'reduce'): 676.857, ('inner', 'final'): 676.91, ('inner', 'numeric'): 676.933, ('inner', 'pack'): 676.95, ('inner', 'd2h'): 676.959}"
Mildly sparse,bcsstk06,420,7860,4.45578231292517,23660,23660,23660,23660,23660,0.0,,0.08199999999999363,0.26300000000003365,0.05999999999994543,0.1230000000000473,0.4049999999999727,0.712,,,,,0.826,,1.048,1.025,1.044,"{('cu', 'start'): 668.992, ('cu', 'h2dmalloc'): 669.06, ('cu', 'h2d'): 669.077, ('cu', 'workest'): 669.159, ('cu', 'compute'): 669.422, ('cu', 'copy'): 669.482, ('cu', 'pack'): 669.501, ('cu', 'd2h'): 669.624, ('gust', 'start'): 669.718, ('gust', 'h2d'): 669.799, ('gust', 'count'): 669.821, ('gust', 'scan'): 669.86, ('gust', 'expand'): 669.889, ('gust', 'sort'): 670.166, ('gust', 'reduce'): 670.274, ('gust', 'final'): 670.336, ('gust', 'pack'): 670.356, ('gust', 'd2h'): 670.379, ('outer', 'start'): 670.556, ('outer', 'h2d'): 670.633, ('outer', 'csc'): 670.711, ('outer', 'count'): 670.73, ('outer', 'scan'): 670.765, ('outer', 'expand'): 670.847, ('outer', 'sort'): 671.118, ('outer', 'reduce'): 671.225, ('outer', 'final'): 671.368, ('outer', 'pack'): 671.389, ('outer', 'd2h'): 671.427, ('colw', 'start'): 671.616, ('colw', 'h2d'): 671.696, ('colw', 'csc'): 671.775, ('colw', 'count'): 671.795, ('colw', 'scan'): 671.83, ('colw', 'expand'): 671.919, ('colw', 'sort'): 672.184, ('colw', 'reduce'): 672.29, ('colw', 'final'): 672.424, ('colw', 'pack'): 672.445, ('colw', 'd2h'): 672.469, ('inner', 'start'): 672.653, ('inner', 'h2d'): 672.732, ('inner', 'csc'): 672.81, ('inner', 'count'): 672.83, ('inner', 'scan'): 672.865, ('inner', 'expand'): 672.951, ('inner', 'sort'): 673.215, ('inner', 'reduce'): 673.321, ('inner', 'final'): 673.453, ('inner', 'numeric'): 673.489, ('inner', 'pack'): 673.508, ('inner', 'd2h'): 673.532}"
Mildly sparse,bcsstk07,420,7860,4.45578231292517,23660,23660,23660,23660,23660,0.0,,0.07200000000000273,0.2659999999999627,0.06500000000005457,0.12199999999995725,0.40300000000002,0.707,,,,,0.831,,1.041,1.04,1.056,"{('cu', 'start'): 671.762, ('cu', 'h2dmalloc'): 671.828, ('cu', 'h2d'): 671.846, ('cu', 'workest'): 671.918, ('cu', 'compute'): 672.184, ('cu', 'copy'): 672.249, ('cu', 'pack'): 672.269, ('cu', 'd2h'): 672.391, ('gust', 'start'): 672.483, ('gust', 'h2d'): 672.564, ('gust', 'count'): 672.587, ('gust', 'scan'): 672.626, ('gust', 'expand'): 672.656, ('gust', 'sort'): 672.923, ('gust', 'reduce'): 673.042, ('gust', 'final'): 673.106, ('gust', 'pack'): 673.125, ('gust', 'd2h'): 673.149, ('outer', 'start'): 673.327, ('outer', 'h2d'): 673.404, ('outer', 'csc'): 673.484, ('outer', 'count'): 673.504, ('outer', 'scan'): 673.539, ('outer', 'expand'): 673.62, ('outer', 'sort'): 673.882, ('outer', 'reduce'): 673.992, ('outer', 'final'): 674.134, ('outer', 'pack'): 674.155, ('outer', 'd2h'): 674.192, ('colw', 'start'): 674.381, ('colw', 'h2d'): 674.463, ('colw', 'csc'): 674.543, ('colw', 'count'): 674.564, ('colw', 'scan'): 674.599, ('colw', 'expand'): 674.688, ('colw', 'sort'): 674.951, ('colw', 'reduce'): 675.061, ('colw', 'final'): 675.202, ('colw', 'pack'): 675.224, ('colw', 'd2h'): 675.248, ('inner', 'start'): 675.433, ('inner', 'h2d'): 675.512, ('inner', 'csc'): 675.592, ('inner', 'count'): 675.612, ('inner', 'scan'): 675.649, ('inner', 'expand'): 675.733, ('inner', 'sort'): 676.004, ('inner', 'reduce'): 676.11, ('inner', 'final'): 676.245, ('inner', 'numeric'): 676.282, ('inner', 'pack'): 676.303, ('inner', 'd2h'): 676.327}"
Mildly sparse,can_256,256,2916,4.449462890625,18568,18568,18568,18568,18568,0.0,,0.07400000000006912,0.19499999999993634,0.057999999999992724,0.03599999999994452,0.3269999999999982,0.571,,,,,0.573,,0.671,0.64,0.669,"{('cu', 'start'): 679.472, ('cu', 'h2dmalloc'): 679.544, ('cu', 'h2d'): 679.573, ('cu', 'workest'): 679.647, ('cu', 'compute'): 679.842, ('cu', 'copy'): 679.9, ('cu', 'pack'): 679.918, ('cu', 'd2h'): 679.954, ('gust', 'start'): 680.059, ('gust', 'h2d'): 680.147, ('gust', 'count'): 680.171, ('gust', 'scan'): 680.222, ('gust', 'expand'): 680.256, ('gust', 'sort'): 680.381, ('gust', 'reduce'): 680.423, ('gust', 'final'): 680.483, ('gust', 'pack'): 680.502, ('gust', 'd2h'): 680.522, ('outer', 'start'): 680.644, ('outer', 'h2d'): 680.734, ('outer', 'csc'): 680.836, ('outer', 'count'): 680.853, ('outer', 'scan'): 680.89, ('outer', 'expand'): 680.916, ('outer', 'sort'): 681.036, ('outer', 'reduce'): 681.083, ('outer', 'final'): 681.138, ('outer', 'pack'): 681.156, ('outer', 'd2h'): 681.191, ('colw', 'start'): 681.326, ('colw', 'h2d'): 681.413, ('colw', 'csc'): 681.514, ('colw', 'count'): 681.535, ('colw', 'scan'): 681.571, ('colw', 'expand'): 681.603, ('colw', 'sort'): 681.723, ('colw', 'reduce'): 681.762, ('colw', 'final'): 681.821, ('colw', 'pack'): 681.838, ('colw', 'd2h'): 681.859, ('inner', 'start'): 681.976, ('inner', 'h2d'): 682.061, ('inner', 'csc'): 682.16, ('inner', 'count'): 682.18, ('inner', 'scan'): 682.224, ('inner', 'expand'): 682.255, ('inner', 'sort'): 682.377, ('inner', 'reduce'): 682.413, ('inner', 'final'): 682.466, ('inner', 'numeric'): 682.508, ('inner', 'pack'): 682.526, ('inner', 'd2h'): 682.546}"
Mildly sparse,can_268,268,3082,4.291044776119403,15590,15590,15590,15590,15590,0.0,,0.06700000000000728,0.18700000000001182,0.053999999999973625,0.03300000000001546,0.3079999999999927,0.535,,,,,0.513,,0.605,0.566,0.604,"{('cu', 'start'): 664.4, ('cu', 'h2dmalloc'): 664.472, ('cu', 'h2d'): 664.487, ('cu', 'workest'): 664.554, ('cu', 'compute'): 664.741, ('cu', 'copy'): 664.795, ('cu', 'pack'): 664.813, ('cu', 'd2h'): 664.846, ('gust', 'start'): 664.946, ('gust', 'h2d'): 665.031, ('gust', 'count'): 665.053, ('gust', 'scan'): 665.091, ('gust', 'expand'): 665.118, ('gust', 'sort'): 665.245, ('gust', 'reduce'): 665.283, ('gust', 'final'): 665.339, ('gust', 'pack'): 665.356, ('gust', 'd2h'): 665.375, ('outer', 'start'): 665.469, ('outer', 'h2d'): 665.547, ('outer', 'csc'): 665.62, ('outer', 'count'): 665.639, ('outer', 'scan'): 665.672, ('outer', 'expand'): 665.694, ('outer', 'sort'): 665.815, ('outer', 'reduce'): 665.859, ('outer', 'final'): 665.922, ('outer', 'pack'): 665.94, ('outer', 'd2h'): 665.974, ('colw', 'start'): 666.085, ('colw', 'h2d'): 666.164, ('colw', 'csc'): 666.239, ('colw', 'count'): 666.26, ('colw', 'scan'): 666.294, ('colw', 'expand'): 666.318, ('colw', 'sort'): 666.44, ('colw', 'reduce'): 666.475, ('colw', 'final'): 666.527, ('colw', 'pack'): 666.544, ('colw', 'd2h'): 666.562, ('inner', 'start'): 666.66, ('inner', 'h2d'): 666.736, ('inner', 'csc'): 666.808, ('inner', 'count'): 666.828, ('inner', 'scan'): 666.86, ('inner', 'expand'): 666.885, ('inner', 'sort'): 667.016, ('inner', 'reduce'): 667.051, ('inner', 'final'): 667.109, ('inner', 'numeric'): 667.141, ('inner', 'pack'): 667.158, ('inner', 'd2h'): 667.176}"
Mildly sparse,can_187,187,1491,4.26377648774629,3719,3719,3719,3719,3719,0.0,,0.07600000000002183,0.17999999999994998,0.057999999999992724,0.027000000000043656,0.31399999999996453,0.542,,,,,0.545,,0.606,0.566,0.584,"{('cu', 'start'): 672.57, ('cu', 'h2dmalloc'): 672.645, ('cu', 'h2d'): 672.663, ('cu', 'workest'): 672.739, ('cu', 'compute'): 672.919, ('cu', 'copy'): 672.977, ('cu', 'pack'): 672.996, ('cu', 'd2h'): 673.023, ('gust', 'start'): 673.127, ('gust', 'h2d'): 673.236, ('gust', 'count'): 673.259, ('gust', 'scan'): 673.303, ('gust', 'expand'): 673.325, ('gust', 'sort'): 673.442, ('gust', 'reduce'): 673.484, ('gust', 'final'): 673.541, ('gust', 'pack'): 673.56, ('gust', 'd2h'): 673.571, ('outer', 'start'): 673.684, ('outer', 'h2d'): 673.768, ('outer', 'csc'): 673.836, ('outer', 'count'): 673.856, ('outer', 'scan'): 673.892, ('outer', 'expand'): 673.911, ('outer', 'sort'): 674.024, ('outer', 'reduce'): 674.072, ('outer', 'final'): 674.124, ('outer', 'pack'): 674.141, ('outer', 'd2h'): 674.176, ('colw', 'start'): 674.301, ('colw', 'h2d'): 674.386, ('colw', 'csc'): 674.454, ('colw', 'count'): 674.475, ('colw', 'scan'): 674.512, ('colw', 'expand'): 674.532, ('colw', 'sort'): 674.644, ('colw', 'reduce'): 674.681, ('colw', 'final'): 674.733, ('colw', 'pack'): 674.752, ('colw', 'd2h'): 674.763, ('inner', 'start'): 674.877, ('inner', 'h2d'): 674.96, ('inner', 'csc'): 675.024, ('inner', 'count'): 675.043, ('inner', 'scan'): 675.078, ('inner', 'expand'): 675.098, ('inner', 'sort'): 675.209, ('inner', 'reduce'): 675.246, ('inner', 'final'): 675.303, ('inner', 'numeric'): 675.329, ('inner', 'pack'): 675.348, ('inner', 'd2h'): 675.358}"
Mildly sparse,bcsstm07,420,7252,4.111111111111112,22972,22972,22972,22972,22972,0.0,,0.07100000000002638,0.2580000000000382,0.05999999999994543,0.13600000000008095,0.38900000000001,0.711,,,,,0.816,,1.06,1.013,0.897,"{('cu', 'start'): 712.24, ('cu', 'h2dmalloc'): 712.307, ('cu', 'h2d'): 712.324, ('cu', 'workest'): 712.395, ('cu', 'compute'): 712.653, ('cu', 'copy'): 712.713, ('cu', 'pack'): 712.732, ('cu', 'd2h'): 712.868, ('gust', 'start'): 712.965, ('gust', 'h2d'): 713.05, ('gust', 'count'): 713.072, ('gust', 'scan'): 713.111, ('gust', 'expand'): 713.141, ('gust', 'sort'): 713.409, ('gust', 'reduce'): 713.512, ('gust', 'final'): 713.575, ('gust', 'pack'): 713.593, ('gust', 'd2h'): 713.617, ('outer', 'start'): 713.794, ('outer', 'h2d'): 713.881, ('outer', 'csc'): 713.961, ('outer', 'count'): 713.98, ('outer', 'scan'): 714.016, ('outer', 'expand'): 714.038, ('outer', 'sort'): 714.307, ('outer', 'reduce'): 714.414, ('outer', 'final'): 714.548, ('outer', 'pack'): 714.627, ('outer', 'd2h'): 714.668, ('colw', 'start'): 714.865, ('colw', 'h2d'): 714.945, ('colw', 'csc'): 715.024, ('colw', 'count'): 715.045, ('colw', 'scan'): 715.081, ('colw', 'expand'): 715.107, ('colw', 'sort'): 715.372, ('colw', 'reduce'): 715.47, ('colw', 'final'): 715.6, ('colw', 'pack'): 715.676, ('colw', 'd2h'): 715.702, ('inner', 'start'): 715.89, ('inner', 'h2d'): 715.967, ('inner', 'csc'): 716.045, ('inner', 'count'): 716.065, ('inner', 'scan'): 716.101, ('inner', 'expand'): 716.126, ('inner', 'sort'): 716.39, ('inner', 'reduce'): 716.488, ('inner', 'final'): 716.617, ('inner', 'numeric'): 716.651, ('inner', 'pack'): 716.67, ('inner', 'd2h'): 716.695}"
Mildly sparse,bcsstk27,1224,56126,3.7462888205391085,138106,138106,138106,138106,138106,0.0,,0.07100000000002638,0.4880000000000564,0.12999999999999545,0.21600000000000819,0.6890000000000782,1.182,,,,,1.751,,1.844,1.845,1.906,"{('cu', 'start'): 684.755, ('cu', 'h2dmalloc'): 684.815, ('cu', 'h2d'): 684.872, ('cu', 'workest'): 684.943, ('cu', 'compute'): 685.431, ('cu', 'copy'): 685.561, ('cu', 'pack'): 685.583, ('cu', 'd2h'): 685.799, ('gust', 'start'): 685.949, ('gust', 'h2d'): 686.066, ('gust', 'count'): 686.09, ('gust', 'scan'): 686.13, ('gust', 'expand'): 686.299, ('gust', 'sort'): 686.852, ('gust', 'reduce'): 687.026, ('gust', 'final'): 687.365, ('gust', 'pack'): 687.453, ('gust', 'd2h'): 687.564, ('outer', 'start'): 687.712, ('outer', 'h2d'): 687.825, ('outer', 'csc'): 687.928, ('outer', 'count'): 687.948, ('outer', 'scan'): 687.984, ('outer', 'expand'): 688.125, ('outer', 'sort'): 688.679, ('outer', 'reduce'): 688.862, ('outer', 'final'): 689.068, ('outer', 'pack'): 689.169, ('outer', 'd2h'): 689.28, ('colw', 'start'): 689.566, ('colw', 'h2d'): 689.683, ('colw', 'csc'): 689.788, ('colw', 'count'): 689.811, ('colw', 'scan'): 689.846, ('colw', 'expand'): 690.002, ('colw', 'sort'): 690.55, ('colw', 'reduce'): 690.728, ('colw', 'final'): 690.937, ('colw', 'pack'): 691.019, ('colw', 'd2h'): 691.13, ('inner', 'start'): 691.421, ('inner', 'h2d'): 691.536, ('inner', 'csc'): 691.641, ('inner', 'count'): 691.665, ('inner', 'scan'): 691.7, ('inner', 'expand'): 691.856, ('inner', 'sort'): 692.411, ('inner', 'reduce'): 692.586, ('inner', 'final'): 692.792, ('inner', 'numeric'): 692.982, ('inner', 'pack'): 693.064, ('inner', 'd2h'): 693.174}"
Mildly sparse,bcsstm27,1224,56126,3.7462888205391085,138106,138106,138106,138106,138106,0.0,,0.07600000000002183,0.5059999999999718,0.13400000000001455,0.21899999999993724,0.7160000000000082,1.23,,,,,1.86,,2.076,2.142,2.012,"{('cu', 'start'): 699.845, ('cu', 'h2dmalloc'): 699.909, ('cu', 'h2d'): 699.954, ('cu', 'workest'): 700.03, ('cu', 'compute'): 700.536, ('cu', 'copy'): 700.67, ('cu', 'pack'): 700.692, ('cu', 'd2h'): 700.911, ('gust', 'start'): 701.091, ('gust', 'h2d'): 701.199, ('gust', 'count'): 701.223, ('gust', 'scan'): 701.28, ('gust', 'expand'): 701.449, ('gust', 'sort'): 702.02, ('gust', 'reduce'): 702.2, ('gust', 'final'): 702.597, ('gust', 'pack'): 702.688, ('gust', 'd2h'): 702.788, ('outer', 'start'): 702.963, ('outer', 'h2d'): 703.066, ('outer', 'csc'): 703.173, ('outer', 'count'): 703.192, ('outer', 'scan'): 703.23, ('outer', 'expand'): 703.401, ('outer', 'sort'): 703.98, ('outer', 'reduce'): 704.156, ('outer', 'final'): 704.427, ('outer', 'pack'): 704.539, ('outer', 'd2h'): 704.638, ('colw', 'start'): 705.057, ('colw', 'h2d'): 705.195, ('colw', 'csc'): 705.329, ('colw', 'count'): 705.362, ('colw', 'scan'): 705.413, ('colw', 'expand'): 705.637, ('colw', 'sort'): 706.238, ('colw', 'reduce'): 706.444, ('colw', 'final'): 706.685, ('colw', 'pack'): 706.772, ('colw', 'd2h'): 706.871, ('inner', 'start'): 707.212, ('inner', 'h2d'): 707.33, ('inner', 'csc'): 707.439, ('inner', 'count'): 707.464, ('inner', 'scan'): 707.501, ('inner', 'expand'): 707.662, ('inner', 'sort'): 708.232, ('inner', 'reduce'): 708.419, ('inner', 'final'): 708.657, ('inner', 'numeric'): 708.877, ('inner', 'pack'): 708.962, ('inner', 'd2h'): 709.062}"
