class,name,n,A_nnz,density_pct,cu_cnnz,man_cnnz,outer_cnnz,colw_cnnz,inner_cnnz,cnnz_gap_pct,buf2,cu_we,cu_compute,cu_copy,cu_d2h,cu_kernel,cu_time,cu_write,man_count,man_fill,man_kernel,man_time,man_write,outer_time,colw_time,inner_time,phases
Mildly sparse,bcsstk22,138,696,3.6546943919344677,1552,1552,1552,1552,1552,0.0,,0.09199999999998454,0.17200000000002547,0.05899999999996908,0.03099999999994907,0.3229999999999791,0.559,,,,,0.534,,0.599,0.568,0.572,"{('cu', 'start'): 523.995, ('cu', 'h2dmalloc'): 524.069, ('cu', 'h2d'): 524.085, ('cu', 'workest'): 524.177, ('cu', 'compute'): 524.349, ('cu', 'copy'): 524.408, ('cu', 'pack'): 524.428, ('cu', 'd2h'): 524.459, ('gust', 'start'): 524.571, ('gust', 'h2d'): 524.659, ('gust', 'count'): 524.68, ('gust', 'scan'): 524.723, ('gust', 'expand'): 524.745, ('gust', 'sort'): 524.859, ('gust', 'reduce'): 524.901, ('gust', 'final'): 524.959, ('gust', 'pack'): 524.978, ('gust', 'd2h'): 524.991, ('outer', 'start'): 525.118, ('outer', 'h2d'): 525.204, ('outer', 'csc'): 525.273, ('outer', 'count'): 525.292, ('outer', 'scan'): 525.329, ('outer', 'expand'): 525.347, ('outer', 'sort'): 525.458, ('outer', 'reduce'): 525.498, ('outer', 'final'): 525.56, ('outer', 'pack'): 525.578, ('outer', 'd2h'): 525.592, ('colw', 'start'): 525.734, ('colw', 'h2d'): 525.816, ('colw', 'csc'): 525.883, ('colw', 'count'): 525.902, ('colw', 'scan'): 525.938, ('colw', 'expand'): 525.957, ('colw', 'sort'): 526.069, ('colw', 'reduce'): 526.11, ('colw', 'final'): 526.162, ('colw', 'pack'): 526.18, ('colw', 'd2h'): 526.193, ('inner', 'start'): 526.316, ('inner', 'h2d'): 526.397, ('inner', 'csc'): 526.462, ('inner', 'count'): 526.481, ('inner', 'scan'): 526.517, ('inner', 'expand'): 526.536, ('inner', 'sort'): 526.645, ('inner', 'reduce'): 526.682, ('inner', 'final'): 526.733, ('inner', 'numeric'): 526.756, ('inner', 'pack'): 526.775, ('inner', 'd2h'): 526.788}"
Mildly sparse,bcspwr03,118,476,3.418557885665039,1270,1270,1270,1270,1270,0.0,,0.05199999999990723,0.14400000000000546,0.044000000000096406,0.025999999999953616,0.2400000000000091,0.409,,,,,0.351,,0.414,0.393,0.412,"{('cu', 'start'): 512.633, ('cu', 'h2dmalloc'): 512.689, ('cu', 'h2d'): 512.7, ('cu', 'workest'): 512.752, ('cu', 'compute'): 512.896, ('cu', 'copy'): 512.94, ('cu', 'pack'): 512.956, ('cu', 'd2h'): 512.982, ('gust', 'start'): 513.054, ('gust', 'h2d'): 513.117, ('gust', 'count'): 513.134, ('gust', 'scan'): 513.166, ('gust', 'expand'): 513.186, ('gust', 'sort'): 513.229, ('gust', 'reduce'): 513.262, ('gust', 'final'): 513.311, ('gust', 'pack'): 513.325, ('gust', 'd2h'): 513.336, ('outer', 'start'): 513.415, ('outer', 'h2d'): 513.476, ('outer', 'csc'): 513.529, ('outer', 'count'): 513.546, ('outer', 'scan'): 513.576, ('outer', 'expand'): 513.595, ('outer', 'sort'): 513.636, ('outer', 'reduce'): 513.667, ('outer', 'final'): 513.715, ('outer', 'pack'): 513.729, ('outer', 'd2h'): 513.741, ('colw', 'start'): 513.841, ('colw', 'h2d'): 513.903, ('colw', 'csc'): 513.957, ('colw', 'count'): 513.974, ('colw', 'scan'): 514.003, ('colw', 'expand'): 514.02, ('colw', 'sort'): 514.06, ('colw', 'reduce'): 514.09, ('colw', 'final'): 514.133, ('colw', 'pack'): 514.147, ('colw', 'd2h'): 514.158, ('inner', 'start'): 514.244, ('inner', 'h2d'): 514.303, ('inner', 'csc'): 514.356, ('inner', 'count'): 514.373, ('inner', 'scan'): 514.403, ('inner', 'expand'): 514.42, ('inner', 'sort'): 514.46, ('inner', 'reduce'): 514.489, ('inner', 'final'): 514.531, ('inner', 'numeric'): 514.553, ('inner', 'pack'): 514.567, ('inner', 'd2h'): 514.578}"
Mildly sparse,can_229,229,1777,3.388570012013501,5017,5017,5017,5017,5017,0.0,,0.07400000000006912,0.17199999999991178,0.05700000000001637,0.03200000000003911,0.30299999999999727,0.534,,,,,0.529,,0.614,0.592,0.596,"{('cu', 'start'): 526.174, ('cu', 'h2dmalloc'): 526.248, ('cu', 'h2d'): 526.266, ('cu', 'workest'): 526.34, ('cu', 'compute'): 526.512, ('cu', 'copy'): 526.569, ('cu', 'pack'): 526.587, ('cu', 'd2h'): 526.619, ('gust', 'start'): 526.728, ('gust', 'h2d'): 526.813, ('gust', 'count'): 526.834, ('gust', 'scan'): 526.876, ('gust', 'expand'): 526.898, ('gust', 'sort'): 527.022, ('gust', 'reduce'): 527.062, ('gust', 'final'): 527.12, ('gust', 'pack'): 527.138, ('gust', 'd2h'): 527.154, ('outer', 'start'): 527.271, ('outer', 'h2d'): 527.361, ('outer', 'csc'): 527.43, ('outer', 'count'): 527.45, ('outer', 'scan'): 527.487, ('outer', 'expand'): 527.507, ('outer', 'sort'): 527.624, ('outer', 'reduce'): 527.664, ('outer', 'final'): 527.724, ('outer', 'pack'): 527.743, ('outer', 'd2h'): 527.774, ('colw', 'start'): 527.901, ('colw', 'h2d'): 528.0, ('colw', 'csc'): 528.07, ('colw', 'count'): 528.092, ('colw', 'scan'): 528.127, ('colw', 'expand'): 528.147, ('colw', 'sort'): 528.262, ('colw', 'reduce'): 528.3, ('colw', 'final'): 528.354, ('colw', 'pack'): 528.372, ('colw', 'd2h'): 528.388, ('inner', 'start'): 528.507, ('inner', 'h2d'): 528.588, ('inner', 'csc'): 528.655, ('inner', 'count'): 528.675, ('inner', 'scan'): 528.711, ('inner', 'expand'): 528.73, ('inner', 'sort'): 528.844, ('inner', 'reduce'): 528.881, ('inner', 'final'): 528.933, ('inner', 'numeric'): 528.969, ('inner', 'pack'): 528.987, ('inner', 'd2h'): 529.003}"
Mildly sparse,can_292,292,2540,2.9789829236254457,11670,11670,11670,11670,11670,0.0,,0.07499999999993179,0.18400000000008276,0.05700000000001637,0.03600000000005821,0.3160000000000309,0.542,,,,,0.524,,0.606,0.602,0.638,"{('cu', 'start'): 530.787, ('cu', 'h2dmalloc'): 530.86, ('cu', 'h2d'): 530.879, ('cu', 'workest'): 530.954, ('cu', 'compute'): 531.138, ('cu', 'copy'): 531.195, ('cu', 'pack'): 531.213, ('cu', 'd2h'): 531.249, ('gust', 'start'): 531.345, ('gust', 'h2d'): 531.433, ('gust', 'count'): 531.455, ('gust', 'scan'): 531.493, ('gust', 'expand'): 531.519, ('gust', 'sort'): 531.644, ('gust', 'reduce'): 531.682, ('gust', 'final'): 531.74, ('gust', 'pack'): 531.757, ('gust', 'd2h'): 531.777, ('outer', 'start'): 531.882, ('outer', 'h2d'): 531.968, ('outer', 'csc'): 532.049, ('outer', 'count'): 532.069, ('outer', 'scan'): 532.102, ('outer', 'expand'): 532.124, ('outer', 'sort'): 532.244, ('outer', 'reduce'): 532.288, ('outer', 'final'): 532.34, ('outer', 'pack'): 532.357, ('outer', 'd2h'): 532.388, ('colw', 'start'): 532.5, ('colw', 'h2d'): 532.591, ('colw', 'csc'): 532.685, ('colw', 'count'): 532.705, ('colw', 'scan'): 532.74, ('colw', 'expand'): 532.763, ('colw', 'sort'): 532.882, ('colw', 'reduce'): 532.917, ('colw', 'final'): 532.968, ('colw', 'pack'): 532.986, ('colw', 'd2h'): 533.006, ('inner', 'start'): 533.115, ('inner', 'h2d'): 533.206, ('inner', 'csc'): 533.286, ('inner', 'count'): 533.306, ('inner', 'scan'): 533.339, ('inner', 'expand'): 533.363, ('inner', 'sort'): 533.491, ('inner', 'reduce'): 533.525, ('inner', 'final'): 533.581, ('inner', 'numeric'): 533.623, ('inner', 'pack'): 533.64, ('inner', 'd2h'): 533.661}"
Mildly sparse,ash292,292,2208,2.589604053293301,6042,6042,6042,6042,6042,0.0,,0.07000000000005002,0.16399999999998727,0.053999999999973625,0.031000000000062755,0.2880000000000109,0.504,,,,,0.495,,0.565,0.548,0.557,"{('cu', 'start'): 524.811, ('cu', 'h2dmalloc'): 524.883, ('cu', 'h2d'): 524.901, ('cu', 'workest'): 524.971, ('cu', 'compute'): 525.135, ('cu', 'copy'): 525.189, ('cu', 'pack'): 525.207, ('cu', 'd2h'): 525.238, ('gust', 'start'): 525.331, ('gust', 'h2d'): 525.422, ('gust', 'count'): 525.441, ('gust', 'scan'): 525.48, ('gust', 'expand'): 525.501, ('gust', 'sort'): 525.613, ('gust', 'reduce'): 525.651, ('gust', 'final'): 525.705, ('gust', 'pack'): 525.722, ('gust', 'd2h'): 525.738, ('outer', 'start'): 525.838, ('outer', 'h2d'): 525.922, ('outer', 'csc'): 525.988, ('outer', 'count'): 526.007, ('outer', 'scan'): 526.04, ('outer', 'expand'): 526.059, ('outer', 'sort'): 526.168, ('outer', 'reduce'): 526.204, ('outer', 'final'): 526.26, ('outer', 'pack'): 526.277, ('outer', 'd2h'): 526.307, ('colw', 'start'): 526.416, ('colw', 'h2d'): 526.499, ('colw', 'csc'): 526.573, ('colw', 'count'): 526.592, ('colw', 'scan'): 526.624, ('colw', 'expand'): 526.643, ('colw', 'sort'): 526.75, ('colw', 'reduce'): 526.785, ('colw', 'final'): 526.834, ('colw', 'pack'): 526.852, ('colw', 'd2h'): 526.867, ('inner', 'start'): 526.976, ('inner', 'h2d'): 527.059, ('inner', 'csc'): 527.123, ('inner', 'count'): 527.142, ('inner', 'scan'): 527.175, ('inner', 'expand'): 527.195, ('inner', 'sort'): 527.304, ('inner', 'reduce'): 527.339, ('inner', 'final'): 527.39, ('inner', 'numeric'): 527.414, ('inner', 'pack'): 527.431, ('inner', 'd2h'): 527.447}"
Mildly sparse,bcspwr04,274,1612,2.1471575470190207,4982,4982,4982,4982,4982,0.0,,0.07000000000005002,0.17300000000000182,0.05899999999996908,0.031000000000062755,0.3020000000000209,0.532,,,,,0.509,,0.599,0.561,0.595,"{('cu', 'start'): 513.248, ('cu', 'h2dmalloc'): 513.318, ('cu', 'h2d'): 513.334, ('cu', 'workest'): 513.404, ('cu', 'compute'): 513.577, ('cu', 'copy'): 513.636, ('cu', 'pack'): 513.656, ('cu', 'd2h'): 513.687, ('gust', 'start'): 513.795, ('gust', 'h2d'): 513.878, ('gust', 'count'): 513.899, ('gust', 'scan'): 513.939, ('gust', 'expand'): 513.962, ('gust', 'sort'): 514.074, ('gust', 'reduce'): 514.116, ('gust', 'final'): 514.174, ('gust', 'pack'): 514.191, ('gust', 'd2h'): 514.206, ('outer', 'start'): 514.319, ('outer', 'h2d'): 514.398, ('outer', 'csc'): 514.466, ('outer', 'count'): 514.485, ('outer', 'scan'): 514.521, ('outer', 'expand'): 514.54, ('outer', 'sort'): 514.657, ('outer', 'reduce'): 514.704, ('outer', 'final'): 514.757, ('outer', 'pack'): 514.774, ('outer', 'd2h'): 514.803, ('colw', 'start'): 514.932, ('colw', 'h2d'): 515.015, ('colw', 'csc'): 515.083, ('colw', 'count'): 515.104, ('colw', 'scan'): 515.14, ('colw', 'expand'): 515.16, ('colw', 'sort'): 515.268, ('colw', 'reduce'): 515.304, ('colw', 'final'): 515.356, ('colw', 'pack'): 515.373, ('colw', 'd2h'): 515.387, ('inner', 'start'): 515.506, ('inner', 'h2d'): 515.596, ('inner', 'csc'): 515.664, ('inner', 'count'): 515.684, ('inner', 'scan'): 515.718, ('inner', 'expand'): 515.739, ('inner', 'sort'): 515.849, ('inner', 'reduce'): 515.884, ('inner', 'final'): 515.94, ('inner', 'numeric'): 515.967, ('inner', 'pack'): 515.986, ('inner', 'd2h'): 516.0}"
Mildly sparse,bcsstk13,2003,83883,2.0907979019987244,396773,396773,396773,396773,396773,0.0,,0.08499999999992269,0.8430000000000746,0.19799999999997908,1.7039999999999509,1.1259999999999764,3.239,,,,,4.231,,5.128,4.673,4.505,"{('cu', 'start'): 560.311, ('cu', 'h2dmalloc'): 560.391, ('cu', 'h2d'): 560.475, ('cu', 'workest'): 560.56, ('cu', 'compute'): 561.403, ('cu', 'copy'): 561.601, ('cu', 'pack'): 561.682, ('cu', 'd2h'): 563.386, ('gust', 'start'): 563.908, ('gust', 'h2d'): 564.076, ('gust', 'count'): 564.108, ('gust', 'scan'): 564.154, ('gust', 'expand'): 564.765, ('gust', 'sort'): 565.557, ('gust', 'reduce'): 565.765, ('gust', 'final'): 566.266, ('gust', 'pack'): 566.361, ('gust', 'd2h'): 567.829, ('outer', 'start'): 568.493, ('outer', 'h2d'): 568.651, ('outer', 'csc'): 568.798, ('outer', 'count'): 568.818, ('outer', 'scan'): 568.856, ('outer', 'expand'): 569.295, ('outer', 'sort'): 570.083, ('outer', 'reduce'): 570.292, ('outer', 'final'): 570.649, ('outer', 'pack'): 570.761, ('outer', 'd2h'): 573.167, ('colw', 'start'): 574.026, ('colw', 'h2d'): 574.196, ('colw', 'csc'): 574.349, ('colw', 'count'): 574.375, ('colw', 'scan'): 574.412, ('colw', 'expand'): 574.719, ('colw', 'sort'): 575.496, ('colw', 'reduce'): 575.703, ('colw', 'final'): 576.08, ('colw', 'pack'): 576.18, ('colw', 'd2h'): 578.245, ('inner', 'start'): 579.082, ('inner', 'h2d'): 579.249, ('inner', 'csc'): 579.405, ('inner', 'count'): 579.431, ('inner', 'scan'): 579.47, ('inner', 'expand'): 579.749, ('inner', 'sort'): 580.534, ('inner', 'reduce'): 580.743, ('inner', 'final'): 581.113, ('inner', 'numeric'): 581.39, ('inner', 'pack'): 581.486, ('inner', 'd2h'): 583.294}"
Mildly sparse,bcsstm01,48,48,2.083333333333333,48,48,48,48,48,0.0,,0.06900000000007367,0.16899999999998272,0.05999999999994543,0.030000000000086402,0.2980000000000018,0.525,,,,,0.432,,0.523,0.479,0.494,"{('cu', 'start'): 515.092, ('cu', 'h2dmalloc'): 515.162, ('cu', 'h2d'): 515.174, ('cu', 'workest'): 515.243, ('cu', 'compute'): 515.412, ('cu', 'copy'): 515.472, ('cu', 'pack'): 515.492, ('cu', 'd2h'): 515.522, ('gust', 'start'): 515.635, ('gust', 'h2d'): 515.718, ('gust', 'count'): 515.737, ('gust', 'scan'): 515.778, ('gust', 'expand'): 515.798, ('gust', 'sort'): 515.844, ('gust', 'reduce'): 515.883, ('gust', 'final'): 515.939, ('gust', 'pack'): 515.956, ('gust', 'd2h'): 515.969, ('outer', 'start'): 516.082, ('outer', 'h2d'): 516.158, ('outer', 'csc'): 516.221, ('outer', 'count'): 516.24, ('outer', 'scan'): 516.275, ('outer', 'expand'): 516.294, ('outer', 'sort'): 516.338, ('outer', 'reduce'): 516.395, ('outer', 'final'): 516.451, ('outer', 'pack'): 516.469, ('outer', 'd2h'): 516.482, ('colw', 'start'): 516.62, ('colw', 'h2d'): 516.701, ('colw', 'csc'): 516.762, ('colw', 'count'): 516.781, ('colw', 'scan'): 516.816, ('colw', 'expand'): 516.835, ('colw', 'sort'): 516.879, ('colw', 'reduce'): 516.915, ('colw', 'final'): 516.966, ('colw', 'pack'): 516.984, ('colw', 'd2h'): 516.996, ('inner', 'start'): 517.113, ('inner', 'h2d'): 517.186, ('inner', 'csc'): 517.245, ('inner', 'count'): 517.263, ('inner', 'scan'): 517.299, ('inner', 'expand'): 517.316, ('inner', 'sort'): 517.37, ('inner', 'reduce'): 517.406, ('inner', 'final'): 517.456, ('inner', 'numeric'): 517.477, ('inner', 'pack'): 517.495, ('inner', 'd2h'): 517.507}"
Mildly sparse,bcsstk14,1806,63454,1.945465404477998,195654,195654,195654,195654,195654,0.0,,0.07299999999997908,0.5309999999999491,0.1310000000000855,0.3250000000000455,0.7350000000000136,1.411,,,,,1.866,,2.111,2.084,2.159,"{('cu', 'start'): 548.186, ('cu', 'h2dmalloc'): 548.251, ('cu', 'h2d'): 548.302, ('cu', 'workest'): 548.375, ('cu', 'compute'): 548.906, ('cu', 'copy'): 549.037, ('cu', 'pack'): 549.115, ('cu', 'd2h'): 549.44, ('gust', 'start'): 549.62, ('gust', 'h2d'): 549.73, ('gust', 'count'): 549.754, ('gust', 'scan'): 549.798, ('gust', 'expand'): 549.975, ('gust', 'sort'): 550.519, ('gust', 'reduce'): 550.694, ('gust', 'final'): 551.15, ('gust', 'pack'): 551.18, ('gust', 'd2h'): 551.32, ('outer', 'start'): 551.503, ('outer', 'h2d'): 551.612, ('outer', 'csc'): 551.714, ('outer', 'count'): 551.735, ('outer', 'scan'): 551.773, ('outer', 'expand'): 551.935, ('outer', 'sort'): 552.474, ('outer', 'reduce'): 552.647, ('outer', 'final'): 552.971, ('outer', 'pack'): 553.082, ('outer', 'd2h'): 553.224, ('colw', 'start'): 553.631, ('colw', 'h2d'): 553.741, ('colw', 'csc'): 553.843, ('colw', 'count'): 553.875, ('colw', 'scan'): 553.917, ('colw', 'expand'): 554.08, ('colw', 'sort'): 554.612, ('colw', 'reduce'): 554.784, ('colw', 'final'): 555.098, ('colw', 'pack'): 555.189, ('colw', 'd2h'): 555.33, ('inner', 'start'): 555.734, ('inner', 'h2d'): 555.844, ('inner', 'csc'): 555.962, ('inner', 'count'): 555.989, ('inner', 'scan'): 556.027, ('inner', 'expand'): 556.191, ('inner', 'sort'): 556.729, ('inner', 'reduce'): 556.901, ('inner', 'final'): 557.212, ('inner', 'numeric'): 557.426, ('inner', 'pack'): 557.509, ('inner', 'd2h'): 557.651}"
Mildly sparse,can_445,445,3809,1.923494508269158,11193,11193,11193,11193,11193,0.0,,0.07100000000002638,0.17300000000000182,0.053999999999973625,0.03300000000001546,0.2980000000000018,0.519,,,,,0.507,,0.59,0.554,0.558,"{('cu', 'start'): 523.551, ('cu', 'h2dmalloc'): 523.62, ('cu', 'h2d'): 523.64, ('cu', 'workest'): 523.711, ('cu', 'compute'): 523.884, ('cu', 'copy'): 523.938, ('cu', 'pack'): 523.956, ('cu', 'd2h'): 523.989, ('gust', 'start'): 524.084, ('gust', 'h2d'): 524.168, ('gust', 'count'): 524.188, ('gust', 'scan'): 524.225, ('gust', 'expand'): 524.248, ('gust', 'sort'): 524.374, ('gust', 'reduce'): 524.413, ('gust', 'final'): 524.468, ('gust', 'pack'): 524.486, ('gust', 'd2h'): 524.503, ('outer', 'start'): 524.603, ('outer', 'h2d'): 524.692, ('outer', 'csc'): 524.758, ('outer', 'count'): 524.776, ('outer', 'scan'): 524.809, ('outer', 'expand'): 524.827, ('outer', 'sort'): 524.95, ('outer', 'reduce'): 524.994, ('outer', 'final'): 525.045, ('outer', 'pack'): 525.062, ('outer', 'd2h'): 525.094, ('colw', 'start'): 525.206, ('colw', 'h2d'): 525.285, ('colw', 'csc'): 525.349, ('colw', 'count'): 525.367, ('colw', 'scan'): 525.4, ('colw', 'expand'): 525.421, ('colw', 'sort'): 525.54, ('colw', 'reduce'): 525.575, ('colw', 'final'): 525.623, ('colw', 'pack'): 525.649, ('colw', 'd2h'): 525.667, ('inner', 'start'): 525.771, ('inner', 'h2d'): 525.848, ('inner', 'csc'): 525.91, ('inner', 'count'): 525.928, ('inner', 'scan'): 525.96, ('inner', 'expand'): 525.98, ('inner', 'sort'): 526.102, ('inner', 'reduce'): 526.137, ('inner', 'final'): 526.185, ('inner', 'numeric'): 526.211, ('inner', 'pack'): 526.228, ('inner', 'd2h'): 526.245}"
Mildly sparse,bcsstm10,1086,22092,1.8731621948861958,54504,54504,54504,54504,54504,0.0,,0.07400000000006912,0.2779999999999063,0.06100000000003547,0.15200000000004366,0.4130000000000109,0.787,,,,,1.277,,1.367,1.349,1.375,"{('cu', 'start'): 535.954, ('cu', 'h2dmalloc'): 536.023, ('cu', 'h2d'): 536.049, ('cu', 'workest'): 536.123, ('cu', 'compute'): 536.401, ('cu', 'copy'): 536.462, ('cu', 'pack'): 536.481, ('cu', 'd2h'): 536.633, ('gust', 'start'): 536.758, ('gust', 'h2d'): 536.85, ('gust', 'count'): 536.873, ('gust', 'scan'): 536.914, ('gust', 'expand'): 537.063, ('gust', 'sort'): 537.35, ('gust', 'reduce'): 537.509, ('gust', 'final'): 537.799, ('gust', 'pack'): 537.823, ('gust', 'd2h'): 537.872, ('outer', 'start'): 538.05, ('outer', 'h2d'): 538.14, ('outer', 'csc'): 538.222, ('outer', 'count'): 538.241, ('outer', 'scan'): 538.278, ('outer', 'expand'): 538.416, ('outer', 'sort'): 538.707, ('outer', 'reduce'): 538.876, ('outer', 'final'): 539.019, ('outer', 'pack'): 539.042, ('outer', 'd2h'): 539.107, ('colw', 'start'): 539.433, ('colw', 'h2d'): 539.522, ('colw', 'csc'): 539.605, ('colw', 'count'): 539.625, ('colw', 'scan'): 539.663, ('colw', 'expand'): 539.814, ('colw', 'sort'): 540.1, ('colw', 'reduce'): 540.253, ('colw', 'final'): 540.392, ('colw', 'pack'): 540.414, ('colw', 'd2h'): 540.463, ('inner', 'start'): 540.798, ('inner', 'h2d'): 540.887, ('inner', 'csc'): 540.969, ('inner', 'count'): 540.99, ('inner', 'scan'): 541.026, ('inner', 'expand'): 541.167, ('inner', 'sort'): 541.45, ('inner', 'reduce'): 541.603, ('inner', 'final'): 541.755, ('inner', 'numeric'): 541.937, ('inner', 'pack'): 541.961, ('inner', 'd2h'): 542.01}"
Mildly sparse,bcsstk10,1086,22070,1.8712968332943305,54504,54504,54504,54504,54504,0.0,,0.06999999999993634,0.27300000000002456,0.06000000000005912,0.13899999999989632,0.40300000000002,0.73,,,,,1.176,,1.262,1.24,1.261,"{('cu', 'start'): 537.605, ('cu', 'h2dmalloc'): 537.672, ('cu', 'h2d'): 537.701, ('cu', 'workest'): 537.771, ('cu', 'compute'): 538.044, ('cu', 'copy'): 538.104, ('cu', 'pack'): 538.123, ('cu', 'd2h'): 538.262, ('gust', 'start'): 538.352, ('gust', 'h2d'): 538.446, ('gust', 'count'): 538.467, ('gust', 'scan'): 538.505, ('gust', 'expand'): 538.647, ('gust', 'sort'): 538.916, ('gust', 'reduce'): 539.067, ('gust', 'final'): 539.314, ('gust', 'pack'): 539.339, ('gust', 'd2h'): 539.392, ('outer', 'start'): 539.542, ('outer', 'h2d'): 539.634, ('outer', 'csc'): 539.715, ('outer', 'count'): 539.733, ('outer', 'scan'): 539.768, ('outer', 'expand'): 539.899, ('outer', 'sort'): 540.162, ('outer', 'reduce'): 540.318, ('outer', 'final'): 540.456, ('outer', 'pack'): 540.478, ('outer', 'd2h'): 540.546, ('colw', 'start'): 540.818, ('colw', 'h2d'): 540.909, ('colw', 'csc'): 540.989, ('colw', 'count'): 541.009, ('colw', 'scan'): 541.044, ('colw', 'expand'): 541.179, ('colw', 'sort'): 541.453, ('colw', 'reduce'): 541.606, ('colw', 'final'): 541.73, ('colw', 'pack'): 541.752, ('colw', 'd2h'): 541.806, ('inner', 'start'): 542.073, ('inner', 'h2d'): 542.162, ('inner', 'csc'): 542.243, ('inner', 'count'): 542.266, ('inner', 'scan'): 542.301, ('inner', 'expand'): 542.438, ('inner', 'sort'): 542.7, ('inner', 'reduce'): 542.845, ('inner', 'final'): 542.967, ('inner', 'numeric'): 543.115, ('inner', 'pack'): 543.136, ('inner', 'd2h'): 543.19}"
Mildly sparse,can_634,634,7228,1.7982067689000787,25446,25446,25446,25446,25446,0.0,,0.07500000000004547,0.27099999999995816,0.06500000000005457,0.12999999999999545,0.4110000000000582,0.726,,,,,0.834,,0.924,0.898,0.906,"{('cu', 'start'): 520.459, ('cu', 'h2dmalloc'): 520.526, ('cu', 'h2d'): 520.544, ('cu', 'workest'): 520.619, ('cu', 'compute'): 520.89, ('cu', 'copy'): 520.955, ('cu', 'pack'): 520.975, ('cu', 'd2h'): 521.105, ('gust', 'start'): 521.202, ('gust', 'h2d'): 521.284, ('gust', 'count'): 521.306, ('gust', 'scan'): 521.346, ('gust', 'expand'): 521.372, ('gust', 'sort'): 521.64, ('gust', 'reduce'): 521.742, ('gust', 'final'): 521.886, ('gust', 'pack'): 521.911, ('gust', 'd2h'): 521.941, ('outer', 'start'): 522.052, ('outer', 'h2d'): 522.131, ('outer', 'csc'): 522.208, ('outer', 'count'): 522.227, ('outer', 'scan'): 522.264, ('outer', 'expand'): 522.287, ('outer', 'sort'): 522.552, ('outer', 'reduce'): 522.652, ('outer', 'final'): 522.721, ('outer', 'pack'): 522.74, ('outer', 'd2h'): 522.783, ('colw', 'start'): 522.991, ('colw', 'h2d'): 523.074, ('colw', 'csc'): 523.155, ('colw', 'count'): 523.176, ('colw', 'scan'): 523.212, ('colw', 'expand'): 523.236, ('colw', 'sort'): 523.501, ('colw', 'reduce'): 523.599, ('colw', 'final'): 523.657, ('colw', 'pack'): 523.676, ('colw', 'd2h'): 523.706, ('inner', 'start'): 523.904, ('inner', 'h2d'): 523.985, ('inner', 'csc'): 524.064, ('inner', 'count'): 524.085, ('inner', 'scan'): 524.121, ('inner', 'expand'): 524.145, ('inner', 'sort'): 524.411, ('inner', 'reduce'): 524.51, ('inner', 'final'): 524.567, ('inner', 'numeric'): 524.599, ('inner', 'pack'): 524.619, ('inner', 'd2h'): 524.648}"
Mildly sparse,bcsstk11,1473,34241,1.578123350888521,94187,94187,94187,94187,94187,0.0,,0.07000000000005002,0.3149999999999409,0.06900000000007367,0.18200000000001637,0.4540000000000646,0.996,,,,,1.393,,1.645,1.623,1.648,"{('cu', 'start'): 542.97, ('cu', 'h2dmalloc'): 543.034, ('cu', 'h2d'): 543.069, ('cu', 'workest'): 543.139, ('cu', 'compute'): 543.454, ('cu', 'copy'): 543.523, ('cu', 'pack'): 543.63, ('cu', 'd2h'): 543.812, ('gust', 'start'): 543.983, ('gust', 'h2d'): 544.08, ('gust', 'count'): 544.102, ('gust', 'scan'): 544.144, ('gust', 'expand'): 544.293, ('gust', 'sort'): 544.631, ('gust', 'reduce'): 544.82, ('gust', 'final'): 545.184, ('gust', 'pack'): 545.205, ('gust', 'd2h'): 545.28, ('outer', 'start'): 545.392, ('outer', 'h2d'): 545.49, ('outer', 'csc'): 545.587, ('outer', 'count'): 545.608, ('outer', 'scan'): 545.646, ('outer', 'expand'): 545.787, ('outer', 'sort'): 546.122, ('outer', 'reduce'): 546.3, ('outer', 'final'): 546.529, ('outer', 'pack'): 546.62, ('outer', 'd2h'): 546.718, ('colw', 'start'): 547.054, ('colw', 'h2d'): 547.15, ('colw', 'csc'): 547.237, ('colw', 'count'): 547.259, ('colw', 'scan'): 547.295, ('colw', 'expand'): 547.442, ('colw', 'sort'): 547.788, ('colw', 'reduce'): 547.965, ('colw', 'final'): 548.187, ('colw', 'pack'): 548.269, ('colw', 'd2h'): 548.347, ('inner', 'start'): 548.691, ('inner', 'h2d'): 548.787, ('inner', 'csc'): 548.876, ('inner', 'count'): 548.898, ('inner', 'scan'): 548.936, ('inner', 'expand'): 549.084, ('inner', 'sort'): 549.418, ('inner', 'reduce'): 549.603, ('inner', 'final'): 549.83, ('inner', 'numeric'): 550.015, ('inner', 'pack'): 550.098, ('inner', 'd2h'): 550.176}"
