class,name,n,A_nnz,density_pct,cu_cnnz,man_cnnz,outer_cnnz,colw_cnnz,inner_cnnz,cnnz_gap_pct,buf2,cu_we,cu_compute,cu_copy,cu_d2h,cu_kernel,cu_time,cu_write,man_count,man_fill,man_kernel,man_time,man_write,outer_time,colw_time,inner_time,phases
Mildly sparse,can_73,73,377,7.0744980296490905,1377,1377,1377,1377,1377,0.0,,0.07499999999993179,0.1750000000000682,0.05599999999992633,0.029999999999972715,0.30599999999992633,0.546,,,,,0.439,,0.547,0.501,0.505,"{('cu', 'start'): 518.55, ('cu', 'h2dmalloc'): 518.631, ('cu', 'h2d'): 518.648, ('cu', 'workest'): 518.723, ('cu', 'compute'): 518.898, ('cu', 'copy'): 518.954, ('cu', 'pack'): 518.974, ('cu', 'd2h'): 519.004, ('gust', 'start'): 519.113, ('gust', 'h2d'): 519.194, ('gust', 'count'): 519.215, ('gust', 'scan'): 519.256, ('gust', 'expand'): 519.278, ('gust', 'sort'): 519.324, ('gust', 'reduce'): 519.367, ('gust', 'final'): 519.423, ('gust', 'pack'): 519.44, ('gust', 'd2h'): 519.454, ('outer', 'start'): 519.567, ('outer', 'h2d'): 519.667, ('outer', 'csc'): 519.734, ('outer', 'count'): 519.753, ('outer', 'scan'): 519.789, ('outer', 'expand'): 519.809, ('outer', 'sort'): 519.855, ('outer', 'reduce'): 519.893, ('outer', 'final'): 519.954, ('outer', 'pack'): 519.971, ('outer', 'd2h'): 519.985, ('colw', 'start'): 520.129, ('colw', 'h2d'): 520.208, ('colw', 'csc'): 520.273, ('colw', 'count'): 520.293, ('colw', 'scan'): 520.329, ('colw', 'expand'): 520.349, ('colw', 'sort'): 520.395, ('colw', 'reduce'): 520.431, ('colw', 'final'): 520.483, ('colw', 'pack'): 520.501, ('colw', 'd2h'): 520.514, ('inner', 'start'): 520.644, ('inner', 'h2d'): 520.723, ('inner', 'csc'): 520.788, ('inner', 'count'): 520.807, ('inner', 'scan'): 520.844, ('inner', 'expand'): 520.863, ('inner', 'sort'): 520.908, ('inner', 'reduce'): 520.943, ('inner', 'final'): 520.994, ('inner', 'numeric'): 521.019, ('inner', 'pack'): 521.037, ('inner', 'd2h'): 521.05}"
Mildly sparse,bcspwr02,49,167,6.9554352353186175,403,403,403,403,403,0.0,,0.08299999999996999,0.17499999999995453,0.05700000000001637,0.02800000000002001,0.3149999999999409,0.545,,,,,0.445,,0.534,0.484,0.512,"{('cu', 'start'): 548.886, ('cu', 'h2dmalloc'): 548.961, ('cu', 'h2d'): 548.974, ('cu', 'workest'): 549.057, ('cu', 'compute'): 549.232, ('cu', 'copy'): 549.289, ('cu', 'pack'): 549.309, ('cu', 'd2h'): 549.337, ('gust', 'start'): 549.449, ('gust', 'h2d'): 549.532, ('gust', 'count'): 549.551, ('gust', 'scan'): 549.594, ('gust', 'expand'): 549.616, ('gust', 'sort'): 549.665, ('gust', 'reduce'): 549.706, ('gust', 'final'): 549.762, ('gust', 'pack'): 549.78, ('gust', 'd2h'): 549.793, ('outer', 'start'): 549.908, ('outer', 'h2d'): 549.985, ('outer', 'csc'): 550.062, ('outer', 'count'): 550.081, ('outer', 'scan'): 550.119, ('outer', 'expand'): 550.138, ('outer', 'sort'): 550.183, ('outer', 'reduce'): 550.227, ('outer', 'final'): 550.288, ('outer', 'pack'): 550.305, ('outer', 'd2h'): 550.317, ('colw', 'start'): 550.456, ('colw', 'h2d'): 550.535, ('colw', 'csc'): 550.599, ('colw', 'count'): 550.618, ('colw', 'scan'): 550.655, ('colw', 'expand'): 550.675, ('colw', 'sort'): 550.719, ('colw', 'reduce'): 550.755, ('colw', 'final'): 550.806, ('colw', 'pack'): 550.824, ('colw', 'd2h'): 550.836, ('inner', 'start'): 550.952, ('inner', 'h2d'): 551.026, ('inner', 'csc'): 551.103, ('inner', 'count'): 551.122, ('inner', 'scan'): 551.158, ('inner', 'expand'): 551.177, ('inner', 'sort'): 551.219, ('inner', 'reduce'): 551.255, ('inner', 'final'): 551.308, ('inner', 'numeric'): 551.332, ('inner', 'pack'): 551.352, ('inner', 'd2h'): 551.363}"
Mildly sparse,can_144,144,1296,6.25,3456,3456,3456,3456,3456,0.0,,0.07699999999999818,0.16800000000000637,0.05600000000004002,0.029999999999972715,0.30100000000004457,0.528,,,,,0.523,,0.621,0.583,0.587,"{('cu', 'start'): 519.326, ('cu', 'h2dmalloc'): 519.399, ('cu', 'h2d'): 519.415, ('cu', 'workest'): 519.492, ('cu', 'compute'): 519.66, ('cu', 'copy'): 519.716, ('cu', 'pack'): 519.734, ('cu', 'd2h'): 519.764, ('gust', 'start'): 519.874, ('gust', 'h2d'): 519.96, ('gust', 'count'): 519.981, ('gust', 'scan'): 520.022, ('gust', 'expand'): 520.046, ('gust', 'sort'): 520.164, ('gust', 'reduce'): 520.208, ('gust', 'final'): 520.263, ('gust', 'pack'): 520.281, ('gust', 'd2h'): 520.295, ('outer', 'start'): 520.411, ('outer', 'h2d'): 520.496, ('outer', 'csc'): 520.566, ('outer', 'count'): 520.586, ('outer', 'scan'): 520.624, ('outer', 'expand'): 520.652, ('outer', 'sort'): 520.768, ('outer', 'reduce'): 520.807, ('outer', 'final'): 520.874, ('outer', 'pack'): 520.892, ('outer', 'd2h'): 520.92, ('colw', 'start'): 521.047, ('colw', 'h2d'): 521.142, ('colw', 'csc'): 521.213, ('colw', 'count'): 521.232, ('colw', 'scan'): 521.268, ('colw', 'expand'): 521.288, ('colw', 'sort'): 521.401, ('colw', 'reduce'): 521.439, ('colw', 'final'): 521.49, ('colw', 'pack'): 521.509, ('colw', 'd2h'): 521.523, ('inner', 'start'): 521.644, ('inner', 'h2d'): 521.724, ('inner', 'csc'): 521.79, ('inner', 'count'): 521.808, ('inner', 'scan'): 521.845, ('inner', 'expand'): 521.865, ('inner', 'sort'): 521.975, ('inner', 'reduce'): 522.013, ('inner', 'final'): 522.063, ('inner', 'numeric'): 522.089, ('inner', 'pack'): 522.107, ('inner', 'd2h'): 522.122}"
Mildly sparse,can_62,62,218,5.6711758584807495,482,482,482,482,482,0.0,,0.07200000000000273,0.16099999999994452,0.06700000000000728,0.027999999999906322,0.2999999999999545,0.528,,,,,0.441,,0.518,0.487,0.512,"{('cu', 'start'): 524.276, ('cu', 'h2dmalloc'): 524.346, ('cu', 'h2d'): 524.359, ('cu', 'workest'): 524.431, ('cu', 'compute'): 524.592, ('cu', 'copy'): 524.659, ('cu', 'pack'): 524.681, ('cu', 'd2h'): 524.709, ('gust', 'start'): 524.821, ('gust', 'h2d'): 524.905, ('gust', 'count'): 524.926, ('gust', 'scan'): 524.967, ('gust', 'expand'): 524.988, ('gust', 'sort'): 525.036, ('gust', 'reduce'): 525.076, ('gust', 'final'): 525.133, ('gust', 'pack'): 525.151, ('gust', 'd2h'): 525.164, ('outer', 'start'): 525.277, ('outer', 'h2d'): 525.354, ('outer', 'csc'): 525.417, ('outer', 'count'): 525.437, ('outer', 'scan'): 525.472, ('outer', 'expand'): 525.492, ('outer', 'sort'): 525.535, ('outer', 'reduce'): 525.58, ('outer', 'final'): 525.636, ('outer', 'pack'): 525.654, ('outer', 'd2h'): 525.671, ('colw', 'start'): 525.81, ('colw', 'h2d'): 525.891, ('colw', 'csc'): 525.956, ('colw', 'count'): 525.976, ('colw', 'scan'): 526.012, ('colw', 'expand'): 526.031, ('colw', 'sort'): 526.076, ('colw', 'reduce'): 526.112, ('colw', 'final'): 526.162, ('colw', 'pack'): 526.181, ('colw', 'd2h'): 526.193, ('inner', 'start'): 526.31, ('inner', 'h2d'): 526.386, ('inner', 'csc'): 526.449, ('inner', 'count'): 526.468, ('inner', 'scan'): 526.503, ('inner', 'expand'): 526.522, ('inner', 'sort'): 526.565, ('inner', 'reduce'): 526.602, ('inner', 'final'): 526.666, ('inner', 'numeric'): 526.689, ('inner', 'pack'): 526.708, ('inner', 'd2h'): 526.721}"
Mildly sparse,can_161,161,1377,5.31229505034528,3761,3761,3761,3761,3761,0.0,,0.06899999999995998,0.15399999999999636,0.05200000000002092,0.029999999999972715,0.27499999999997726,0.486,,,,,0.51,,0.567,0.54,0.547,"{('cu', 'start'): 523.595, ('cu', 'h2dmalloc'): 523.665, ('cu', 'h2d'): 523.681, ('cu', 'workest'): 523.75, ('cu', 'compute'): 523.904, ('cu', 'copy'): 523.956, ('cu', 'pack'): 523.974, ('cu', 'd2h'): 524.004, ('gust', 'start'): 524.097, ('gust', 'h2d'): 524.179, ('gust', 'count'): 524.201, ('gust', 'scan'): 524.24, ('gust', 'expand'): 524.263, ('gust', 'sort'): 524.376, ('gust', 'reduce'): 524.415, ('gust', 'final'): 524.484, ('gust', 'pack'): 524.503, ('gust', 'd2h'): 524.517, ('outer', 'start'): 524.62, ('outer', 'h2d'): 524.704, ('outer', 'csc'): 524.772, ('outer', 'count'): 524.791, ('outer', 'scan'): 524.825, ('outer', 'expand'): 524.844, ('outer', 'sort'): 524.95, ('outer', 'reduce'): 524.987, ('outer', 'final'): 525.045, ('outer', 'pack'): 525.062, ('outer', 'd2h'): 525.092, ('colw', 'start'): 525.199, ('colw', 'h2d'): 525.281, ('colw', 'csc'): 525.348, ('colw', 'count'): 525.367, ('colw', 'scan'): 525.399, ('colw', 'expand'): 525.418, ('colw', 'sort'): 525.534, ('colw', 'reduce'): 525.569, ('colw', 'final'): 525.617, ('colw', 'pack'): 525.634, ('colw', 'd2h'): 525.648, ('inner', 'start'): 525.751, ('inner', 'h2d'): 525.832, ('inner', 'csc'): 525.896, ('inner', 'count'): 525.914, ('inner', 'scan'): 525.947, ('inner', 'expand'): 525.966, ('inner', 'sort'): 526.072, ('inner', 'reduce'): 526.108, ('inner', 'final'): 526.155, ('inner', 'numeric'): 526.181, ('inner', 'pack'): 526.199, ('inner', 'd2h'): 526.213}"
Mildly sparse,bcsstk03,112,640,5.1020408163265305,1072,1072,1072,1072,1072,0.0,,0.06700000000000728,0.15499999999997272,0.051000000000044565,0.02699999999992997,0.27300000000002456,0.482,,,,,0.473,,0.548,0.52,0.517,"{('cu', 'start'): 523.053, ('cu', 'h2dmalloc'): 523.124, ('cu', 'h2d'): 523.14, ('cu', 'workest'): 523.207, ('cu', 'compute'): 523.362, ('cu', 'copy'): 523.413, ('cu', 'pack'): 523.431, ('cu', 'd2h'): 523.458, ('gust', 'start'): 523.552, ('gust', 'h2d'): 523.63, ('gust', 'count'): 523.649, ('gust', 'scan'): 523.687, ('gust', 'expand'): 523.707, ('gust', 'sort'): 523.817, ('gust', 'reduce'): 523.856, ('gust', 'final'): 523.908, ('gust', 'pack'): 523.926, ('gust', 'd2h'): 523.939, ('outer', 'start'): 524.037, ('outer', 'h2d'): 524.112, ('outer', 'csc'): 524.174, ('outer', 'count'): 524.193, ('outer', 'scan'): 524.225, ('outer', 'expand'): 524.243, ('outer', 'sort'): 524.357, ('outer', 'reduce'): 524.392, ('outer', 'final'): 524.446, ('outer', 'pack'): 524.463, ('outer', 'd2h'): 524.475, ('colw', 'start'): 524.597, ('colw', 'h2d'): 524.673, ('colw', 'csc'): 524.734, ('colw', 'count'): 524.753, ('colw', 'scan'): 524.794, ('colw', 'expand'): 524.812, ('colw', 'sort'): 524.917, ('colw', 'reduce'): 524.952, ('colw', 'final'): 524.999, ('colw', 'pack'): 525.016, ('colw', 'd2h'): 525.028, ('inner', 'start'): 525.13, ('inner', 'h2d'): 525.205, ('inner', 'csc'): 525.264, ('inner', 'count'): 525.282, ('inner', 'scan'): 525.314, ('inner', 'expand'): 525.33, ('inner', 'sort'): 525.434, ('inner', 'reduce'): 525.469, ('inner', 'final'): 525.516, ('inner', 'numeric'): 525.537, ('inner', 'pack'): 525.554, ('inner', 'd2h'): 525.566}"
Mildly sparse,bcsstk06,420,7860,4.45578231292517,23660,23660,23660,23660,23660,0.0,,0.07100000000002638,0.2599999999999909,0.06200000000001182,0.1269999999999527,0.3930000000000291,0.719,,,,,0.827,,1.059,1.051,1.09,"{('cu', 'start'): 536.566, ('cu', 'h2dmalloc'): 536.636, ('cu', 'h2d'): 536.654, ('cu', 'workest'): 536.725, ('cu', 'compute'): 536.985, ('cu', 'copy'): 537.047, ('cu', 'pack'): 537.066, ('cu', 'd2h'): 537.193, ('gust', 'start'): 537.3, ('gust', 'h2d'): 537.383, ('gust', 'count'): 537.405, ('gust', 'scan'): 537.446, ('gust', 'expand'): 537.477, ('gust', 'sort'): 537.75, ('gust', 'reduce'): 537.854, ('gust', 'final'): 537.915, ('gust', 'pack'): 537.935, ('gust', 'd2h'): 537.963, ('outer', 'start'): 538.144, ('outer', 'h2d'): 538.222, ('outer', 'csc'): 538.312, ('outer', 'count'): 538.333, ('outer', 'scan'): 538.369, ('outer', 'expand'): 538.452, ('outer', 'sort'): 538.716, ('outer', 'reduce'): 538.82, ('outer', 'final'): 538.962, ('outer', 'pack'): 538.983, ('outer', 'd2h'): 539.025, ('colw', 'start'): 539.22, ('colw', 'h2d'): 539.313, ('colw', 'csc'): 539.395, ('colw', 'count'): 539.416, ('colw', 'scan'): 539.451, ('colw', 'expand'): 539.54, ('colw', 'sort'): 539.805, ('colw', 'reduce'): 539.906, ('colw', 'final'): 540.039, ('colw', 'pack'): 540.059, ('colw', 'd2h'): 540.087, ('inner', 'start'): 540.284, ('inner', 'h2d'): 540.367, ('inner', 'csc'): 540.448, ('inner', 'count'): 540.469, ('inner', 'scan'): 540.504, ('inner', 'expand'): 540.593, ('inner', 'sort'): 540.858, ('inner', 'reduce'): 540.958, ('inner', 'final'): 541.094, ('inner', 'numeric'): 541.129, ('inner', 'pack'): 541.149, ('inner', 'd2h'): 541.178}"
Mildly sparse,bcsstk07,420,7860,4.45578231292517,23660,23660,23660,23660,23660,0.0,,0.07300000000009277,0.27299999999991087,0.06600000000003092,0.1350000000001046,0.41200000000003456,0.734,,,,,0.859,,1.32,1.588,1.378,"{('cu', 'start'): 530.684, ('cu', 'h2dmalloc'): 530.753, ('cu', 'h2d'): 530.771, ('cu', 'workest'): 530.844, ('cu', 'compute'): 531.117, ('cu', 'copy'): 531.183, ('cu', 'pack'): 531.204, ('cu', 'd2h'): 531.339, ('gust', 'start'): 531.436, ('gust', 'h2d'): 531.521, ('gust', 'count'): 531.543, ('gust', 'scan'): 531.585, ('gust', 'expand'): 531.615, ('gust', 'sort'): 531.89, ('gust', 'reduce'): 531.998, ('gust', 'final'): 532.07, ('gust', 'pack'): 532.095, ('gust', 'd2h'): 532.125, ('outer', 'start'): 532.31, ('outer', 'h2d'): 532.393, ('outer', 'csc'): 532.475, ('outer', 'count'): 532.494, ('outer', 'scan'): 532.531, ('outer', 'expand'): 532.615, ('outer', 'sort'): 532.927, ('outer', 'reduce'): 533.09, ('outer', 'final'): 533.302, ('outer', 'pack'): 533.338, ('outer', 'd2h'): 533.389, ('colw', 'start'): 533.657, ('colw', 'h2d'): 533.782, ('colw', 'csc'): 533.894, ('colw', 'count'): 533.924, ('colw', 'scan'): 533.974, ('colw', 'expand'): 534.141, ('colw', 'sort'): 534.515, ('colw', 'reduce'): 534.692, ('colw', 'final'): 534.897, ('colw', 'pack'): 534.935, ('colw', 'd2h'): 534.972, ('inner', 'start'): 535.269, ('inner', 'h2d'): 535.403, ('inner', 'csc'): 535.519, ('inner', 'count'): 535.547, ('inner', 'scan'): 535.596, ('inner', 'expand'): 535.733, ('inner', 'sort'): 536.082, ('inner', 'reduce'): 536.233, ('inner', 'final'): 536.384, ('inner', 'numeric'): 536.423, ('inner', 'pack'): 536.445, ('inner', 'd2h'): 536.476}"
Mildly sparse,can_256,256,2916,4.449462890625,18568,18568,18568,18568,18568,0.0,,0.07499999999993179,0.19299999999998363,0.059000000000082764,0.04099999999993997,0.3269999999999982,0.594,,,,,0.571,,0.662,0.655,0.671,"{('cu', 'start'): 523.275, ('cu', 'h2dmalloc'): 523.356, ('cu', 'h2d'): 523.388, ('cu', 'workest'): 523.463, ('cu', 'compute'): 523.656, ('cu', 'copy'): 523.715, ('cu', 'pack'): 523.735, ('cu', 'd2h'): 523.776, ('gust', 'start'): 523.886, ('gust', 'h2d'): 523.978, ('gust', 'count'): 524.001, ('gust', 'scan'): 524.041, ('gust', 'expand'): 524.074, ('gust', 'sort'): 524.198, ('gust', 'reduce'): 524.239, ('gust', 'final'): 524.299, ('gust', 'pack'): 524.317, ('gust', 'd2h'): 524.353, ('outer', 'start'): 524.471, ('outer', 'h2d'): 524.557, ('outer', 'csc'): 524.66, ('outer', 'count'): 524.677, ('outer', 'scan'): 524.714, ('outer', 'expand'): 524.742, ('outer', 'sort'): 524.863, ('outer', 'reduce'): 524.909, ('outer', 'final'): 524.964, ('outer', 'pack'): 524.982, ('outer', 'd2h'): 525.023, ('colw', 'start'): 525.149, ('colw', 'h2d'): 525.24, ('colw', 'csc'): 525.35, ('colw', 'count'): 525.372, ('colw', 'scan'): 525.409, ('colw', 'expand'): 525.44, ('colw', 'sort'): 525.563, ('colw', 'reduce'): 525.601, ('colw', 'final'): 525.656, ('colw', 'pack'): 525.674, ('colw', 'd2h'): 525.698, ('inner', 'start'): 525.819, ('inner', 'h2d'): 525.906, ('inner', 'csc'): 526.005, ('inner', 'count'): 526.025, ('inner', 'scan'): 526.061, ('inner', 'expand'): 526.091, ('inner', 'sort'): 526.213, ('inner', 'reduce'): 526.251, ('inner', 'final'): 526.304, ('inner', 'numeric'): 526.348, ('inner', 'pack'): 526.367, ('inner', 'd2h'): 526.39}"
Mildly sparse,can_268,268,3082,4.291044776119403,15590,15590,15590,15590,15590,0.0,,0.07200000000000273,0.19399999999995998,0.06600000000003092,0.038000000000010914,0.33199999999999363,0.563,,,,,0.527,,0.642,0.59,0.61,"{('cu', 'start'): 540.08, ('cu', 'h2dmalloc'): 540.149, ('cu', 'h2d'): 540.164, ('cu', 'workest'): 540.236, ('cu', 'compute'): 540.43, ('cu', 'copy'): 540.496, ('cu', 'pack'): 540.516, ('cu', 'd2h'): 540.554, ('gust', 'start'): 540.66, ('gust', 'h2d'): 540.746, ('gust', 'count'): 540.768, ('gust', 'scan'): 540.809, ('gust', 'expand'): 540.837, ('gust', 'sort'): 540.963, ('gust', 'reduce'): 541.003, ('gust', 'final'): 541.06, ('gust', 'pack'): 541.077, ('gust', 'd2h'): 541.1, ('outer', 'start'): 541.2, ('outer', 'h2d'): 541.28, ('outer', 'csc'): 541.363, ('outer', 'count'): 541.381, ('outer', 'scan'): 541.44, ('outer', 'expand'): 541.463, ('outer', 'sort'): 541.584, ('outer', 'reduce'): 541.63, ('outer', 'final'): 541.684, ('outer', 'pack'): 541.701, ('outer', 'd2h'): 541.738, ('colw', 'start'): 541.855, ('colw', 'h2d'): 541.937, ('colw', 'csc'): 542.014, ('colw', 'count'): 542.034, ('colw', 'scan'): 542.068, ('colw', 'expand'): 542.093, ('colw', 'sort'): 542.212, ('colw', 'reduce'): 542.247, ('colw', 'final'): 542.302, ('colw', 'pack'): 542.319, ('colw', 'd2h'): 542.341, ('inner', 'start'): 542.457, ('inner', 'h2d'): 542.537, ('inner', 'csc'): 542.613, ('inner', 'count'): 542.633, ('inner', 'scan'): 542.666, ('inner', 'expand'): 542.692, ('inner', 'sort'): 542.815, ('inner', 'reduce'): 542.85, ('inner', 'final'): 542.909, ('inner', 'numeric'): 542.941, ('inner', 'pack'): 542.959, ('inner', 'd2h'): 542.98}"
Mildly sparse,can_187,187,1491,4.26377648774629,3719,3719,3719,3719,3719,0.0,,0.09000000000003183,0.17899999999997362,0.057999999999992724,0.031000000000062755,0.3269999999999982,0.559,,,,,0.534,,0.59,0.581,0.575,"{('cu', 'start'): 526.057, ('cu', 'h2dmalloc'): 526.13, ('cu', 'h2d'): 526.145, ('cu', 'workest'): 526.235, ('cu', 'compute'): 526.414, ('cu', 'copy'): 526.472, ('cu', 'pack'): 526.491, ('cu', 'd2h'): 526.522, ('gust', 'start'): 526.634, ('gust', 'h2d'): 526.724, ('gust', 'count'): 526.746, ('gust', 'scan'): 526.786, ('gust', 'expand'): 526.808, ('gust', 'sort'): 526.924, ('gust', 'reduce'): 526.965, ('gust', 'final'): 527.022, ('gust', 'pack'): 527.04, ('gust', 'd2h'): 527.055, ('outer', 'start'): 527.18, ('outer', 'h2d'): 527.262, ('outer', 'csc'): 527.329, ('outer', 'count'): 527.349, ('outer', 'scan'): 527.385, ('outer', 'expand'): 527.404, ('outer', 'sort'): 527.517, ('outer', 'reduce'): 527.564, ('outer', 'final'): 527.616, ('outer', 'pack'): 527.633, ('outer', 'd2h'): 527.66, ('colw', 'start'): 527.786, ('colw', 'h2d'): 527.87, ('colw', 'csc'): 527.936, ('colw', 'count'): 527.957, ('colw', 'scan'): 527.993, ('colw', 'expand'): 528.012, ('colw', 'sort'): 528.125, ('colw', 'reduce'): 528.167, ('colw', 'final'): 528.226, ('colw', 'pack'): 528.244, ('colw', 'd2h'): 528.258, ('inner', 'start'): 528.381, ('inner', 'h2d'): 528.464, ('inner', 'csc'): 528.528, ('inner', 'count'): 528.547, ('inner', 'scan'): 528.582, ('inner', 'expand'): 528.602, ('inner', 'sort'): 528.713, ('inner', 'reduce'): 528.749, ('inner', 'final'): 528.799, ('inner', 'numeric'): 528.826, ('inner', 'pack'): 528.844, ('inner', 'd2h'): 528.857}"
Mildly sparse,bcsstm07,420,7252,4.111111111111112,22972,22972,22972,22972,22972,0.0,,0.04900000000009186,0.21199999999998909,0.04800000000000182,0.08499999999992269,0.30900000000008276,0.528,,,,,0.652,,0.808,0.789,0.715,"{('cu', 'start'): 534.194, ('cu', 'h2dmalloc'): 534.248, ('cu', 'h2d'): 534.262, ('cu', 'workest'): 534.311, ('cu', 'compute'): 534.523, ('cu', 'copy'): 534.571, ('cu', 'pack'): 534.585, ('cu', 'd2h'): 534.67, ('gust', 'start'): 534.737, ('gust', 'h2d'): 534.807, ('gust', 'count'): 534.827, ('gust', 'scan'): 534.86, ('gust', 'expand'): 534.887, ('gust', 'sort'): 535.106, ('gust', 'reduce'): 535.192, ('gust', 'final'): 535.246, ('gust', 'pack'): 535.261, ('gust', 'd2h'): 535.279, ('outer', 'start'): 535.401, ('outer', 'h2d'): 535.463, ('outer', 'csc'): 535.529, ('outer', 'count'): 535.545, ('outer', 'scan'): 535.576, ('outer', 'expand'): 535.595, ('outer', 'sort'): 535.813, ('outer', 'reduce'): 535.895, ('outer', 'final'): 535.999, ('outer', 'pack'): 536.061, ('outer', 'd2h'): 536.093, ('colw', 'start'): 536.222, ('colw', 'h2d'): 536.282, ('colw', 'csc'): 536.348, ('colw', 'count'): 536.366, ('colw', 'scan'): 536.395, ('colw', 'expand'): 536.42, ('colw', 'sort'): 536.633, ('colw', 'reduce'): 536.715, ('colw', 'final'): 536.817, ('colw', 'pack'): 536.878, ('colw', 'd2h'): 536.899, ('inner', 'start'): 537.023, ('inner', 'h2d'): 537.082, ('inner', 'csc'): 537.147, ('inner', 'count'): 537.165, ('inner', 'scan'): 537.194, ('inner', 'expand'): 537.217, ('inner', 'sort'): 537.431, ('inner', 'reduce'): 537.512, ('inner', 'final'): 537.605, ('inner', 'numeric'): 537.638, ('inner', 'pack'): 537.653, ('inner', 'd2h'): 537.671}"
Mildly sparse,bcsstk27,1224,56126,3.7462888205391085,138106,138106,138106,138106,138106,0.0,,0.06999999999993634,0.5200000000000955,0.12999999999999545,0.21699999999998454,0.7200000000000273,1.206,,,,,1.789,,1.896,1.968,1.991,"{('cu', 'start'): 533.156, ('cu', 'h2dmalloc'): 533.22, ('cu', 'h2d'): 533.264, ('cu', 'workest'): 533.334, ('cu', 'compute'): 533.854, ('cu', 'copy'): 533.984, ('cu', 'pack'): 534.006, ('cu', 'd2h'): 534.223, ('gust', 'start'): 534.379, ('gust', 'h2d'): 534.499, ('gust', 'count'): 534.527, ('gust', 'scan'): 534.575, ('gust', 'expand'): 534.746, ('gust', 'sort'): 535.308, ('gust', 'reduce'): 535.499, ('gust', 'final'): 535.834, ('gust', 'pack'): 535.92, ('gust', 'd2h'): 536.029, ('outer', 'start'): 536.184, ('outer', 'h2d'): 536.288, ('outer', 'csc'): 536.395, ('outer', 'count'): 536.426, ('outer', 'scan'): 536.467, ('outer', 'expand'): 536.627, ('outer', 'sort'): 537.183, ('outer', 'reduce'): 537.355, ('outer', 'final'): 537.578, ('outer', 'pack'): 537.693, ('outer', 'd2h'): 537.803, ('colw', 'start'): 538.095, ('colw', 'h2d'): 538.2, ('colw', 'csc'): 538.313, ('colw', 'count'): 538.337, ('colw', 'scan'): 538.408, ('colw', 'expand'): 538.598, ('colw', 'sort'): 539.166, ('colw', 'reduce'): 539.341, ('colw', 'final'): 539.563, ('colw', 'pack'): 539.667, ('colw', 'd2h'): 539.779, ('inner', 'start'): 540.079, ('inner', 'h2d'): 540.189, ('inner', 'csc'): 540.299, ('inner', 'count'): 540.324, ('inner', 'scan'): 540.361, ('inner', 'expand'): 540.549, ('inner', 'sort'): 541.114, ('inner', 'reduce'): 541.297, ('inner', 'final'): 541.531, ('inner', 'numeric'): 541.729, ('inner', 'pack'): 541.821, ('inner', 'd2h'): 541.931}"
Mildly sparse,bcsstm27,1224,56126,3.7462888205391085,138106,138106,138106,138106,138106,0.0,,0.07299999999997908,0.5009999999999764,0.13200000000006185,0.22300000000007003,0.7060000000000173,1.227,,,,,1.881,,1.994,1.95,2.036,"{('cu', 'start'): 546.919, ('cu', 'h2dmalloc'): 546.983, ('cu', 'h2d'): 547.028, ('cu', 'workest'): 547.101, ('cu', 'compute'): 547.602, ('cu', 'copy'): 547.734, ('cu', 'pack'): 547.756, ('cu', 'd2h'): 547.979, ('gust', 'start'): 548.165, ('gust', 'h2d'): 548.274, ('gust', 'count'): 548.299, ('gust', 'scan'): 548.34, ('gust', 'expand'): 548.527, ('gust', 'sort'): 549.097, ('gust', 'reduce'): 549.278, ('gust', 'final'): 549.681, ('gust', 'pack'): 549.774, ('gust', 'd2h'): 549.879, ('outer', 'start'): 550.063, ('outer', 'h2d'): 550.167, ('outer', 'csc'): 550.273, ('outer', 'count'): 550.293, ('outer', 'scan'): 550.331, ('outer', 'expand'): 550.487, ('outer', 'sort'): 551.056, ('outer', 'reduce'): 551.234, ('outer', 'final'): 551.511, ('outer', 'pack'): 551.624, ('outer', 'd2h'): 551.729, ('colw', 'start'): 552.073, ('colw', 'h2d'): 552.18, ('colw', 'csc'): 552.284, ('colw', 'count'): 552.307, ('colw', 'scan'): 552.344, ('colw', 'expand'): 552.517, ('colw', 'sort'): 553.086, ('colw', 'reduce'): 553.261, ('colw', 'final'): 553.507, ('colw', 'pack'): 553.598, ('colw', 'd2h'): 553.702, ('inner', 'start'): 554.039, ('inner', 'h2d'): 554.145, ('inner', 'csc'): 554.249, ('inner', 'count'): 554.274, ('inner', 'scan'): 554.312, ('inner', 'expand'): 554.483, ('inner', 'sort'): 555.06, ('inner', 'reduce'): 555.237, ('inner', 'final'): 555.49, ('inner', 'numeric'): 555.714, ('inner', 'pack'): 555.803, ('inner', 'd2h'): 555.908}"
