name,class,tag,n,A_nnz,h2d,csc,count,scan,expand,merge,compact,workest,compute,copy,sort,reduce,final,numeric,pack,d2h
bcsstk01,Dense,merge,48,400,0.07500000000004547,,0.018000000000029104,0.033999999999991815,0.03099999999994907,0.06700000000000728,0.021999999999934516,,,,,,0.03700000000003456,,0.016000000000076398,0.009000000000014552
bcsstk01,Dense,mrg2,48,400,0.07499999999993179,,0.019000000000005457,0.03700000000003456,,0.04200000000003001,0.02400000000000091,,,,,,0.03099999999994907,,0.01700000000005275,0.009000000000014552
can_61,Dense,cu,61,557,0.07999999999992724,,,,,,,0.04800000000000182,0.13900000000001,0.04200000000003001,,,,,0.014000000000010004,0.028999999999996362
can_61,Dense,gust,61,557,0.07200000000000273,,0.019000000000005457,0.032999999999901775,0.02100000000007185,,,,,,0.10199999999997544,0.03499999999996817,0.04600000000004911,,0.014000000000010004,0.010999999999967258
can_61,Dense,merge,61,557,0.07100000000002638,,0.018000000000029104,0.03300000000001546,0.04099999999993997,0.1470000000000482,0.01999999999998181,,,,,,0.03300000000001546,,0.014000000000010004,0.009000000000014552
can_61,Dense,mrg2,61,557,0.07100000000002638,,0.017999999999915417,0.03200000000003911,,0.05200000000002092,0.01999999999998181,,,,,,0.028999999999996362,,0.014000000000010004,0.008000000000038199
bcsstk05,Dense,cu,153,2423,0.06399999999996453,,,,,,,0.04800000000000182,0.13900000000001,0.04500000000007276,,,,,0.013999999999896318,0.02400000000000091
bcsstk05,Dense,gust,153,2423,0.06400000000007822,,0.016999999999939064,0.03200000000003911,0.023000000000024556,,,,,,0.1190000000000282,0.032999999999901775,0.04800000000000182,,0.016000000000076398,0.009999999999990905
bcsstk05,Dense,merge,153,2423,0.06299999999998818,,0.017999999999915417,0.031000000000062755,0.05899999999996908,0.16399999999998727,0.02100000000007185,,,,,,0.03300000000001546,,0.012999999999919964,0.013000000000033651
bcsstk05,Dense,mrg2,153,2423,0.06599999999991724,,0.01700000000005275,0.03099999999994907,,0.05800000000010641,0.019000000000005457,,,,,,0.028999999999996362,,0.013999999999896318,0.011000000000080945
