class,name,n,A_nnz,density_pct,cu_cnnz,man_cnnz,merge_cnnz,merge2_cnnz,cnnz_gap_pct,buf2,cu_we,cu_compute,cu_copy,cu_d2h,cu_kernel,cu_time,cu_write,man_count,man_fill,man_kernel,man_time,merge_time,merge2_time,man_write,phases,cublas_ms
Mildly sparse,can_73,73,377,7.0744980296490905,1377,1377,1377,1377,0.0,,0.04500000000007276,0.15300000000002,0.045999999999935426,0.024999999999977263,0.2440000000000282,0.409,,,,,0.364,0.352,0.318,,"{('cu', 'start'): 581.72, ('cu', 'h2dmalloc'): 581.77, ('cu', 'h2d'): 581.781, ('cu', 'workest'): 581.826, ('cu', 'compute'): 581.979, ('cu', 'copy'): 582.025, ('cu', 'pack'): 582.041, ('cu', 'd2h'): 582.066, ('gust', 'start'): 582.14, ('gust', 'h2d'): 582.2, ('gust', 'count'): 582.217, ('gust', 'scan'): 582.251, ('gust', 'expand'): 582.27, ('gust', 'sort'): 582.314, ('gust', 'reduce'): 582.348, ('gust', 'final'): 582.397, ('gust', 'pack'): 582.413, ('gust', 'd2h'): 582.423, ('merge', 'start'): 582.513, ('merge', 'h2d'): 582.575, ('merge', 'count'): 582.592, ('merge', 'scan'): 582.625, ('merge', 'expand'): 582.648, ('merge', 'merge'): 582.702, ('merge', 'final'): 582.738, ('merge', 'compact'): 582.759, ('merge', 'pack'): 582.78, ('merge', 'd2h'): 582.794, ('mrg2', 'start'): 582.879, ('mrg2', 'h2d'): 582.944, ('mrg2', 'count'): 582.963, ('mrg2', 'scan'): 582.998, ('mrg2', 'merge'): 583.036, ('mrg2', 'final'): 583.069, ('mrg2', 'compact'): 583.088, ('mrg2', 'pack'): 583.105, ('mrg2', 'd2h'): 583.114}",0.0385830644518137
Mildly sparse,bcspwr02,49,167,6.9554352353186175,403,403,403,403,0.0,,0.057999999999992724,0.1550000000000864,0.06199999999989814,0.023000000000024556,0.27499999999997726,0.486,,,,,0.431,0.374,0.345,,"{('cu', 'start'): 679.656, ('cu', 'h2dmalloc'): 679.72, ('cu', 'h2d'): 679.732, ('cu', 'workest'): 679.79, ('cu', 'compute'): 679.945, ('cu', 'copy'): 680.007, ('cu', 'pack'): 680.028, ('cu', 'd2h'): 680.051, ('gust', 'start'): 680.156, ('gust', 'h2d'): 680.235, ('gust', 'count'): 680.253, ('gust', 'scan'): 680.303, ('gust', 'expand'): 680.323, ('gust', 'sort'): 680.369, ('gust', 'reduce'): 680.408, ('gust', 'final'): 680.462, ('gust', 'pack'): 680.481, ('gust', 'd2h'): 680.492, ('merge', 'start'): 680.6, ('merge', 'h2d'): 680.673, ('merge', 'count'): 680.692, ('merge', 'scan'): 680.73, ('merge', 'expand'): 680.753, ('merge', 'merge'): 680.789, ('merge', 'final'): 680.829, ('merge', 'compact'): 680.853, ('merge', 'pack'): 680.871, ('merge', 'd2h'): 680.882, ('mrg2', 'start'): 680.993, ('mrg2', 'h2d'): 681.072, ('mrg2', 'count'): 681.09, ('mrg2', 'scan'): 681.129, ('mrg2', 'merge'): 681.159, ('mrg2', 'final'): 681.194, ('mrg2', 'compact'): 681.217, ('mrg2', 'pack'): 681.235, ('mrg2', 'd2h'): 681.247}",0.049954978749156
Mildly sparse,can_144,144,1296,6.25,3456,3456,3456,3456,0.0,,0.06700000000000728,0.16399999999998727,0.05299999999999727,0.03499999999996817,0.2839999999999918,0.511,,,,,0.509,0.445,0.357,,"{('cu', 'start'): 678.972, ('cu', 'h2dmalloc'): 679.037, ('cu', 'h2d'): 679.053, ('cu', 'workest'): 679.12, ('cu', 'compute'): 679.284, ('cu', 'copy'): 679.337, ('cu', 'pack'): 679.356, ('cu', 'd2h'): 679.391, ('gust', 'start'): 679.5, ('gust', 'h2d'): 679.585, ('gust', 'count'): 679.606, ('gust', 'scan'): 679.649, ('gust', 'expand'): 679.671, ('gust', 'sort'): 679.786, ('gust', 'reduce'): 679.826, ('gust', 'final'): 679.88, ('gust', 'pack'): 679.899, ('gust', 'd2h'): 679.911, ('merge', 'start'): 680.019, ('merge', 'h2d'): 680.101, ('merge', 'count'): 680.12, ('merge', 'scan'): 680.157, ('merge', 'expand'): 680.191, ('merge', 'merge'): 680.267, ('merge', 'final'): 680.307, ('merge', 'compact'): 680.33, ('merge', 'pack'): 680.348, ('merge', 'd2h'): 680.36, ('mrg2', 'start'): 680.474, ('mrg2', 'h2d'): 680.553, ('mrg2', 'count'): 680.57, ('mrg2', 'scan'): 680.608, ('mrg2', 'merge'): 680.646, ('mrg2', 'final'): 680.68, ('mrg2', 'compact'): 680.703, ('mrg2', 'pack'): 680.721, ('mrg2', 'd2h'): 680.734}",0.0502500915899872
Mildly sparse,can_62,62,218,5.6711758584807495,482,482,482,482,0.0,,0.039000000000100954,0.13900000000001,0.03999999999996362,0.024999999999977263,0.21800000000007458,0.379,,,,,0.348,0.301,0.269,,"{('cu', 'start'): 597.327, ('cu', 'h2dmalloc'): 597.376, ('cu', 'h2d'): 597.387, ('cu', 'workest'): 597.426, ('cu', 'compute'): 597.565, ('cu', 'copy'): 597.605, ('cu', 'pack'): 597.619, ('cu', 'd2h'): 597.644, ('gust', 'start'): 597.715, ('gust', 'h2d'): 597.773, ('gust', 'count'): 597.789, ('gust', 'scan'): 597.824, ('gust', 'expand'): 597.841, ('gust', 'sort'): 597.882, ('gust', 'reduce'): 597.921, ('gust', 'final'): 597.967, ('gust', 'pack'): 597.981, ('gust', 'd2h'): 597.992, ('merge', 'start'): 598.071, ('merge', 'h2d'): 598.129, ('merge', 'count'): 598.144, ('merge', 'scan'): 598.177, ('merge', 'expand'): 598.196, ('merge', 'merge'): 598.228, ('merge', 'final'): 598.261, ('merge', 'compact'): 598.281, ('merge', 'pack'): 598.295, ('merge', 'd2h'): 598.305, ('mrg2', 'start'): 598.379, ('mrg2', 'h2d'): 598.436, ('mrg2', 'count'): 598.452, ('mrg2', 'scan'): 598.484, ('mrg2', 'merge'): 598.511, ('mrg2', 'final'): 598.539, ('mrg2', 'compact'): 598.559, ('mrg2', 'pack'): 598.572, ('mrg2', 'd2h'): 598.58}",0.0357490498572588
Mildly sparse,can_161,161,1377,5.31229505034528,3761,3761,3761,3761,0.0,,0.04800000000000182,0.13899999999989632,0.044000000000096406,0.024999999999977263,0.23099999999999454,0.418,,,,,0.441,0.388,0.303,,"{('cu', 'start'): 572.767, ('cu', 'h2dmalloc'): 572.832, ('cu', 'h2d'): 572.849, ('cu', 'workest'): 572.897, ('cu', 'compute'): 573.036, ('cu', 'copy'): 573.08, ('cu', 'pack'): 573.094, ('cu', 'd2h'): 573.119, ('gust', 'start'): 573.197, ('gust', 'h2d'): 573.272, ('gust', 'count'): 573.29, ('gust', 'scan'): 573.324, ('gust', 'expand'): 573.343, ('gust', 'sort'): 573.456, ('gust', 'reduce'): 573.491, ('gust', 'final'): 573.538, ('gust', 'pack'): 573.552, ('gust', 'd2h'): 573.564, ('merge', 'start'): 573.648, ('merge', 'h2d'): 573.721, ('merge', 'count'): 573.738, ('merge', 'scan'): 573.77, ('merge', 'expand'): 573.799, ('merge', 'merge'): 573.886, ('merge', 'final'): 573.918, ('merge', 'compact'): 573.939, ('merge', 'pack'): 573.953, ('merge', 'd2h'): 573.964, ('mrg2', 'start'): 574.045, ('mrg2', 'h2d'): 574.117, ('mrg2', 'count'): 574.133, ('mrg2', 'scan'): 574.165, ('mrg2', 'merge'): 574.203, ('mrg2', 'final'): 574.231, ('mrg2', 'compact'): 574.251, ('mrg2', 'pack'): 574.265, ('mrg2', 'd2h'): 574.277}",0.050939037464559
Mildly sparse,bcsstk03,112,640,5.1020408163265305,1072,1072,1072,1072,0.0,,0.04099999999993997,0.1430000000000291,0.04200000000003001,0.024999999999977263,0.2259999999999991,0.386,,,,,0.403,0.302,0.267,,"{('cu', 'start'): 583.608, ('cu', 'h2dmalloc'): 583.657, ('cu', 'h2d'): 583.668, ('cu', 'workest'): 583.709, ('cu', 'compute'): 583.852, ('cu', 'copy'): 583.894, ('cu', 'pack'): 583.908, ('cu', 'd2h'): 583.933, ('gust', 'start'): 584.004, ('gust', 'h2d'): 584.062, ('gust', 'count'): 584.078, ('gust', 'scan'): 584.112, ('gust', 'expand'): 584.13, ('gust', 'sort'): 584.235, ('gust', 'reduce'): 584.27, ('gust', 'final'): 584.314, ('gust', 'pack'): 584.328, ('gust', 'd2h'): 584.336, ('merge', 'start'): 584.416, ('merge', 'h2d'): 584.475, ('merge', 'count'): 584.491, ('merge', 'scan'): 584.524, ('merge', 'expand'): 584.545, ('merge', 'merge'): 584.573, ('merge', 'final'): 584.605, ('merge', 'compact'): 584.626, ('merge', 'pack'): 584.64, ('merge', 'd2h'): 584.651, ('mrg2', 'start'): 584.725, ('mrg2', 'h2d'): 584.782, ('mrg2', 'count'): 584.797, ('mrg2', 'scan'): 584.829, ('mrg2', 'merge'): 584.855, ('mrg2', 'final'): 584.883, ('mrg2', 'compact'): 584.903, ('mrg2', 'pack'): 584.916, ('mrg2', 'd2h'): 584.925}",0.0510349636897444
Mildly sparse,bcsstk06,420,7860,4.45578231292517,23660,23660,23660,23660,0.0,,0.05299999999999727,0.21899999999993724,0.04800000000000182,0.08500000000003638,0.31999999999993634,0.544,,,,,0.66,0.71,0.335,,"{('cu', 'start'): 581.773, ('cu', 'h2dmalloc'): 581.825, ('cu', 'h2d'): 581.839, ('cu', 'workest'): 581.892, ('cu', 'compute'): 582.111, ('cu', 'copy'): 582.159, ('cu', 'pack'): 582.174, ('cu', 'd2h'): 582.259, ('gust', 'start'): 582.328, ('gust', 'h2d'): 582.391, ('gust', 'count'): 582.409, ('gust', 'scan'): 582.442, ('gust', 'expand'): 582.469, ('gust', 'sort'): 582.699, ('gust', 'reduce'): 582.785, ('gust', 'final'): 582.839, ('gust', 'pack'): 582.854, ('gust', 'd2h'): 582.87, ('merge', 'start'): 582.998, ('merge', 'h2d'): 583.058, ('merge', 'count'): 583.075, ('merge', 'scan'): 583.106, ('merge', 'expand'): 583.185, ('merge', 'merge'): 583.499, ('merge', 'final'): 583.534, ('merge', 'compact'): 583.556, ('merge', 'pack'): 583.569, ('merge', 'd2h'): 583.585, ('mrg2', 'start'): 583.716, ('mrg2', 'h2d'): 583.776, ('mrg2', 'count'): 583.793, ('mrg2', 'scan'): 583.824, ('mrg2', 'merge'): 583.898, ('mrg2', 'final'): 583.927, ('mrg2', 'compact'): 583.949, ('mrg2', 'pack'): 583.963, ('mrg2', 'd2h'): 583.98}",0.0434010289609432
Mildly sparse,bcsstk07,420,7860,4.45578231292517,23660,23660,23660,23660,0.0,,0.05199999999990723,0.21199999999998909,0.047000000000025466,0.08500000000003638,0.3109999999999218,0.528,,,,,0.642,0.699,0.329,,"{('cu', 'start'): 584.252, ('cu', 'h2dmalloc'): 584.302, ('cu', 'h2d'): 584.315, ('cu', 'workest'): 584.367, ('cu', 'compute'): 584.579, ('cu', 'copy'): 584.626, ('cu', 'pack'): 584.64, ('cu', 'd2h'): 584.725, ('gust', 'start'): 584.791, ('gust', 'h2d'): 584.852, ('gust', 'count'): 584.869, ('gust', 'scan'): 584.902, ('gust', 'expand'): 584.928, ('gust', 'sort'): 585.154, ('gust', 'reduce'): 585.236, ('gust', 'final'): 585.288, ('gust', 'pack'): 585.303, ('gust', 'd2h'): 585.316, ('merge', 'start'): 585.442, ('merge', 'h2d'): 585.502, ('merge', 'count'): 585.518, ('merge', 'scan'): 585.549, ('merge', 'expand'): 585.629, ('merge', 'merge'): 585.941, ('merge', 'final'): 585.977, ('merge', 'compact'): 585.997, ('merge', 'pack'): 586.01, ('merge', 'd2h'): 586.024, ('mrg2', 'start'): 586.148, ('mrg2', 'h2d'): 586.209, ('mrg2', 'count'): 586.226, ('mrg2', 'scan'): 586.257, ('mrg2', 'merge'): 586.329, ('mrg2', 'final'): 586.359, ('mrg2', 'compact'): 586.379, ('mrg2', 'pack'): 586.393, ('mrg2', 'd2h'): 586.408}",0.0633259769529104
Mildly sparse,can_256,256,2916,4.449462890625,18568,18568,18568,18568,0.0,,0.05000000000006821,0.15499999999997272,0.043000000000006366,0.02900000000011005,0.2480000000000473,0.416,,,,,0.455,1.959,0.474,,"{('cu', 'start'): 584.959, ('cu', 'h2dmalloc'): 585.011, ('cu', 'h2d'): 585.025, ('cu', 'workest'): 585.075, ('cu', 'compute'): 585.23, ('cu', 'copy'): 585.273, ('cu', 'pack'): 585.286, ('cu', 'd2h'): 585.315, ('gust', 'start'): 585.386, ('gust', 'h2d'): 585.45, ('gust', 'count'): 585.47, ('gust', 'scan'): 585.501, ('gust', 'expand'): 585.529, ('gust', 'sort'): 585.646, ('gust', 'reduce'): 585.686, ('gust', 'final'): 585.734, ('gust', 'pack'): 585.747, ('gust', 'd2h'): 585.76, ('merge', 'start'): 585.85, ('merge', 'h2d'): 585.913, ('merge', 'count'): 585.932, ('merge', 'scan'): 585.962, ('merge', 'expand'): 586.082, ('merge', 'merge'): 587.655, ('merge', 'final'): 587.689, ('merge', 'compact'): 587.714, ('merge', 'pack'): 587.728, ('merge', 'd2h'): 587.741, ('mrg2', 'start'): 587.816, ('mrg2', 'h2d'): 587.879, ('mrg2', 'count'): 587.898, ('mrg2', 'scan'): 587.927, ('mrg2', 'merge'): 588.151, ('mrg2', 'final'): 588.179, ('mrg2', 'compact'): 588.197, ('mrg2', 'pack'): 588.209, ('mrg2', 'd2h'): 588.222}",0.0486910576000809
Mildly sparse,can_268,268,3082,4.291044776119403,15590,15590,15590,15590,0.0,,0.049999999999954525,0.16400000000010095,0.04499999999995907,0.024999999999977263,0.25900000000001455,0.421,,,,,0.44,0.795,0.374,,"{('cu', 'start'): 590.65, ('cu', 'h2dmalloc'): 590.7, ('cu', 'h2d'): 590.712, ('cu', 'workest'): 590.762, ('cu', 'compute'): 590.926, ('cu', 'copy'): 590.971, ('cu', 'pack'): 590.985, ('cu', 'd2h'): 591.01, ('gust', 'start'): 591.081, ('gust', 'h2d'): 591.141, ('gust', 'count'): 591.16, ('gust', 'scan'): 591.192, ('gust', 'expand'): 591.216, ('gust', 'sort'): 591.339, ('gust', 'reduce'): 591.374, ('gust', 'final'): 591.423, ('gust', 'pack'): 591.437, ('gust', 'd2h'): 591.452, ('merge', 'start'): 591.529, ('merge', 'h2d'): 591.593, ('merge', 'count'): 591.611, ('merge', 'scan'): 591.642, ('merge', 'expand'): 591.709, ('merge', 'merge'): 592.171, ('merge', 'final'): 592.204, ('merge', 'compact'): 592.225, ('merge', 'pack'): 592.238, ('merge', 'd2h'): 592.254, ('mrg2', 'start'): 592.332, ('mrg2', 'h2d'): 592.39, ('mrg2', 'count'): 592.407, ('mrg2', 'scan'): 592.437, ('mrg2', 'merge'): 592.558, ('mrg2', 'final'): 592.585, ('mrg2', 'compact'): 592.611, ('mrg2', 'pack'): 592.625, ('mrg2', 'd2h'): 592.638}",0.043091014958918
Mildly sparse,can_187,187,1491,4.26377648774629,3719,3719,3719,3719,0.0,,0.04800000000000182,0.1409999999999627,0.043000000000006366,0.023000000000024556,0.2319999999999709,0.391,,,,,0.399,0.313,0.275,,"{('cu', 'start'): 563.089, ('cu', 'h2dmalloc'): 563.138, ('cu', 'h2d'): 563.149, ('cu', 'workest'): 563.197, ('cu', 'compute'): 563.338, ('cu', 'copy'): 563.381, ('cu', 'pack'): 563.395, ('cu', 'd2h'): 563.418, ('gust', 'start'): 563.49, ('gust', 'h2d'): 563.551, ('gust', 'count'): 563.567, ('gust', 'scan'): 563.599, ('gust', 'expand'): 563.616, ('gust', 'sort'): 563.721, ('gust', 'reduce'): 563.755, ('gust', 'final'): 563.8, ('gust', 'pack'): 563.814, ('gust', 'd2h'): 563.822, ('merge', 'start'): 563.899, ('merge', 'h2d'): 563.957, ('merge', 'count'): 563.974, ('merge', 'scan'): 564.003, ('merge', 'expand'): 564.029, ('merge', 'merge'): 564.076, ('merge', 'final'): 564.107, ('merge', 'compact'): 564.128, ('merge', 'pack'): 564.141, ('merge', 'd2h'): 564.15, ('mrg2', 'start'): 564.221, ('mrg2', 'h2d'): 564.278, ('mrg2', 'count'): 564.294, ('mrg2', 'scan'): 564.325, ('mrg2', 'merge'): 564.36, ('mrg2', 'final'): 564.388, ('mrg2', 'compact'): 564.407, ('mrg2', 'pack'): 564.42, ('mrg2', 'd2h'): 564.429}",0.0389859778806567
Mildly sparse,bcsstm07,420,7252,4.111111111111112,22972,22972,22972,22972,0.0,,0.049999999999954525,0.20699999999999363,0.047000000000025466,0.08399999999994634,0.3039999999999736,0.525,,,,,0.651,0.695,0.33,,"{('cu', 'start'): 592.905, ('cu', 'h2dmalloc'): 592.956, ('cu', 'h2d'): 592.969, ('cu', 'workest'): 593.019, ('cu', 'compute'): 593.226, ('cu', 'copy'): 593.273, ('cu', 'pack'): 593.288, ('cu', 'd2h'): 593.372, ('gust', 'start'): 593.44, ('gust', 'h2d'): 593.501, ('gust', 'count'): 593.521, ('gust', 'scan'): 593.553, ('gust', 'expand'): 593.578, ('gust', 'sort'): 593.804, ('gust', 'reduce'): 593.89, ('gust', 'final'): 593.944, ('gust', 'pack'): 593.959, ('gust', 'd2h'): 593.973, ('merge', 'start'): 594.101, ('merge', 'h2d'): 594.163, ('merge', 'count'): 594.181, ('merge', 'scan'): 594.212, ('merge', 'expand'): 594.285, ('merge', 'merge'): 594.578, ('merge', 'final'): 594.613, ('merge', 'compact'): 594.689, ('merge', 'pack'): 594.706, ('merge', 'd2h'): 594.721, ('mrg2', 'start'): 594.805, ('mrg2', 'h2d'): 594.865, ('mrg2', 'count'): 594.882, ('mrg2', 'scan'): 594.912, ('mrg2', 'merge'): 594.982, ('mrg2', 'final'): 595.012, ('mrg2', 'compact'): 595.032, ('mrg2', 'pack'): 595.049, ('mrg2', 'd2h'): 595.063}",0.0608399277552962
Mildly sparse,bcsstk27,1224,56126,3.7462888205391085,138106,138106,138106,138106,0.0,,0.06100000000003547,0.48899999999991905,0.1310000000000855,0.21000000000003638,0.68100000000004,1.165,,,,,1.826,2.441,0.985,,"{('cu', 'start'): 635.395, ('cu', 'h2dmalloc'): 635.455, ('cu', 'h2d'): 635.5, ('cu', 'workest'): 635.561, ('cu', 'compute'): 636.05, ('cu', 'copy'): 636.181, ('cu', 'pack'): 636.211, ('cu', 'd2h'): 636.421, ('gust', 'start'): 636.578, ('gust', 'h2d'): 636.697, ('gust', 'count'): 636.723, ('gust', 'scan'): 636.763, ('gust', 'expand'): 636.95, ('gust', 'sort'): 637.522, ('gust', 'reduce'): 637.725, ('gust', 'final'): 638.073, ('gust', 'pack'): 638.162, ('gust', 'd2h'): 638.265, ('merge', 'start'): 638.419, ('merge', 'h2d'): 638.523, ('merge', 'count'): 638.548, ('merge', 'scan'): 638.587, ('merge', 'expand'): 638.995, ('merge', 'merge'): 640.168, ('merge', 'final'): 640.366, ('merge', 'compact'): 640.528, ('merge', 'pack'): 640.618, ('merge', 'd2h'): 640.721, ('mrg2', 'start'): 640.875, ('mrg2', 'h2d'): 640.983, ('mrg2', 'count'): 641.007, ('mrg2', 'scan'): 641.047, ('mrg2', 'merge'): 641.332, ('mrg2', 'final'): 641.368, ('mrg2', 'compact'): 641.515, ('mrg2', 'pack'): 641.589, ('mrg2', 'd2h'): 641.69}",0.1455709571018815
Mildly sparse,bcsstm27,1224,56126,3.7462888205391085,138106,138106,138106,138106,0.0,,0.055000000000063665,0.44299999999998363,0.10000000000002274,0.14999999999997726,0.59800000000007,0.948,,,,,1.482,2.135,0.784,,"{('cu', 'start'): 598.607, ('cu', 'h2dmalloc'): 598.657, ('cu', 'h2d'): 598.685, ('cu', 'workest'): 598.74, ('cu', 'compute'): 599.183, ('cu', 'copy'): 599.283, ('cu', 'pack'): 599.299, ('cu', 'd2h'): 599.449, ('gust', 'start'): 599.566, ('gust', 'h2d'): 599.652, ('gust', 'count'): 599.673, ('gust', 'scan'): 599.706, ('gust', 'expand'): 599.844, ('gust', 'sort'): 600.37, ('gust', 'reduce'): 600.521, ('gust', 'final'): 600.809, ('gust', 'pack'): 600.875, ('gust', 'd2h'): 600.929, ('merge', 'start'): 601.06, ('merge', 'h2d'): 601.143, ('merge', 'count'): 601.164, ('merge', 'scan'): 601.195, ('merge', 'expand'): 601.564, ('merge', 'merge'): 602.678, ('merge', 'final'): 602.825, ('merge', 'compact'): 602.954, ('merge', 'pack'): 603.017, ('merge', 'd2h'): 603.072, ('mrg2', 'start'): 603.204, ('mrg2', 'h2d'): 603.28, ('mrg2', 'count'): 603.3, ('mrg2', 'scan'): 603.338, ('mrg2', 'merge'): 603.598, ('mrg2', 'final'): 603.629, ('mrg2', 'compact'): 603.755, ('mrg2', 'pack'): 603.816, ('mrg2', 'd2h'): 603.868}",0.1662400318309664
Mildly sparse,bcsstk22,138,696,3.6546943919344677,1552,1552,1552,1552,0.0,,0.04899999999997817,0.15399999999999636,0.043000000000006366,0.023000000000024556,0.2459999999999809,0.423,,,,,0.437,0.349,0.301,,"{('cu', 'start'): 600.29, ('cu', 'h2dmalloc'): 600.343, ('cu', 'h2d'): 600.356, ('cu', 'workest'): 600.405, ('cu', 'compute'): 600.559, ('cu', 'copy'): 600.602, ('cu', 'pack'): 600.617, ('cu', 'd2h'): 600.64, ('gust', 'start'): 600.724, ('gust', 'h2d'): 600.789, ('gust', 'count'): 600.81, ('gust', 'scan'): 600.846, ('gust', 'expand'): 600.864, ('gust', 'sort'): 600.972, ('gust', 'reduce'): 601.007, ('gust', 'final'): 601.056, ('gust', 'pack'): 601.075, ('gust', 'd2h'): 601.084, ('merge', 'start'): 601.168, ('merge', 'h2d'): 601.23, ('merge', 'count'): 601.251, ('merge', 'scan'): 601.293, ('merge', 'expand'): 601.317, ('merge', 'merge'): 601.357, ('merge', 'final'): 601.39, ('merge', 'compact'): 601.414, ('merge', 'pack'): 601.43, ('merge', 'd2h'): 601.439, ('mrg2', 'start'): 601.526, ('mrg2', 'h2d'): 601.592, ('mrg2', 'count'): 601.61, ('mrg2', 'scan'): 601.642, ('mrg2', 'merge'): 601.673, ('mrg2', 'final'): 601.701, ('mrg2', 'compact'): 601.722, ('mrg2', 'pack'): 601.736, ('mrg2', 'd2h'): 601.744}",0.0238810898736119
Mildly sparse,bcspwr03,118,476,3.418557885665039,1270,1270,1270,1270,0.0,,0.03899999999998727,0.14599999999995816,0.04000000000007731,0.022000000000048203,0.22500000000002274,0.383,,,,,0.342,0.318,0.276,,"{('cu', 'start'): 586.808, ('cu', 'h2dmalloc'): 586.857, ('cu', 'h2d'): 586.869, ('cu', 'workest'): 586.908, ('cu', 'compute'): 587.054, ('cu', 'copy'): 587.094, ('cu', 'pack'): 587.107, ('cu', 'd2h'): 587.129, ('gust', 'start'): 587.199, ('gust', 'h2d'): 587.257, ('gust', 'count'): 587.273, ('gust', 'scan'): 587.307, ('gust', 'expand'): 587.325, ('gust', 'sort'): 587.367, ('gust', 'reduce'): 587.399, ('gust', 'final'): 587.446, ('gust', 'pack'): 587.459, ('gust', 'd2h'): 587.468, ('merge', 'start'): 587.55, ('merge', 'h2d'): 587.607, ('merge', 'count'): 587.622, ('merge', 'scan'): 587.654, ('merge', 'expand'): 587.676, ('merge', 'merge'): 587.728, ('merge', 'final'): 587.76, ('merge', 'compact'): 587.78, ('merge', 'pack'): 587.793, ('merge', 'd2h'): 587.802, ('mrg2', 'start'): 587.875, ('mrg2', 'h2d'): 587.93, ('mrg2', 'count'): 587.946, ('mrg2', 'scan'): 587.979, ('mrg2', 'merge'): 588.014, ('mrg2', 'final'): 588.042, ('mrg2', 'compact'): 588.062, ('mrg2', 'pack'): 588.075, ('mrg2', 'd2h'): 588.084}",0.0509499805048108
Mildly sparse,can_229,229,1777,3.388570012013501,5017,5017,5017,5017,0.0,,0.04899999999997817,0.1409999999999627,0.04399999999998272,0.026000000000067303,0.2339999999999236,0.391,,,,,0.404,0.366,0.284,,"{('cu', 'start'): 563.432, ('cu', 'h2dmalloc'): 563.48, ('cu', 'h2d'): 563.493, ('cu', 'workest'): 563.542, ('cu', 'compute'): 563.683, ('cu', 'copy'): 563.727, ('cu', 'pack'): 563.741, ('cu', 'd2h'): 563.767, ('gust', 'start'): 563.833, ('gust', 'h2d'): 563.893, ('gust', 'count'): 563.91, ('gust', 'scan'): 563.941, ('gust', 'expand'): 563.96, ('gust', 'sort'): 564.066, ('gust', 'reduce'): 564.1, ('gust', 'final'): 564.146, ('gust', 'pack'): 564.16, ('gust', 'd2h'): 564.173, ('merge', 'start'): 564.246, ('merge', 'h2d'): 564.305, ('merge', 'count'): 564.321, ('merge', 'scan'): 564.351, ('merge', 'expand'): 564.378, ('merge', 'merge'): 564.473, ('merge', 'final'): 564.505, ('merge', 'compact'): 564.525, ('merge', 'pack'): 564.539, ('merge', 'd2h'): 564.551, ('mrg2', 'start'): 564.619, ('mrg2', 'h2d'): 564.677, ('mrg2', 'count'): 564.693, ('mrg2', 'scan'): 564.724, ('mrg2', 'merge'): 564.772, ('mrg2', 'final'): 564.799, ('mrg2', 'compact'): 564.819, ('mrg2', 'pack'): 564.832, ('mrg2', 'd2h'): 564.842}",0.0366339227184653
Mildly sparse,can_292,292,2540,2.9789829236254457,11670,11670,11670,11670,0.0,,0.045999999999935426,0.15899999999999181,0.04900000000009186,0.024999999999977263,0.2540000000000191,0.422,,,,,0.441,0.618,0.333,,"{('cu', 'start'): 588.973, ('cu', 'h2dmalloc'): 589.022, ('cu', 'h2d'): 589.037, ('cu', 'workest'): 589.083, ('cu', 'compute'): 589.242, ('cu', 'copy'): 589.291, ('cu', 'pack'): 589.306, ('cu', 'd2h'): 589.331, ('gust', 'start'): 589.408, ('gust', 'h2d'): 589.472, ('gust', 'count'): 589.49, ('gust', 'scan'): 589.523, ('gust', 'expand'): 589.546, ('gust', 'sort'): 589.664, ('gust', 'reduce'): 589.699, ('gust', 'final'): 589.748, ('gust', 'pack'): 589.763, ('gust', 'd2h'): 589.776, ('merge', 'start'): 589.855, ('merge', 'h2d'): 589.916, ('merge', 'count'): 589.934, ('merge', 'scan'): 589.965, ('merge', 'expand'): 590.022, ('merge', 'merge'): 590.323, ('merge', 'final'): 590.356, ('merge', 'compact'): 590.376, ('merge', 'pack'): 590.39, ('merge', 'd2h'): 590.404, ('mrg2', 'start'): 590.48, ('mrg2', 'h2d'): 590.542, ('mrg2', 'count'): 590.56, ('mrg2', 'scan'): 590.591, ('mrg2', 'merge'): 590.669, ('mrg2', 'final'): 590.698, ('mrg2', 'compact'): 590.718, ('mrg2', 'pack'): 590.732, ('mrg2', 'd2h'): 590.744}",0.0596500467509031
