class,name,n,A_nnz,density_pct,cu_cnnz,man_cnnz,merge_cnnz,merge2_cnnz,cnnz_gap_pct,buf2,cu_we,cu_compute,cu_copy,cu_d2h,cu_kernel,cu_time,cu_write,man_count,man_fill,man_kernel,man_time,merge_time,merge2_time,man_write,phases,cublas_ms
Mildly sparse,ash292,292,2208,2.589604053293301,6042,6042,6042,6042,0.0,,0.04399999999998272,0.1490000000000009,0.043000000000006366,0.026000000000067303,0.23599999999999,0.411,,,,,0.413,0.354,0.292,,"{('cu', 'start'): 576.421, ('cu', 'h2dmalloc'): 576.476, ('cu', 'h2d'): 576.492, ('cu', 'workest'): 576.536, ('cu', 'compute'): 576.685, ('cu', 'copy'): 576.728, ('cu', 'pack'): 576.742, ('cu', 'd2h'): 576.768, ('gust', 'start'): 576.84, ('gust', 'h2d'): 576.902, ('gust', 'count'): 576.919, ('gust', 'scan'): 576.952, ('gust', 'expand'): 576.971, ('gust', 'sort'): 577.076, ('gust', 'reduce'): 577.11, ('gust', 'final'): 577.157, ('gust', 'pack'): 577.171, ('gust', 'd2h'): 577.183, ('merge', 'start'): 577.262, ('merge', 'h2d'): 577.321, ('merge', 'count'): 577.337, ('merge', 'scan'): 577.368, ('merge', 'expand'): 577.396, ('merge', 'merge'): 577.467, ('merge', 'final'): 577.5, ('merge', 'compact'): 577.522, ('merge', 'pack'): 577.535, ('merge', 'd2h'): 577.548, ('mrg2', 'start'): 577.624, ('mrg2', 'h2d'): 577.684, ('mrg2', 'count'): 577.699, ('mrg2', 'scan'): 577.732, ('mrg2', 'merge'): 577.772, ('mrg2', 'final'): 577.8, ('mrg2', 'compact'): 577.82, ('mrg2', 'pack'): 577.833, ('mrg2', 'd2h'): 577.844}",0.0631499569863081
Mildly sparse,bcspwr04,274,1612,2.1471575470190207,4982,4982,4982,4982,0.0,,0.04899999999997817,0.15300000000002,0.04399999999998272,0.026000000000067303,0.2459999999999809,0.413,,,,,0.414,0.39,0.298,,"{('cu', 'start'): 565.175, ('cu', 'h2dmalloc'): 565.224, ('cu', 'h2d'): 565.237, ('cu', 'workest'): 565.286, ('cu', 'compute'): 565.439, ('cu', 'copy'): 565.483, ('cu', 'pack'): 565.497, ('cu', 'd2h'): 565.523, ('gust', 'start'): 565.596, ('gust', 'h2d'): 565.658, ('gust', 'count'): 565.675, ('gust', 'scan'): 565.707, ('gust', 'expand'): 565.728, ('gust', 'sort'): 565.834, ('gust', 'reduce'): 565.869, ('gust', 'final'): 565.916, ('gust', 'pack'): 565.931, ('gust', 'd2h'): 565.94, ('merge', 'start'): 566.018, ('merge', 'h2d'): 566.077, ('merge', 'count'): 566.094, ('merge', 'scan'): 566.125, ('merge', 'expand'): 566.16, ('merge', 'merge'): 566.255, ('merge', 'final'): 566.289, ('merge', 'compact'): 566.31, ('merge', 'pack'): 566.324, ('merge', 'd2h'): 566.335, ('mrg2', 'start'): 566.417, ('mrg2', 'h2d'): 566.477, ('mrg2', 'count'): 566.493, ('mrg2', 'scan'): 566.524, ('mrg2', 'merge'): 566.573, ('mrg2', 'final'): 566.602, ('mrg2', 'compact'): 566.621, ('mrg2', 'pack'): 566.635, ('mrg2', 'd2h'): 566.647}",0.034219934605062
Mildly sparse,bcsstk13,2003,83883,2.0907979019987244,396773,396773,396773,396773,0.0,,0.055000000000063665,0.5190000000000055,0.13900000000001,0.3039999999999736,0.7130000000000791,1.269,,,,,2.071,6.08,1.408,,"{('cu', 'start'): 646.974, ('cu', 'h2dmalloc'): 647.027, ('cu', 'h2d'): 647.064, ('cu', 'workest'): 647.119, ('cu', 'compute'): 647.638, ('cu', 'copy'): 647.777, ('cu', 'pack'): 647.84, ('cu', 'd2h'): 648.144, ('gust', 'start'): 648.255, ('gust', 'h2d'): 648.357, ('gust', 'count'): 648.38, ('gust', 'scan'): 648.414, ('gust', 'expand'): 648.576, ('gust', 'sort'): 649.321, ('gust', 'reduce'): 649.5, ('gust', 'final'): 649.93, ('gust', 'pack'): 649.998, ('gust', 'd2h'): 650.131, ('merge', 'start'): 650.337, ('merge', 'h2d'): 650.42, ('merge', 'count'): 650.442, ('merge', 'scan'): 650.474, ('merge', 'expand'): 651.207, ('merge', 'merge'): 655.658, ('merge', 'final'): 655.806, ('merge', 'compact'): 656.036, ('merge', 'pack'): 656.107, ('merge', 'd2h'): 656.23, ('mrg2', 'start'): 656.426, ('mrg2', 'h2d'): 656.517, ('mrg2', 'count'): 656.54, ('mrg2', 'scan'): 656.575, ('mrg2', 'merge'): 657.209, ('mrg2', 'final'): 657.244, ('mrg2', 'compact'): 657.459, ('mrg2', 'pack'): 657.527, ('mrg2', 'd2h'): 657.648}",0.5144570022821426
Mildly sparse,bcsstm01,48,48,2.083333333333333,48,48,48,48,0.0,,0.04099999999993997,0.14000000000010004,0.04099999999993997,0.02400000000000091,0.22199999999998,0.382,,,,,0.343,0.291,0.261,,"{('cu', 'start'): 573.733, ('cu', 'h2dmalloc'): 573.783, ('cu', 'h2d'): 573.793, ('cu', 'workest'): 573.834, ('cu', 'compute'): 573.974, ('cu', 'copy'): 574.015, ('cu', 'pack'): 574.029, ('cu', 'd2h'): 574.053, ('gust', 'start'): 574.125, ('gust', 'h2d'): 574.183, ('gust', 'count'): 574.199, ('gust', 'scan'): 574.233, ('gust', 'expand'): 574.249, ('gust', 'sort'): 574.29, ('gust', 'reduce'): 574.328, ('gust', 'final'): 574.375, ('gust', 'pack'): 574.388, ('gust', 'd2h'): 574.396, ('merge', 'start'): 574.476, ('merge', 'h2d'): 574.534, ('merge', 'count'): 574.549, ('merge', 'scan'): 574.583, ('merge', 'expand'): 574.599, ('merge', 'merge'): 574.617, ('merge', 'final'): 574.654, ('merge', 'compact'): 574.675, ('merge', 'pack'): 574.689, ('merge', 'd2h'): 574.699, ('mrg2', 'start'): 574.774, ('mrg2', 'h2d'): 574.831, ('mrg2', 'count'): 574.847, ('mrg2', 'scan'): 574.878, ('mrg2', 'merge'): 574.897, ('mrg2', 'final'): 574.926, ('mrg2', 'compact'): 574.946, ('mrg2', 'pack'): 574.96, ('mrg2', 'd2h'): 574.967}",0.0188640551641583
Mildly sparse,bcsstk14,1806,63454,1.945465404477998,195654,195654,195654,195654,0.0,,0.049999999999954525,0.4560000000000173,0.10799999999994725,0.20600000000001728,0.613999999999919,1.074,,,,,1.458,2.032,0.894,,"{('cu', 'start'): 595.251, ('cu', 'h2dmalloc'): 595.3, ('cu', 'h2d'): 595.33, ('cu', 'workest'): 595.38, ('cu', 'compute'): 595.836, ('cu', 'copy'): 595.944, ('cu', 'pack'): 596.008, ('cu', 'd2h'): 596.214, ('gust', 'start'): 596.335, ('gust', 'h2d'): 596.414, ('gust', 'count'): 596.434, ('gust', 'scan'): 596.467, ('gust', 'expand'): 596.605, ('gust', 'sort'): 597.094, ('gust', 'reduce'): 597.242, ('gust', 'final'): 597.577, ('gust', 'pack'): 597.594, ('gust', 'd2h'): 597.67, ('merge', 'start'): 597.803, ('merge', 'h2d'): 597.882, ('merge', 'count'): 597.904, ('merge', 'scan'): 597.936, ('merge', 'expand'): 598.233, ('merge', 'merge'): 599.214, ('merge', 'final'): 599.359, ('merge', 'compact'): 599.537, ('merge', 'pack'): 599.597, ('merge', 'd2h'): 599.67, ('mrg2', 'start'): 599.843, ('mrg2', 'h2d'): 599.925, ('mrg2', 'count'): 599.946, ('mrg2', 'scan'): 599.987, ('mrg2', 'merge'): 600.24, ('mrg2', 'final'): 600.272, ('mrg2', 'compact'): 600.443, ('mrg2', 'pack'): 600.502, ('mrg2', 'd2h'): 600.575}",0.3846680046990514
Mildly sparse,can_445,445,3809,1.923494508269158,11193,11193,11193,11193,0.0,,0.06399999999996453,0.16700000000003,0.06399999999996453,0.03700000000003456,0.2949999999999591,0.538,,,,,0.59,0.527,0.435,,"{('cu', 'start'): 577.619, ('cu', 'h2dmalloc'): 577.693, ('cu', 'h2d'): 577.71, ('cu', 'workest'): 577.774, ('cu', 'compute'): 577.941, ('cu', 'copy'): 578.005, ('cu', 'pack'): 578.029, ('cu', 'd2h'): 578.066, ('gust', 'start'): 578.175, ('gust', 'h2d'): 578.263, ('gust', 'count'): 578.288, ('gust', 'scan'): 578.334, ('gust', 'expand'): 578.366, ('gust', 'sort'): 578.504, ('gust', 'reduce'): 578.559, ('gust', 'final'): 578.628, ('gust', 'pack'): 578.652, ('gust', 'd2h'): 578.666, ('merge', 'start'): 578.783, ('merge', 'h2d'): 578.87, ('merge', 'count'): 578.895, ('merge', 'scan'): 578.94, ('merge', 'expand'): 578.981, ('merge', 'merge'): 579.089, ('merge', 'final'): 579.145, ('merge', 'compact'): 579.178, ('merge', 'pack'): 579.202, ('merge', 'd2h'): 579.215, ('mrg2', 'start'): 579.327, ('mrg2', 'h2d'): 579.412, ('mrg2', 'count'): 579.437, ('mrg2', 'scan'): 579.48, ('mrg2', 'merge'): 579.551, ('mrg2', 'final'): 579.593, ('mrg2', 'compact'): 579.627, ('mrg2', 'pack'): 579.651, ('mrg2', 'd2h'): 579.665}",0.0610890565440058
Mildly sparse,bcsstm10,1086,22092,1.8731621948861958,54504,54504,54504,54504,0.0,,0.05200000000002092,0.23500000000001364,0.04800000000000182,0.09799999999995634,0.3350000000000364,0.574,,,,,0.975,1.015,0.555,,"{('cu', 'start'): 578.015, ('cu', 'h2dmalloc'): 578.065, ('cu', 'h2d'): 578.083, ('cu', 'workest'): 578.135, ('cu', 'compute'): 578.37, ('cu', 'copy'): 578.418, ('cu', 'pack'): 578.433, ('cu', 'd2h'): 578.531, ('gust', 'start'): 578.6, ('gust', 'h2d'): 578.666, ('gust', 'count'): 578.684, ('gust', 'scan'): 578.717, ('gust', 'expand'): 578.833, ('gust', 'sort'): 579.078, ('gust', 'reduce'): 579.215, ('gust', 'final'): 579.42, ('gust', 'pack'): 579.436, ('gust', 'd2h'): 579.459, ('merge', 'start'): 579.584, ('merge', 'h2d'): 579.651, ('merge', 'count'): 579.669, ('merge', 'scan'): 579.7, ('merge', 'expand'): 579.876, ('merge', 'merge'): 580.235, ('merge', 'final'): 580.327, ('merge', 'compact'): 580.447, ('merge', 'pack'): 580.463, ('merge', 'd2h'): 580.487, ('mrg2', 'start'): 580.607, ('mrg2', 'h2d'): 580.673, ('mrg2', 'count'): 580.69, ('mrg2', 'scan'): 580.722, ('mrg2', 'merge'): 580.897, ('mrg2', 'final'): 580.929, ('mrg2', 'compact'): 581.003, ('mrg2', 'pack'): 581.019, ('mrg2', 'd2h'): 581.044}",0.1408531097695231
Mildly sparse,bcsstk10,1086,22070,1.8712968332943305,54504,54504,54504,54504,0.0,,0.05400000000008731,0.22699999999997544,0.05099999999993088,0.1049999999999045,0.33199999999999363,0.584,,,,,1.002,1.037,0.558,,"{('cu', 'start'): 589.647, ('cu', 'h2dmalloc'): 589.699, ('cu', 'h2d'): 589.718, ('cu', 'workest'): 589.772, ('cu', 'compute'): 589.999, ('cu', 'copy'): 590.05, ('cu', 'pack'): 590.065, ('cu', 'd2h'): 590.17, ('gust', 'start'): 590.245, ('gust', 'h2d'): 590.315, ('gust', 'count'): 590.333, ('gust', 'scan'): 590.369, ('gust', 'expand'): 590.489, ('gust', 'sort'): 590.737, ('gust', 'reduce'): 590.87, ('gust', 'final'): 591.077, ('gust', 'pack'): 591.1, ('gust', 'd2h'): 591.123, ('merge', 'start'): 591.254, ('merge', 'h2d'): 591.323, ('merge', 'count'): 591.341, ('merge', 'scan'): 591.376, ('merge', 'expand'): 591.555, ('merge', 'merge'): 591.917, ('merge', 'final'): 592.01, ('merge', 'compact'): 592.133, ('merge', 'pack'): 592.151, ('merge', 'd2h'): 592.175, ('mrg2', 'start'): 592.302, ('mrg2', 'h2d'): 592.37, ('mrg2', 'count'): 592.388, ('mrg2', 'scan'): 592.422, ('mrg2', 'merge'): 592.59, ('mrg2', 'final'): 592.623, ('mrg2', 'compact'): 592.7, ('mrg2', 'pack'): 592.717, ('mrg2', 'd2h'): 592.742}",0.1346879871562123
Mildly sparse,can_634,634,7228,1.7982067689000787,25446,25446,25446,25446,0.0,,0.051000000000044565,0.2179999999999609,0.05200000000002092,0.09500000000002728,0.3210000000000264,0.561,,,,,0.661,0.57,0.335,,"{('cu', 'start'): 595.355, ('cu', 'h2dmalloc'): 595.404, ('cu', 'h2d'): 595.418, ('cu', 'workest'): 595.469, ('cu', 'compute'): 595.687, ('cu', 'copy'): 595.739, ('cu', 'pack'): 595.755, ('cu', 'd2h'): 595.85, ('gust', 'start'): 595.926, ('gust', 'h2d'): 595.991, ('gust', 'count'): 596.009, ('gust', 'scan'): 596.042, ('gust', 'expand'): 596.067, ('gust', 'sort'): 596.296, ('gust', 'reduce'): 596.382, ('gust', 'final'): 596.484, ('gust', 'pack'): 596.5, ('gust', 'd2h'): 596.516, ('merge', 'start'): 596.597, ('merge', 'h2d'): 596.657, ('merge', 'count'): 596.674, ('merge', 'scan'): 596.706, ('merge', 'expand'): 596.764, ('merge', 'merge'): 597.009, ('merge', 'final'): 597.043, ('merge', 'compact'): 597.064, ('merge', 'pack'): 597.081, ('merge', 'd2h'): 597.097, ('mrg2', 'start'): 597.174, ('mrg2', 'h2d'): 597.234, ('mrg2', 'count'): 597.252, ('mrg2', 'scan'): 597.282, ('mrg2', 'merge'): 597.362, ('mrg2', 'final'): 597.391, ('mrg2', 'compact'): 597.411, ('mrg2', 'pack'): 597.425, ('mrg2', 'd2h'): 597.441}",0.0615720637142658
Mildly sparse,bcsstk11,1473,34241,1.578123350888521,94187,94187,94187,94187,0.0,,0.05200000000002092,0.27300000000002456,0.049999999999954525,0.1129999999999427,0.375,0.754,,,,,1.089,1.113,0.587,,"{('cu', 'start'): 579.924, ('cu', 'h2dmalloc'): 579.978, ('cu', 'h2d'): 580.001, ('cu', 'workest'): 580.053, ('cu', 'compute'): 580.326, ('cu', 'copy'): 580.376, ('cu', 'pack'): 580.456, ('cu', 'd2h'): 580.569, ('gust', 'start'): 580.689, ('gust', 'h2d'): 580.76, ('gust', 'count'): 580.779, ('gust', 'scan'): 580.819, ('gust', 'expand'): 580.956, ('gust', 'sort'): 581.248, ('gust', 'reduce'): 581.396, ('gust', 'final'): 581.655, ('gust', 'pack'): 581.671, ('gust', 'd2h'): 581.707, ('merge', 'start'): 581.789, ('merge', 'h2d'): 581.861, ('merge', 'count'): 581.88, ('merge', 'scan'): 581.913, ('merge', 'expand'): 582.111, ('merge', 'merge'): 582.515, ('merge', 'final'): 582.655, ('merge', 'compact'): 582.772, ('merge', 'pack'): 582.798, ('merge', 'd2h'): 582.834, ('mrg2', 'start'): 582.91, ('mrg2', 'h2d'): 582.986, ('mrg2', 'count'): 583.005, ('mrg2', 'scan'): 583.038, ('mrg2', 'merge'): 583.22, ('mrg2', 'final'): 583.253, ('mrg2', 'compact'): 583.376, ('mrg2', 'pack'): 583.392, ('mrg2', 'd2h'): 583.431}",0.2251840196549892
Mildly sparse,bcsstk12,1473,34241,1.578123350888521,94187,94187,94187,94187,0.0,,0.049999999999954525,0.28100000000006276,0.05299999999999727,0.11400000000003274,0.38400000000001455,0.76,,,,,1.072,1.099,0.579,,"{('cu', 'start'): 596.969, ('cu', 'h2dmalloc'): 597.02, ('cu', 'h2d'): 597.043, ('cu', 'workest'): 597.093, ('cu', 'compute'): 597.374, ('cu', 'copy'): 597.427, ('cu', 'pack'): 597.505, ('cu', 'd2h'): 597.619, ('gust', 'start'): 597.739, ('gust', 'h2d'): 597.809, ('gust', 'count'): 597.828, ('gust', 'scan'): 597.865, ('gust', 'expand'): 597.987, ('gust', 'sort'): 598.278, ('gust', 'reduce'): 598.426, ('gust', 'final'): 598.686, ('gust', 'pack'): 598.704, ('gust', 'd2h'): 598.741, ('merge', 'start'): 598.821, ('merge', 'h2d'): 598.893, ('merge', 'count'): 598.913, ('merge', 'scan'): 598.946, ('merge', 'expand'): 599.128, ('merge', 'merge'): 599.533, ('merge', 'final'): 599.675, ('merge', 'compact'): 599.794, ('merge', 'pack'): 599.813, ('merge', 'd2h'): 599.851, ('mrg2', 'start'): 599.928, ('mrg2', 'h2d'): 599.998, ('mrg2', 'count'): 600.017, ('mrg2', 'scan'): 600.051, ('mrg2', 'merge'): 600.229, ('mrg2', 'final'): 600.264, ('mrg2', 'compact'): 600.384, ('mrg2', 'pack'): 600.403, ('mrg2', 'd2h'): 600.44}",0.2171420492231845
Mildly sparse,bcsstk09,1083,18437,1.5719305066378828,71289,71289,71289,71289,0.0,,0.051000000000044565,0.21600000000000819,0.04899999999997817,0.1069999999999709,0.3160000000000309,0.563,,,,,0.877,0.848,0.457,,"{('cu', 'start'): 580.356, ('cu', 'h2dmalloc'): 580.406, ('cu', 'h2d'): 580.423, ('cu', 'workest'): 580.474, ('cu', 'compute'): 580.69, ('cu', 'copy'): 580.739, ('cu', 'pack'): 580.754, ('cu', 'd2h'): 580.861, ('gust', 'start'): 580.929, ('gust', 'h2d'): 580.994, ('gust', 'count'): 581.012, ('gust', 'scan'): 581.046, ('gust', 'expand'): 581.123, ('gust', 'sort'): 581.356, ('gust', 'reduce'): 581.483, ('gust', 'final'): 581.64, ('gust', 'pack'): 581.657, ('gust', 'd2h'): 581.685, ('merge', 'start'): 581.815, ('merge', 'h2d'): 581.88, ('merge', 'count'): 581.898, ('merge', 'scan'): 581.929, ('merge', 'expand'): 582.036, ('merge', 'merge'): 582.342, ('merge', 'final'): 582.43, ('merge', 'compact'): 582.548, ('merge', 'pack'): 582.564, ('merge', 'd2h'): 582.596, ('mrg2', 'start'): 582.672, ('mrg2', 'h2d'): 582.736, ('mrg2', 'count'): 582.754, ('mrg2', 'scan'): 582.791, ('mrg2', 'merge'): 582.912, ('mrg2', 'final'): 582.944, ('mrg2', 'compact'): 583.016, ('mrg2', 'pack'): 583.032, ('mrg2', 'd2h'): 583.063}",0.1333419932052493
Mildly sparse,bcsstm02,66,66,1.5151515151515151,66,66,66,66,0.0,,0.03899999999998727,0.1409999999999627,0.038000000000010914,0.027000000000043656,0.2179999999999609,0.401,,,,,0.329,0.268,0.251,,"{('cu', 'start'): 567.998, ('cu', 'h2dmalloc'): 568.051, ('cu', 'h2d'): 568.062, ('cu', 'workest'): 568.101, ('cu', 'compute'): 568.242, ('cu', 'copy'): 568.28, ('cu', 'pack'): 568.299, ('cu', 'd2h'): 568.326, ('gust', 'start'): 568.411, ('gust', 'h2d'): 568.475, ('gust', 'count'): 568.491, ('gust', 'scan'): 568.523, ('gust', 'expand'): 568.539, ('gust', 'sort'): 568.579, ('gust', 'reduce'): 568.61, ('gust', 'final'): 568.654, ('gust', 'pack'): 568.667, ('gust', 'd2h'): 568.675, ('merge', 'start'): 568.751, ('merge', 'h2d'): 568.807, ('merge', 'count'): 568.822, ('merge', 'scan'): 568.852, ('merge', 'expand'): 568.867, ('merge', 'merge'): 568.885, ('merge', 'final'): 568.917, ('merge', 'compact'): 568.937, ('merge', 'pack'): 568.95, ('merge', 'd2h'): 568.958, ('mrg2', 'start'): 569.028, ('mrg2', 'h2d'): 569.091, ('mrg2', 'count'): 569.105, ('mrg2', 'scan'): 569.135, ('mrg2', 'merge'): 569.151, ('mrg2', 'final'): 569.178, ('mrg2', 'compact'): 569.196, ('mrg2', 'pack'): 569.21, ('mrg2', 'd2h'): 569.217}",0.0488000223413109
Mildly sparse,can_838,838,10010,1.4254304771560882,51156,51156,51156,51156,0.0,,0.05200000000002092,0.21199999999998909,0.049999999999954525,0.09500000000002728,0.31399999999996453,0.543,,,,,0.66,0.913,0.392,,"{('cu', 'start'): 590.691, ('cu', 'h2dmalloc'): 590.741, ('cu', 'h2d'): 590.755, ('cu', 'workest'): 590.807, ('cu', 'compute'): 591.019, ('cu', 'copy'): 591.069, ('cu', 'pack'): 591.084, ('cu', 'd2h'): 591.179, ('gust', 'start'): 591.246, ('gust', 'h2d'): 591.309, ('gust', 'count'): 591.327, ('gust', 'scan'): 591.359, ('gust', 'expand'): 591.385, ('gust', 'sort'): 591.612, ('gust', 'reduce'): 591.698, ('gust', 'final'): 591.752, ('gust', 'pack'): 591.766, ('gust', 'd2h'): 591.791, ('merge', 'start'): 591.915, ('merge', 'h2d'): 591.976, ('merge', 'count'): 591.994, ('merge', 'scan'): 592.025, ('merge', 'expand'): 592.097, ('merge', 'merge'): 592.62, ('merge', 'final'): 592.656, ('merge', 'compact'): 592.677, ('merge', 'pack'): 592.69, ('merge', 'd2h'): 592.712, ('mrg2', 'start'): 592.837, ('mrg2', 'h2d'): 592.897, ('mrg2', 'count'): 592.915, ('mrg2', 'scan'): 592.946, ('mrg2', 'merge'): 593.055, ('mrg2', 'final'): 593.088, ('mrg2', 'compact'): 593.109, ('mrg2', 'pack'): 593.125, ('mrg2', 'd2h'): 593.148}",0.0957150477916002
Mildly sparse,bcsstk20,485,3135,1.3327665001594218,5545,5545,5545,5545,0.0,,0.049999999999954525,0.15300000000002,0.04399999999998272,0.024999999999977263,0.24699999999995725,0.416,,,,,0.414,0.337,0.277,,"{('cu', 'start'): 566.0, ('cu', 'h2dmalloc'): 566.05, ('cu', 'h2d'): 566.062, ('cu', 'workest'): 566.112, ('cu', 'compute'): 566.265, ('cu', 'copy'): 566.309, ('cu', 'pack'): 566.323, ('cu', 'd2h'): 566.348, ('gust', 'start'): 566.421, ('gust', 'h2d'): 566.482, ('gust', 'count'): 566.499, ('gust', 'scan'): 566.53, ('gust', 'expand'): 566.549, ('gust', 'sort'): 566.659, ('gust', 'reduce'): 566.693, ('gust', 'final'): 566.739, ('gust', 'pack'): 566.753, ('gust', 'd2h'): 566.765, ('merge', 'start'): 566.844, ('merge', 'h2d'): 566.902, ('merge', 'count'): 566.92, ('merge', 'scan'): 566.95, ('merge', 'expand'): 566.976, ('merge', 'merge'): 567.025, ('merge', 'final'): 567.059, ('merge', 'compact'): 567.079, ('merge', 'pack'): 567.1, ('merge', 'd2h'): 567.11, ('mrg2', 'start'): 567.189, ('mrg2', 'h2d'): 567.248, ('mrg2', 'count'): 567.264, ('mrg2', 'scan'): 567.294, ('mrg2', 'merge'): 567.325, ('mrg2', 'final'): 567.353, ('mrg2', 'compact'): 567.372, ('mrg2', 'pack'): 567.386, ('mrg2', 'd2h'): 567.396}",0.0440599396824836
Mildly sparse,can_715,715,6665,1.3037312338011637,39785,39785,39785,39785,0.0,,0.04899999999997817,0.20100000000002183,0.047000000000025466,0.08100000000001728,0.29700000000002547,0.503,,,,,0.638,1.862,0.52,,"{('cu', 'start'): 566.478, ('cu', 'h2dmalloc'): 566.526, ('cu', 'h2d'): 566.539, ('cu', 'workest'): 566.588, ('cu', 'compute'): 566.789, ('cu', 'copy'): 566.836, ('cu', 'pack'): 566.85, ('cu', 'd2h'): 566.931, ('gust', 'start'): 566.992, ('gust', 'h2d'): 567.051, ('gust', 'count'): 567.072, ('gust', 'scan'): 567.103, ('gust', 'expand'): 567.132, ('gust', 'sort'): 567.346, ('gust', 'reduce'): 567.429, ('gust', 'final'): 567.529, ('gust', 'pack'): 567.545, ('gust', 'd2h'): 567.566, ('merge', 'start'): 567.639, ('merge', 'h2d'): 567.698, ('merge', 'count'): 567.718, ('merge', 'scan'): 567.749, ('merge', 'expand'): 567.869, ('merge', 'merge'): 569.351, ('merge', 'final'): 569.384, ('merge', 'compact'): 569.405, ('merge', 'pack'): 569.42, ('merge', 'd2h'): 569.439, ('mrg2', 'start'): 569.51, ('mrg2', 'h2d'): 569.568, ('mrg2', 'count'): 569.588, ('mrg2', 'scan'): 569.617, ('mrg2', 'merge'): 569.888, ('mrg2', 'final'): 569.915, ('mrg2', 'compact'): 569.935, ('mrg2', 'pack'): 569.949, ('mrg2', 'd2h'): 569.969}",0.0809599878266453
Mildly sparse,bcsstk24,3562,159910,1.2603402122535554,446474,446474,446474,446474,0.0,,0.09799999999995634,0.7820000000000391,0.1449999999999818,0.43499999999994543,1.0249999999999773,1.738,,,,,2.8,3.566,1.242,,"{('cu', 'start'): 618.203, ('cu', 'h2dmalloc'): 618.254, ('cu', 'h2d'): 618.313, ('cu', 'workest'): 618.411, ('cu', 'compute'): 619.193, ('cu', 'copy'): 619.338, ('cu', 'pack'): 619.402, ('cu', 'd2h'): 619.837, ('gust', 'start'): 619.952, ('gust', 'h2d'): 620.171, ('gust', 'count'): 620.193, ('gust', 'scan'): 620.228, ('gust', 'expand'): 620.457, ('gust', 'sort'): 621.605, ('gust', 'reduce'): 621.837, ('gust', 'final'): 622.285, ('gust', 'pack'): 622.353, ('gust', 'd2h'): 622.514, ('merge', 'start'): 622.762, ('merge', 'h2d'): 622.879, ('merge', 'count'): 622.902, ('merge', 'scan'): 622.936, ('merge', 'expand'): 623.476, ('merge', 'merge'): 625.45, ('merge', 'final'): 625.628, ('merge', 'compact'): 625.882, ('merge', 'pack'): 625.948, ('merge', 'd2h'): 626.109, ('mrg2', 'start'): 626.337, ('mrg2', 'h2d'): 626.444, ('mrg2', 'count'): 626.466, ('mrg2', 'scan'): 626.5, ('mrg2', 'merge'): 626.856, ('mrg2', 'final'): 626.89, ('mrg2', 'compact'): 627.127, ('mrg2', 'pack'): 627.191, ('mrg2', 'd2h'): 627.36}",2.590493997558952
Mildly sparse,bcsstk16,4884,290378,1.2173414200441228,1038782,1038782,1038782,1038782,0.0,,0.17300000000000182,1.266999999999939,0.18200000000001637,1.177000000000021,1.6219999999999573,3.274,,,,,5.816,9.952,2.886,,"{('cu', 'start'): 791.333, ('cu', 'h2dmalloc'): 791.397, ('cu', 'h2d'): 791.572, ('cu', 'workest'): 791.745, ('cu', 'compute'): 793.012, ('cu', 'copy'): 793.194, ('cu', 'pack'): 793.281, ('cu', 'd2h'): 794.458, ('gust', 'start'): 794.628, ('gust', 'h2d'): 795.056, ('gust', 'count'): 795.207, ('gust', 'scan'): 795.255, ('gust', 'expand'): 795.583, ('gust', 'sort'): 798.161, ('gust', 'reduce'): 798.533, ('gust', 'final'): 799.238, ('gust', 'pack'): 799.344, ('gust', 'd2h'): 800.009, ('merge', 'start'): 800.462, ('merge', 'h2d'): 800.7, ('merge', 'count'): 800.784, ('merge', 'scan'): 800.83, ('merge', 'expand'): 802.037, ('merge', 'merge'): 808.602, ('merge', 'final'): 808.863, ('merge', 'compact'): 809.225, ('merge', 'pack'): 809.33, ('merge', 'd2h'): 809.995, ('mrg2', 'start'): 810.43, ('mrg2', 'h2d'): 810.667, ('mrg2', 'count'): 810.751, ('mrg2', 'scan'): 810.799, ('mrg2', 'merge'): 811.758, ('mrg2', 'final'): 811.8, ('mrg2', 'compact'): 812.131, ('mrg2', 'pack'): 812.24, ('mrg2', 'd2h'): 812.916}",6.864669034257531
