matrix,n,sym,density_pct,cu,serial,merge3,Auto,Auto_choice,Ocean,HSMU,cnnz
1138_bus,1138,Y,0.2005,0.358,0.273,0.163,0.155,merge3,0.211,0.305,11142
494_bus,494,Y,0.4426,0.351,0.218,0.128,0.132,merge3,0.201,0.296,4062
662_bus,662,Y,0.3578,0.415,0.232,0.136,0.168,merge3,0.202,0.289,6480
685_bus,685,Y,0.4192,0.353,0.237,0.142,0.177,merge3,0.209,0.299,9337
arc130,130,N,7.5858,0.358,1.508,0.176,0.161,merge3,0.381,0.399,15631
ash292,292,Y,1.466,0.349,0.265,0.144,0.139,merge3,0.223,0.3,6042
ash85,85,Y,4.2076,0.339,0.241,0.13,0.127,merge3,0.203,0.227,1317
bcspwr01,39,Y,5.5884,0.334,0.236,0.154,0.12,merge3,0.163,0.28,275
